,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,code,y,x
474,202001,6호선,효창공원앞,2,0,2292,618,4552,3427,13877,5917,25300,21006,14965,13423,9318,7275,9110,7582,10189,7807,10639,9460,10094,8635,10017,9565,12465,10017,14359,11857,22539,17818,11109,13850,6790,8744,5800,8410,4682,7735,2320,5742,392,2059,0,9,0,0,0,0,2628.0,37.539261,126.961351
475,202201,7호선,가산디지털단지,389,2,5625,5378,7927,22438,18800,110156,23029,359552,16504,203909,15784,54526,20425,32196,26469,30582,31149,32134,36541,28880,47159,25679,66534,24566,173617,26321,291273,29930,121278,21060,71409,11455,64262,14238,19352,7847,4980,3518,20,308,1,1,0,0,0,0,2748.0,37.481072,126.882343
476,202101,7호선,가산디지털단지,538,4,6857,5368,7707,20993,17159,105504,20214,343504,13738,198778,13331,53880,17102,31492,21883,27998,25563,29898,30475,26253,38664,24047,57471,22155,163612,23270,283331,26470,129941,19110,74823,11119,61498,11407,19031,6300,5408,2766,15,336,1,1,0,0,0,0,2748.0,37.481072,126.882343
477,202001,7호선,가산디지털단지,458,6,6706,4969,8150,19520,18555,99539,22387,395934,17868,205647,16885,53848,21412,40001,28767,39597,35615,40329,41583,37235,53642,34935,65568,31260,154228,33120,320502,35719,144665,27726,77204,15183,70002,12411,35804,11014,15669,8175,1912,2934,7,30,0,2,0,0,2748.0,37.481072,126.882343
478,202201,7호선,강남구청,7,0,1197,1585,3277,11463,5617,27184,8138,98266,7386,90757,8199,36984,10009,20938,12694,18957,14438,20072,18357,16350,23395,14867,27771,14729,42417,16408,79697,17401,47218,10502,33623,7060,42567,7117,14319,3250,3243,1933,6,183,0,0,0,0,0,0,2732.0,37.517186,127.04128
479,202101,7호선,강남구청,2,0,993,1576,2908,9875,5070,26783,7561,87208,6331,81028,6688,32051,8096,18659,9811,15498,11792,16829,15400,13845,19693,12138,22548,12066,38083,12755,73011,13434,45420,9282,30726,6468,34979,6053,10290,2469,2797,1579,4,146,0,0,0,0,0,0,2732.0,37.517186,127.04128
480,202001,7호선,강남구청,8,0,1849,1730,3984,10053,6351,27422,9368,108720,8816,95027,8931,34929,11154,23889,13450,20069,16213,22396,19719,18550,25826,17652,26758,16979,38078,18146,84234,20408,52210,14886,32759,9078,31741,7835,25940,5797,10910,4302,1888,1937,5,16,0,0,0,0,2732.0,37.517186,127.04128
481,202201,7호선,건대입구,42,3,2620,941,3707,6441,10347,15620,17312,30443,13558,24283,11516,18745,12659,16821,14194,19618,15421,22740,17572,21683,21823,20772,25452,21484,33772,25619,30802,33463,21597,21207,28514,11065,30291,14194,10925,7257,3674,2689,3,1182,0,0,0,0,0,0,2729.0,37.540693,127.07023
482,202101,7호선,건대입구,23,1,2713,988,3774,5854,9879,14656,15565,25916,12103,22898,10059,15452,10599,13251,11642,15620,12185,16692,14548,16914,18386,16591,21353,17072,30170,20592,30257,28638,19944,20070,27050,10133,21325,11729,6127,5168,2454,2544,2,766,0,0,0,0,0,0,2729.0,37.540693,127.07023
483,202001,7호선,건대입구,48,1,4252,944,4807,7607,11584,17922,20568,32457,16007,32556,13685,23251,15179,23732,17383,27171,20365,29959,22412,28693,28086,28855,32411,29020,41632,35120,42769,50901,31848,37458,34301,19035,30554,15030,28285,12669,15272,7718,2487,3882,12,459,0,1,0,0,2729.0,37.540693,127.07023
484,202201,7호선,고속터미널,24,0,1046,2203,2568,21990,8695,31737,14939,46817,18507,33483,18935,23484,21951,21423,21942,20345,23213,23228,24713,20728,30943,16808,36083,16410,50213,17368,45034,19309,26008,12073,30619,7472,28097,10442,14833,3760,2921,1333,2,115,0,0,0,0,0,0,2736.0,37.50481,127.004943
485,202101,7호선,고속터미널,12,0,916,2582,2626,20070,7805,32294,12592,42995,13589,29433,13789,18388,15643,16654,15895,15261,17037,18417,19013,17037,26316,12745,29660,12294,45026,12453,41164,13921,23974,9127,26226,5854,22825,7701,12355,2099,2750,898,5,101,0,0,0,0,0,0,2736.0,37.50481,127.004943
486,202001,7호선,고속터미널,34,1,1540,2578,3176,21472,10084,37202,20087,57905,25971,45415,27685,33591,31795,33031,35038,30763,34783,32684,36761,31182,44452,26759,48031,25890,63014,26618,66182,30721,45935,21052,44025,11629,41878,10993,31902,6425,12036,4230,1422,1123,27,10,2,5,0,0,2736.0,37.50481,127.004943
487,202201,7호선,광명사거리,78,1,17693,3954,27868,10071,73752,14615,85230,22373,44018,20602,28689,21237,27629,23966,29913,27038,31065,30739,29466,31880,29813,34616,32654,37431,33156,51661,29737,77078,19813,61522,15623,33847,14230,36565,5970,24245,1651,8734,6,942,0,0,0,0,0,0,2750.0,37.479252,126.854876
488,202101,7호선,광명사거리,174,1,18347,4007,27189,10707,66627,13891,80743,22499,39614,19902,24182,17310,22271,18924,24191,21881,26022,23587,24653,24544,25057,29569,26717,33329,29119,45548,26694,74130,17172,59161,15491,32315,12092,34746,4709,17594,1601,6987,15,701,0,0,0,0,0,0,2750.0,37.479252,126.854876
489,202001,7호선,광명사거리,132,0,21634,4558,31132,12689,86591,15333,108629,26322,57756,25259,38858,24465,37026,28311,38998,31040,38827,33560,36353,36766,36523,41740,38500,47865,41040,58612,39439,93341,27630,82794,21011,45971,16567,42660,12191,37197,5603,25362,867,7324,17,121,0,9,0,0,2750.0,37.479252,126.854876
490,202201,7호선,굴포천,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2760.0,37.506997,126.73128
491,202101,7호선,굴포천,19,0,5421,376,12594,2735,29211,3919,31415,9928,15360,7200,9037,6116,8273,5767,8746,6742,8745,7432,8167,8558,8047,8667,8514,12415,9559,17407,10905,30472,5917,31186,5600,17483,5887,16411,2371,8884,690,3980,6,485,0,0,0,0,0,0,2760.0,37.506997,126.73128
492,202001,7호선,굴포천,6,0,6355,538,14225,3299,35925,4824,36791,11810,19811,10032,13664,7728,13164,8210,13565,9582,12951,10736,12267,11422,11950,13366,12997,16492,14107,21967,15982,36000,9043,38941,7123,23143,7105,19233,5838,17064,3294,10712,470,3963,11,650,0,0,0,0,2760.0,37.506997,126.73128
493,202201,7호선,까치울,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2753.0,37.506207,126.810939
494,202101,7호선,까치울,0,0,3093,646,8557,3289,25271,4524,32245,6814,14719,3742,7706,3444,6874,4438,7427,5152,7454,5683,6417,6045,6792,6206,7014,9411,7776,14251,7623,25772,4242,22292,3620,13658,3174,14096,1505,7009,346,2452,0,2,0,0,0,0,0,0,2753.0,37.506207,126.810939
495,202001,7호선,까치울,4,0,3189,713,8964,3196,28089,4488,36247,8746,18242,4996,11048,4874,10110,5708,10326,6852,10067,7829,9437,7703,9371,8888,9631,11505,10584,16646,10628,27251,7013,24893,5353,15424,4447,13761,3373,13537,1345,7806,132,2096,0,16,0,0,0,0,2753.0,37.506207,126.810939
496,202201,7호선,남구로,110,0,14056,1543,13902,6791,26836,30187,31399,94701,20982,44635,13683,18125,12849,13625,14438,12774,14516,14103,14178,13299,16332,15184,19200,19074,39211,26360,70444,29559,30425,20291,17851,13499,14869,20613,5598,11712,1896,4279,3,306,0,0,0,0,0,0,2747.0,37.486056,126.887249
497,202101,7호선,남구로,17,0,16237,1717,14561,6007,26280,26701,29132,87269,17939,42740,11570,15576,10827,12049,11994,12198,12078,12780,12027,12070,13269,13744,16088,16834,34835,28857,66874,28259,32530,20527,18119,13598,13793,18282,5196,9681,1782,3510,1,174,0,0,0,0,0,0,2747.0,37.486056,126.887249
498,202001,7호선,남구로,30,0,18001,1790,15329,6688,29016,25009,36135,104539,25841,46662,18658,20247,16572,18960,18011,17407,17955,18350,17795,17543,19268,19267,21568,22788,34918,36868,79010,35492,38766,25802,21851,17568,16370,19770,10796,18557,5088,10477,725,2765,8,38,0,1,0,0,2747.0,37.486056,126.887249
499,202201,7호선,남성,3,0,4743,647,11011,2987,30907,5199,50035,12303,29192,9731,16871,8808,14167,8959,14437,10227,14858,11233,13370,11908,12374,14879,12818,16720,13368,22626,13077,37527,6877,29505,6942,17333,7374,21978,3479,12225,1044,5613,1,191,0,0,0,0,0,0,2739.0,37.484596,126.971251
500,202101,7호선,남성,4,0,4593,625,10626,3255,30454,4669,46960,12684,25971,8590,14483,7445,12031,7529,11930,8549,12516,10073,11451,10557,10890,12944,10545,15414,11842,20560,12145,36200,6902,29361,6627,17526,6696,19676,3075,9343,1130,4245,5,289,0,0,0,0,0,0,2739.0,37.484596,126.971251
501,202001,7호선,남성,0,0,5528,757,10831,4322,34914,5547,58366,14990,32837,11875,19816,10967,18076,10711,17139,12081,17682,13579,15757,14180,14901,17315,14731,20065,16793,24357,16699,39447,10323,33700,8812,21020,8196,19741,6100,17874,3134,11702,691,3933,4,36,0,6,0,0,2739.0,37.484596,126.971251
502,202201,7호선,내방,3,0,1829,1471,5744,9354,14354,20490,23988,76332,16622,42267,12718,19436,13341,14931,14876,14703,17176,15504,17876,15054,18985,15224,23267,15951,36144,19286,64423,26779,23400,17959,18394,10478,20923,13889,7905,7222,1993,2961,1,939,0,0,0,0,0,0,2737.0,37.487618,126.993513
503,202101,7호선,내방,3,0,1974,1358,5872,9113,13751,20737,22538,69995,15717,39142,10739,16162,10888,12357,11956,11838,14486,13491,14679,12949,16160,12386,20450,13740,31882,16653,61210,24108,23145,17166,17003,10412,18062,11727,6740,5215,1636,2135,2,788,0,1,0,0,0,0,2737.0,37.487618,126.993513
504,202001,7호선,내방,3,0,2310,1535,6566,10075,16231,19807,28267,81198,19878,42753,14733,20941,15730,15485,16858,15995,19218,18124,19322,18111,20753,17938,24144,18573,33854,22156,68937,30149,27838,23152,18623,13981,18908,11782,14137,11151,5870,6859,955,3134,12,312,0,4,0,0,2737.0,37.487618,126.993513
505,202201,7호선,노원,45,1,5834,1838,11782,5270,32986,11581,34480,40906,24474,38145,24285,28538,27428,28132,30568,31192,30772,36544,33215,36187,35901,36272,37265,37324,39181,41066,42523,52297,26305,40356,30103,19308,30867,20945,13510,14013,2242,6387,20,636,0,0,0,0,0,0,2715.0,37.655128,127.061368
506,202101,7호선,노원,74,2,5795,1903,11578,4726,30348,10323,30438,37682,22303,35572,22110,27907,24769,24697,24598,25513,26580,29748,28970,31558,30883,31314,32271,31602,31721,33052,37793,44833,22075,35895,27243,17413,23333,17057,5072,9938,1605,4185,5,615,0,0,0,0,0,0,2715.0,37.655128,127.061368
507,202001,7호선,노원,27,0,7592,2223,14083,6800,36383,13891,37424,45468,26763,46742,28534,35865,32417,32142,35200,36737,37199,42940,38375,42993,43532,44563,46673,44961,47702,48791,51547,63965,33851,59095,33479,29715,29256,23218,26066,19731,12759,14958,2375,5469,20,151,0,1,0,0,2715.0,37.655128,127.061368
508,202201,7호선,논현,22,0,1664,1262,3920,14353,7025,42201,13137,111827,11531,95157,10885,37892,12639,24150,15494,22261,17597,24063,20921,22792,26091,21332,32013,22432,54597,24259,97450,29863,52610,14579,39083,8299,55924,10463,19108,5502,4802,2879,6,223,0,0,0,0,0,0,2734.0,37.511093,127.021415
509,202101,7호선,논현,4,1,1638,1237,4019,14975,6651,38099,12974,104640,10630,83896,9535,34265,11678,20264,13636,17731,14831,20396,17710,19994,22410,18370,28430,17432,49197,19904,90076,23056,52514,13350,35957,8455,43718,9032,12944,4315,3849,2715,12,184,0,0,0,0,0,0,2734.0,37.511093,127.021415
510,202001,7호선,논현,31,0,3623,1267,5369,14656,8533,44300,15461,121730,14688,101428,12468,40114,14645,25955,17070,24387,19957,26985,22912,25959,28677,23825,32253,24831,50263,28971,103647,39052,62903,26706,39445,14317,41540,11414,38359,9309,21178,5917,4309,2479,13,35,1,3,0,0,2734.0,37.511093,127.021415
511,202201,7호선,도봉산,24,0,4420,747,15216,4407,45850,5874,37238,9176,18294,11552,11223,13378,9598,11285,10932,11489,10080,10988,10386,10955,10461,11631,10943,13582,9547,18462,8361,31281,3998,36354,2688,21817,2610,22470,1473,17755,418,6168,14,753,0,0,0,0,0,0,2712.0,37.689313,127.046222
512,202101,7호선,도봉산,14,0,3794,629,13813,3557,42512,5521,34412,8536,16276,9089,9039,12078,8021,10212,8343,9969,8253,9576,8755,9762,9323,9925,9293,11830,8112,16221,7239,29413,3473,35712,2484,20478,2067,20194,1115,12875,284,4315,10,764,0,0,0,0,0,0,2712.0,37.689313,127.046222
513,202001,7호선,도봉산,26,0,4127,793,15881,4737,52196,5516,39470,9146,21008,11819,13247,14064,11363,11998,12192,11140,12199,12017,11838,12177,11498,13317,11913,15320,11710,19218,10434,31791,5612,40624,3585,25308,2795,21129,2206,21923,923,15958,163,6684,6,1022,0,4,0,0,2712.0,37.689313,127.046222
514,202201,7호선,뚝섬유원지,14,0,3700,318,7331,3318,17957,5005,27863,10767,18337,8227,9770,5870,8232,6609,8748,7156,8963,8332,8458,9709,9090,11124,10559,12243,11847,15876,12311,23547,7279,17416,6776,12041,7283,16214,5028,8494,1552,2915,5,244,0,0,0,0,0,0,2730.0,37.53154,127.066704
515,202101,7호선,뚝섬유원지,4,0,3513,366,7063,3056,15791,4899,24103,10002,15637,6557,8086,4523,6637,5218,7022,5779,7235,6791,7107,7908,7768,9248,8185,10054,9309,13719,10996,20787,6263,16489,5345,10504,5472,13517,3166,5377,981,2496,0,134,0,0,0,0,0,0,2730.0,37.53154,127.066704
516,202001,7호선,뚝섬유원지,5,0,4217,499,7640,3492,19074,4767,30464,11103,20259,9373,11206,7439,9581,8373,10186,9735,10953,11693,10696,12322,11870,13016,13861,13105,14935,16223,13137,23639,7956,19252,6101,12000,5737,11811,4001,11156,1877,6600,263,1933,3,19,0,0,0,0,2730.0,37.53154,127.066704
517,202201,7호선,마들,4,1,8441,1107,20525,2402,55697,5003,53827,9195,27175,9012,19334,8612,17117,10041,18081,11598,16545,12278,14821,13997,14017,16704,13150,19114,11971,25262,10670,41143,6383,43782,4782,25067,3997,25138,2661,19578,795,8443,15,737,0,0,0,0,0,0,2714.0,37.66494,127.057675
518,202101,7호선,마들,4,0,8309,1182,18330,2044,50214,5306,46626,9119,22284,7572,15566,7548,13712,8237,14477,9447,13786,10539,12407,12038,11684,14004,11306,16325,9973,21443,9215,38277,5391,40429,4384,21963,4087,21679,1994,13430,642,5325,1,720,0,0,0,0,0,0,2714.0,37.66494,127.057675
519,202001,7호선,마들,20,0,8808,1675,19643,3942,58528,5458,52969,9729,29193,9690,21588,9287,19426,10468,20536,12424,18415,13763,16177,15296,15345,18046,15398,21071,14681,25990,13059,36865,8426,43810,5860,26096,4320,22100,3608,21615,1553,15033,245,5531,2,40,0,1,0,0,2714.0,37.66494,127.057675
520,202201,7호선,먹골,7,0,6131,602,11523,2426,31320,4469,40829,13126,23640,8123,14763,8061,13473,9412,14662,10048,14491,10890,13193,11532,12587,14631,12762,17338,13183,23423,13907,32966,8323,31718,6254,18165,6684,21261,2890,13423,1000,5204,4,399,0,0,0,0,0,0,2720.0,37.610637,127.077725
521,202101,7호선,먹골,18,0,6055,640,10579,2398,29608,4273,37299,12261,20593,7650,12596,6974,11151,7376,11533,8330,11325,9321,10944,10161,10365,12391,10172,14996,11459,20400,12818,31497,7521,29806,5843,17186,5398,17975,2168,9384,758,3878,3,341,0,0,0,0,0,0,2720.0,37.610637,127.077725
522,202001,7호선,먹골,28,0,6728,724,11808,3058,35873,4595,45792,14199,25995,10237,17403,9269,15017,9722,16619,11604,16377,12331,15280,12939,14188,15515,15315,19716,16014,24408,17432,35599,10743,36892,7857,21355,7547,19458,5504,18166,2725,12499,589,3810,3,165,0,0,0,0,2720.0,37.610637,127.077725
523,202201,7호선,면목,38,0,10744,574,19970,4886,50712,7591,66962,20067,37312,12970,21675,12076,18616,13047,19780,14844,19768,15401,17839,16665,17343,21749,19143,26627,18639,31749,18307,50515,13301,46723,8183,26707,7938,31936,3524,21295,1196,7774,9,663,0,0,0,0,0,0,2723.0,37.588579,127.087503
524,202101,7호선,면목,11,1,10169,682,18617,4788,47547,6534,62955,18220,33955,11180,18521,10133,15249,10796,16289,11783,16139,12835,14553,14585,14082,18643,15438,23393,16097,29349,16376,49958,11751,45601,7432,26568,7018,30410,2855,14345,971,5747,0,519,0,0,0,0,0,0,2723.0,37.588579,127.087503
525,202001,7호선,면목,20,1,11177,1150,20631,5591,54076,7776,74711,20041,40614,14804,24957,13044,22039,13475,22986,15689,22993,18241,20792,19264,19618,23824,21267,30033,22571,33791,23080,51695,17130,53605,10791,31442,8633,28338,6511,26982,3384,18013,528,6244,3,36,0,0,0,0,2723.0,37.588579,127.087503
526,202201,7호선,반포,2,0,760,576,2115,5897,5344,9735,9200,17575,6937,16269,4873,8368,5229,8232,6730,8189,7527,8815,7949,7418,9706,6742,12776,6852,14703,7675,16415,9487,10585,6218,8738,4132,10493,4992,5833,2652,1245,964,1,51,0,0,0,0,0,0,2735.0,37.508178,127.011727
527,202101,7호선,반포,3,0,615,480,2174,4882,5323,9471,8638,16634,6001,14438,3841,7138,3869,7298,5438,6414,6132,6661,6583,5864,7852,5537,10919,5565,13130,6505,14689,8856,9660,5613,8168,3567,10765,4269,2304,1649,707,773,4,64,0,0,0,0,0,0,2735.0,37.508178,127.011727
528,202001,7호선,반포,5,0,1090,678,3154,6182,7710,10968,12308,21651,9248,18529,6638,9474,6922,10485,7980,11377,9232,10196,9818,9099,11776,8995,14831,9342,16164,9937,19815,12709,13164,9070,9789,5635,11771,4790,9095,4986,2705,2934,435,867,5,10,0,5,0,0,2735.0,37.508178,127.011727
529,202201,7호선,보라매,15,1,4509,849,6846,4471,19701,13670,31009,35648,17583,12973,10908,8880,10780,7661,11283,8804,11875,9881,11520,9851,11447,9961,13309,11163,16462,16660,30120,26870,10388,20753,8793,12406,9308,15413,3767,9200,1026,3398,1,275,0,0,0,0,0,0,2744.0,37.499872,126.920428
530,202101,7호선,보라매,24,0,4696,989,6938,5433,18356,12434,27344,32242,15310,12080,8579,6842,8182,6336,9096,7217,9580,8644,9016,7957,9537,8950,12039,9715,15515,14376,27859,24225,9837,19696,8001,11456,7628,12777,2739,6408,893,2818,1,307,0,0,0,0,0,0,2744.0,37.499872,126.920428
531,202001,7호선,보라매,24,0,5174,1781,6574,6650,18593,14946,30311,40638,18240,17137,12147,10648,11563,9489,14703,11808,13607,12874,12482,11376,13126,11895,17370,12933,20249,16337,33945,26363,13974,22166,10250,12431,8660,11815,7169,11066,3075,7348,473,2761,3,77,0,1,0,0,2744.0,37.499872,126.920428
532,202201,7호선,부천시청,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2757.0,37.504631,126.763538
533,202101,7호선,부천시청,3,0,4489,1981,13515,5885,34688,11289,35428,20248,15499,16597,10547,10312,10702,10346,11632,11384,11824,13017,12095,12843,13726,14377,15288,14816,18457,19658,22318,34790,13444,32399,16689,16765,13664,14405,3459,9398,844,4460,0,229,0,0,0,0,0,0,2757.0,37.504631,126.763538
534,202001,7호선,부천시청,16,2,4891,2003,14530,5897,41155,13018,39567,24355,19182,19772,14632,13000,15171,13744,16909,15742,16391,17652,16813,18411,18627,20192,21180,22353,24871,25134,29062,44366,19739,41144,19748,22442,15642,17013,13141,14485,5242,11398,874,3568,14,153,0,0,0,0,2757.0,37.504631,126.763538
535,202201,7호선,부천종합운동장,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754.0,37.50538,126.797337
536,202101,7호선,부천종합운동장,19,1,2642,758,5050,2613,13534,4860,16611,9858,7735,3289,4581,2970,4227,2529,4259,2646,4257,3159,3684,3371,3817,3523,4852,4080,6250,5842,7850,11213,3393,10013,2432,5836,2048,6041,900,3014,270,1537,0,7,0,0,0,0,0,0,2754.0,37.50538,126.797337
537,202001,7호선,부천종합운동장,9,0,3186,890,5700,2737,17874,5111,21489,11580,10399,4513,6399,3486,5931,3108,6313,3504,5733,4023,5025,4094,5329,4689,6191,5337,8239,7384,11173,12631,4856,12346,3268,7272,2695,6782,1752,6410,859,4209,117,1615,0,9,0,0,0,0,2754.0,37.50538,126.797337
538,202201,7호선,부평구청,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761.0,37.508336,126.720548
539,202101,7호선,부평구청,35,0,7094,620,19132,4415,51684,8288,44421,11326,20394,5050,10848,4412,9460,4647,9915,5224,9640,6645,8524,6917,8455,8132,8409,10820,13037,14936,12460,31435,6602,33524,5210,20647,4750,19202,2534,11691,666,4689,0,713,0,0,0,0,0,0,2761.0,37.508336,126.720548
540,202001,7호선,부평구청,27,0,7546,921,20956,5160,63858,10812,52296,13134,26089,6727,16416,5958,15458,6891,15680,8030,14335,9072,12823,10354,13091,11827,13819,13932,18338,18981,17880,32491,10137,39783,7668,25154,6500,20129,5235,18988,2171,12740,293,4592,3,1474,0,16,0,0,2761.0,37.508336,126.720548
541,202201,7호선,사가정,13,0,9415,1103,19204,5748,48122,9441,63377,22033,36815,15204,23262,14004,20020,13850,22228,16009,21380,17045,19829,18065,19217,23700,20412,28033,22073,35260,21454,57614,14056,47809,11755,26618,12052,33169,5262,18776,1692,7149,12,635,0,0,0,0,0,0,2724.0,37.580894,127.088478
542,202101,7호선,사가정,9,0,9836,1178,18041,6157,46230,9109,59243,21902,34203,13295,20293,12298,17844,12889,18473,13561,18251,14579,16974,16428,16921,20697,17206,25028,19171,32181,20012,53571,13371,47550,11393,26545,10074,29047,4168,14000,1218,5325,2,477,0,0,0,0,0,0,2724.0,37.580894,127.088478
543,202001,7호선,사가정,44,0,9819,1507,18459,8552,47458,10299,63670,24746,39502,15640,25621,15541,22788,15980,24681,17587,24279,19020,22510,20709,22139,25157,24265,29753,26838,35764,27189,55360,19654,54472,14371,30286,12005,27912,9581,26505,5244,15949,971,5826,9,32,0,0,0,0,2724.0,37.580894,127.088478
544,202201,7호선,삼산체육관,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2759.0,37.506411,126.742153
545,202101,7호선,삼산체육관,16,0,2412,215,8239,1242,20026,1739,18123,2997,8264,2209,5073,1908,4490,2369,4765,3137,4367,3151,4105,3712,3852,4171,3963,5275,4009,8238,3723,14529,2118,14605,1592,8984,1806,8083,950,4616,270,2166,4,299,0,0,0,0,0,0,2759.0,37.506411,126.742153
546,202001,7호선,삼산체육관,5,0,2464,394,9317,1387,24119,2142,22330,4806,11245,4049,7765,3695,7490,4239,7751,5517,7472,5820,6727,6272,6824,6822,7046,7849,7466,10258,7815,17508,4256,16691,2763,10265,2749,9012,1741,8627,842,6356,180,2263,0,421,0,0,0,0,2759.0,37.506411,126.742153
547,202201,7호선,상도,0,0,4146,1068,9543,4279,27599,6867,40357,15699,24191,12327,15462,9987,13259,9291,14327,9971,14951,11905,13560,11832,13637,13132,15919,15480,16492,20501,15436,35935,8156,26787,7482,16914,7624,21638,5057,12146,1679,4634,3,357,0,0,0,0,0,0,2741.0,37.502834,126.94791
548,202101,7호선,상도,0,0,3606,1197,8359,4114,23655,6891,34710,14054,20294,10712,12163,8327,10990,7712,10921,8197,12376,9690,11254,9615,10872,11355,13227,13017,13911,18475,13650,30489,7575,24046,7021,15233,7486,17926,4026,8397,1413,3647,6,298,0,0,0,0,0,0,2741.0,37.502834,126.94791
549,202001,7호선,상도,2,0,4019,2599,9964,7542,29132,6766,45752,18804,27153,15112,17932,11835,16914,11421,17774,12668,16879,13434,15950,14392,15926,15720,18869,17138,22040,22019,20419,35732,11401,29933,8776,18922,8822,17681,7750,16848,4155,12239,727,4129,1,22,0,2,0,0,2741.0,37.502834,126.94791
550,202201,7호선,상동,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2758.0,37.505781,126.753083
551,202101,7호선,상동,3,0,3379,1569,12629,4333,31194,8927,30448,23161,13612,21757,10091,11725,10640,11728,12103,13104,12371,14202,13014,14549,14328,14418,16547,15302,18405,20517,24291,33155,14302,30799,15372,16816,16875,13740,4947,9268,1508,4469,10,348,0,0,0,0,0,0,2758.0,37.505781,126.753083
552,202001,7호선,상동,18,0,4607,1803,14976,5803,40824,11285,38114,27615,18927,28019,15520,18222,16643,18898,18928,21188,19710,22599,20001,22414,22992,23224,25847,23843,28889,29469,33953,48712,22535,43354,19051,24414,21394,18789,19914,15964,7600,12618,1413,3913,8,384,0,0,0,0,2758.0,37.505781,126.753083
553,202201,7호선,수락산,35,1,7672,666,17434,4180,44876,6757,42019,14318,26377,14056,18237,14731,16586,13128,17769,14195,19111,13308,18006,14056,18208,16900,17738,19569,17069,24618,16991,36971,9455,39593,7268,23098,6880,23966,2806,18036,825,6963,4,844,0,0,0,0,0,0,2713.0,37.67785,127.055315
554,202101,7호선,수락산,18,0,7038,564,17053,4300,42239,6516,39392,13705,22417,12071,14747,13601,13392,11491,14331,11623,15242,11802,15228,12069,15232,14435,14993,16685,14544,21176,15205,36281,8764,38084,6596,22197,5774,21417,2286,14044,607,5008,5,618,0,0,0,0,0,0,2713.0,37.67785,127.055315
555,202001,7호선,수락산,64,0,8096,676,19241,5407,48945,6989,47089,16454,29531,15651,21535,15747,20104,14290,21222,15581,21811,15229,20818,16272,20053,18903,19706,22568,20818,27375,21221,39829,12996,45953,9010,28464,7382,23715,5486,23430,2720,15813,367,6481,2,146,0,1,0,0,2713.0,37.67785,127.055315
556,202201,7호선,신대방삼거리,23,1,9124,620,16689,5005,45771,11175,72567,26907,40424,17498,21619,13404,19706,13080,21205,14133,20273,16113,19058,17981,18802,20330,20413,24994,21301,33218,26759,56940,13618,44783,11760,26603,11752,33030,5664,18410,1677,7748,4,568,0,0,0,0,0,0,2743.0,37.499701,126.928276
557,202101,7호선,신대방삼거리,4,0,8583,952,14814,6499,41247,10043,66240,25321,35010,15990,18562,11627,16611,10729,17093,12057,17328,13918,15873,14957,15979,18138,17236,20534,19150,29269,24631,53759,13028,43614,11322,25558,10307,27689,4472,14316,1551,6279,3,534,0,0,0,0,0,0,2743.0,37.499701,126.928276
