,grid_idx,pp_pop,pp_od,pp_drr,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count
10,10793,61296.66013170365,2125844.8962698067,16.351823449391794,146559896.04553413,"POLYGON ((945835.230213883 1946265.54807064, 945835.230213883 1946365.54807064, 945935.230213883 1946365.54807064, 945935.230213883 1946265.54807064, 945835.230213883 1946265.54807064))",영등포구,서울특별시 영등포구 문래동5가 5-8번지,126.887227518,37.514475691,945847.1832028488,1946308.6418522,NoData,1677.0,1004.33,2796.09,5,0.0,40351.0,32522.0,15.649999999999999,4860000.0,10.5,9.0
11,10794,65982.96482020196,2099772.337954156,17.90828246579474,7307667014.20186,"POLYGON ((945835.230213883 1946365.54807064, 945835.230213883 1946465.54807064, 945935.230213883 1946465.54807064, 945935.230213883 1946365.54807064, 945835.230213883 1946365.54807064))",영등포구,서울특별시 영등포구 문래동5가 6번지,126.88717892,37.515208825,945843.4181860236,1946390.007067444,"유니온빌딩, KT&G",9780.5,5072.05,18522.04,12,1.0,0.0,102042.0,23.275,5942000.0,13.5,9.0
12,10796,63272.56204412784,2010885.0910996909,10.987389619530164,6907321474.538065,"POLYGON ((945835.230213883 1946565.54807064, 945835.230213883 1946665.54807064, 945935.230213883 1946665.54807064, 945935.230213883 1946565.54807064, 945835.230213883 1946565.54807064))",영등포구,서울특별시 영등포구 문래동6가 1-2번지,126.888039569,37.517459858,945921.1011944952,1946639.2519530489,NoData,1990.6,203.09,720.86,5,1.0,0.0,7807.0,19.0,5787000.0,2.0,9.0
13,10797,63272.95405467246,1986227.5622506288,19.850946398227983,15543403403.071648,"POLYGON ((945835.230213883 1946665.54807064, 945835.230213883 1946765.54807064, 945935.230213883 1946765.54807064, 945935.230213883 1946665.54807064, 945835.230213883 1946665.54807064))",영등포구,서울특별시 영등포구 문래동6가 16-2번지,126.887412432,37.518592091,945866.49854791,1946765.2278176143,"문래파라곤, 문래동 현대홈시티1",4457.5,1889.09,27586.03,31,3.0,736037.0,171886.0,46.815,5881000.0,16.5,9.0
14,10798,64095.33151564512,1958984.7518527303,19.682615261130373,16571521518.182545,"POLYGON ((945835.230213883 1946765.54807064, 945835.230213883 1946865.54807064, 945935.230213883 1946865.54807064, 945935.230213883 1946765.54807064, 945835.230213883 1946765.54807064))",영등포구,서울특별시 영등포구 문래동6가 16번지,126.887468675,37.518988023,945871.7547225844,1946809.12199191,문래파라곤,4457.5,1568.2,19728.31,16,5.0,347046.0,94395.0,49.38,5532000.0,16.0,9.0
15,10800,72966.73976649676,2158885.423006609,18.002570873627256,40440392296.51009,"POLYGON ((945835.230213883 1946965.54807064, 945835.230213883 1947065.54807064, 945935.230213883 1947065.54807064, 945935.230213883 1946965.54807064, 945835.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 문래동6가 29번지,126.887115333,37.52100231,945841.9861874816,1947032.7997715108,신일아르디세,3351.3,1634.92,19633.77,17,4.0,0.0,0.0,47.1,5998000.0,16.0,9.0
16,10826,67800.32612080076,2137618.228991755,18.19786895695753,2139520909.7277915,"POLYGON ((945935.230213883 1946365.54807064, 945935.230213883 1946465.54807064, 946035.230213883 1946465.54807064, 946035.230213883 1946365.54807064, 945935.230213883 1946365.54807064))",영등포구,서울특별시 영등포구 문래동4가 28-3번지,126.888408318,37.515630867,945952.3687212232,1946436.1233663424,21세기빌딩,314.0,169.69,443.04,3,0.0,0.0,4653.0,15.9,5420000.0,17.0,6.0
17,10827,71594.32593921496,2114143.2055414547,18.45434941723837,7039572354.407183,"POLYGON ((945935.230213883 1946465.54807064, 945935.230213883 1946565.54807064, 946035.230213883 1946565.54807064, 946035.230213883 1946465.54807064, 945935.230213883 1946465.54807064))",영등포구,서울특별시 영등포구 문래동4가 10-4번지,126.88870478,37.516411252,945979.1305008276,1946522.5325903087,NoData,620.5,355.48,1781.6100000000001,12,0.5,26229.0,5167.0,18.9,5609500.0,12.5,6.0
18,10828,69142.4453337749,2091166.5362622975,20.69765354738708,9169492843.783085,"POLYGON ((945935.230213883 1946565.54807064, 945935.230213883 1946665.54807064, 946035.230213883 1946665.54807064, 946035.230213883 1946565.54807064, 945935.230213883 1946565.54807064))",영등포구,서울특별시 영등포구 문래동3가 77-59번지,126.889134635,37.517382059,946017.817009445,1946629.9916503287,중원빌딩,428.3,248.07,1817.48,7,0.0,334.0,33134.0,21.4,6704000.0,25.0,6.0
19,10830,72978.9348101522,2037214.0454700668,20.525835300092464,17019552032.747478,"POLYGON ((945935.230213883 1946765.54807064, 945935.230213883 1946865.54807064, 946035.230213883 1946865.54807064, 946035.230213883 1946765.54807064, 945935.230213883 1946765.54807064))",영등포구,서울특별시 영등포구 문래동6가 6-1번지,126.888376297,37.519361871,945952.2300327844,1946850.076584824,"(주)푸르밀 본사, 문래 아카데미, 광양림빌딩, 문래동 현대홈시티2",7216.2,3195.9700000000003,22188.24,36,1.0,421422.0,214350.0,29.92,5397500.0,24.0,6.0
20,10831,74257.20529936563,2221695.0935183275,11.543074307275772,38124475573.23698,"POLYGON ((945935.230213883 1946865.54807064, 945935.230213883 1946965.54807064, 946035.230213883 1946965.54807064, 946035.230213883 1946865.54807064, 945935.230213883 1946865.54807064))",영등포구,서울특별시 영등포구 문래동6가 8번지,126.888642803,37.520271629,945976.4367238714,1946950.856295864,"문래임광그대가, EEU동신타워",5841.299999999999,2513.08,33087.520000000004,28,2.5,440670.0,209442.0,42.55,6487000.0,13.5,6.0
21,10834,83030.89208196764,2207839.430154647,19.01644875479957,49662426878.46687,"POLYGON ((945935.230213883 1947165.54807064, 945935.230213883 1947265.54807064, 946035.230213883 1947265.54807064, 946035.230213883 1947165.54807064, 945935.230213883 1947165.54807064))",영등포구,서울특별시 영등포구 양평동1가 171-1번지,126.888771091,37.522908713,945989.67424049,1947243.3531082328,유로빌딩,125.4,73.36,499.7,8,1.0,0.0,291.0,23.1,5790000.0,1.0,6.0
22,10835,85170.47897300006,2181523.111736752,23.104339360152757,54279918874.82561,"POLYGON ((945935.230213883 1947265.54807064, 945935.230213883 1947365.54807064, 946035.230213883 1947365.54807064, 946035.230213883 1947265.54807064, 945935.230213883 1947265.54807064))",영등포구,서울특별시 영등포구 양평동1가 208-1번지,126.888938539,37.523703931,946005.0438026252,1947331.482218795,영일아트빌,1114.55,624.545,3698.866,30,1.0,25773.0,8169.0,22.55,6058750.0,1.5,3.0
23,10836,85177.28564211975,2149147.014451125,24.744836641937503,59239039312.8154,"POLYGON ((945935.230213883 1947365.54807064, 945935.230213883 1947465.54807064, 946035.230213883 1947465.54807064, 946035.230213883 1947365.54807064, 945935.230213883 1947365.54807064))",영등포구,서울특별시 영등포구 양평동1가 219-4번지,126.888470148,37.524715883,945964.3850662464,1947444.0219476093,NoData,450.79999999999995,271.04,1653.52,16,0.5,42197.0,9065.0,19.45,6077500.0,14.5,3.0
24,10837,79919.26382450684,2109773.72758782,25.85150464931035,64539088288.49904,"POLYGON ((945935.230213883 1947465.54807064, 945935.230213883 1947565.54807064, 946035.230213883 1947565.54807064, 946035.230213883 1947465.54807064, 945935.230213883 1947465.54807064))",영등포구,서울특별시 영등포구 양평동1가 222-6번지,126.888481389,37.525067371,945965.6318671808,1947483.011240951,NoData,134.4,70.07,399.8,6,0.0,8278.0,2122.0,15.2,6132000.0,27.0,3.0
25,10862,74011.1908843391,2169953.1547012106,10.717298797393426,9765504779.550276,"POLYGON ((946035.230213883 1946565.54807064, 946035.230213883 1946665.54807064, 946135.230213883 1946665.54807064, 946135.230213883 1946565.54807064, 946035.230213883 1946565.54807064))",영등포구,서울특별시 영등포구 문래동3가 77-9번지,126.889471929,37.5172658,946047.5402756636,1946616.8998518183,메가벤처타워,2639.4,1273.23,16411.42,12,2.0,12658.0,140076.0,36.8,7242000.0,16.0,
26,10863,74091.05248134014,2146389.052192349,20.010333177962497,16717065542.983397,"POLYGON ((946035.230213883 1946665.54807064, 946035.230213883 1946765.54807064, 946135.230213883 1946765.54807064, 946135.230213883 1946665.54807064, 946035.230213883 1946665.54807064))",영등포구,서울특별시 영등포구 문래동3가 77-45번지,126.889353864,37.518481794,946037.9824292568,1946751.875562545,NoData,379.0,207.36,1011.43,5,0.0,7502.0,7605.0,16.4,6390000.0,33.0,4.0
27,10864,71097.72672516096,2116769.074204513,20.148744542413525,17994326855.36284,"POLYGON ((946035.230213883 1946765.54807064, 946035.230213883 1946865.54807064, 946135.230213883 1946865.54807064, 946135.230213883 1946765.54807064, 946035.230213883 1946765.54807064))",영등포구,서울특별시 영등포구 문래동3가 77-44번지,126.889465825,37.519083342,946048.3095021066,1946818.5498719737,NoData,273.8,123.31,441.29,4,0.0,0.0,7599.0,10.1,6390000.0,41.0,4.0
28,10865,72119.90756045097,2312181.411258677,22.766803236461875,39228842249.73032,"POLYGON ((946035.230213883 1946865.54807064, 946035.230213883 1946965.54807064, 946135.230213883 1946965.54807064, 946135.230213883 1946865.54807064, 946035.230213883 1946865.54807064))",영등포구,서울특별시 영등포구 문래동3가 82-29번지,126.890119155,37.520159632,946106.8176763064,1946937.5840010103,우리벤처타운2,5753.9,2509.4900000000002,42152.78,25,3.0,142697.0,623777.0,40.025,6226500.0,14.0,4.0
29,10866,83692.61442749506,2338224.7282781946,22.98874683643074,42924100040.15154,"POLYGON ((946035.230213883 1946965.54807064, 946035.230213883 1947065.54807064, 946135.230213883 1947065.54807064, 946135.230213883 1946965.54807064, 946035.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 양평동1가 5-1번지,126.890251928,37.521266717,946119.3466379782,1947060.3331239568,"GS강서N타워, 동국메뜨리앙",4476.89,2647.27,32061.78,22,3.0,337483.0,273853.0,37.185,6764000.0,11.5,4.0
30,10867,85597.7888793769,2320347.222814485,22.53662413796641,46974547017.90499,"POLYGON ((946035.230213883 1947065.54807064, 946035.230213883 1947165.54807064, 946135.230213883 1947165.54807064, 946135.230213883 1947065.54807064, 946035.230213883 1947065.54807064))",영등포구,서울특별시 영등포구 양평동1가 13-1번지,126.889519537,37.52152414,946054.8132945424,1947089.312589252,한특빌딩,456.5,272.03,2170.01,9,1.0,49905.0,19546.0,30.4,7614000.0,25.0,2.0
31,10868,87428.40958373285,2299852.037924739,20.22957559461587,51377838914.970215,"POLYGON ((946035.230213883 1947165.54807064, 946035.230213883 1947265.54807064, 946135.230213883 1947265.54807064, 946135.230213883 1947165.54807064, 946035.230213883 1947165.54807064))",영등포구,서울특별시 영등포구 양평동1가 164-10번지,126.889439851,37.522859229,946048.7331640604,1947237.479341127,성은교회,1256.6499999999999,663.59,5986.56,45,1.25,25726.0,9463.0,28.7875,6308250.0,1.75,2.0
32,10869,88780.19645716515,2274914.215594184,34.89032343330808,56140376494.64769,"POLYGON ((946035.230213883 1947265.54807064, 946035.230213883 1947365.54807064, 946135.230213883 1947365.54807064, 946135.230213883 1947265.54807064, 946035.230213883 1947265.54807064))",영등포구,서울특별시 영등포구 양평동1가 147번지,126.889432563,37.523626769,946048.6418926156,1947322.6380329009,어반 HILL,332.56,192.12,1107.19,11,1.0,36310.0,5978.0,31.3,6060000.0,2.0,4.0
33,10870,81277.23511914299,2243225.9206004087,24.41416214762249,60783055487.81325,"POLYGON ((946035.230213883 1947365.54807064, 946035.230213883 1947465.54807064, 946135.230213883 1947465.54807064, 946135.230213883 1947365.54807064, 946035.230213883 1947365.54807064))",영등포구,서울특별시 영등포구 양평동1가 120-29번지,126.889740695,37.524119101,946076.2238909946,1947377.082986113,신현빌,1089.93,495.78,3234.91,22,0.6666666666666666,72601.0,10100.0,20.933333333333334,5838000.0,9.333333333333334,4.0
34,10895,79265.68694147635,2314601.7074676477,16.93279544675974,2773732042.350784,"POLYGON ((946135.230213883 1946165.54807064, 946135.230213883 1946265.54807064, 946235.230213883 1946265.54807064, 946235.230213883 1946165.54807064, 946135.230213883 1946165.54807064))",영등포구,서울특별시 영등포구 문래동4가 34-16번지,126.890738565,37.513867007,946157.0322885896,1946239.0965663528,NoData,182.33,108.4,547.84,5,0.0,0.0,0.0,13.3,5047000.0,27.0,4.0
35,10898,78190.66612584883,2257949.9370660465,9.53023907079799,2851670069.4143944,"POLYGON ((946135.230213883 1946465.54807064, 946135.230213883 1946565.54807064, 946235.230213883 1946565.54807064, 946235.230213883 1946465.54807064, 946135.230213883 1946465.54807064))",영등포구,서울특별시 영등포구 문래동4가 7-2번지,126.890787788,37.516059019,946162.9571034014,1946482.260205408,NoData,165.8,98.01,508.25,5,0.0,0.0,9187.0,13.75,6104000.0,21.0,4.0
36,10899,76519.46779531873,2246000.451472954,9.699817688205886,5307183306.172523,"POLYGON ((946135.230213883 1946565.54807064, 946135.230213883 1946665.54807064, 946235.230213883 1946665.54807064, 946235.230213883 1946565.54807064, 946135.230213883 1946565.54807064))",영등포구,서울특별시 영등포구 문래동3가 77-10번지,126.891236462,37.517387319,946203.5611008608,1946629.37124644,문래역 이안,3695.9,1323.15,19729.72,15,0.0,307514.0,59847.0,43.5,4705000.0,17.0,3.0
37,10902,74475.94560810954,2401546.0431790003,22.195104310567466,40025107344.30059,"POLYGON ((946135.230213883 1946865.54807064, 946135.230213883 1946965.54807064, 946235.230213883 1946965.54807064, 946235.230213883 1946865.54807064, 946135.230213883 1946865.54807064))",영등포구,서울특별시 영등포구 문래동3가 84-6번지,126.890643849,37.520346243,946153.3177392384,1946957.987027421,"문래동대동오피스텔, 아라비즈타워, 태양프라자",5584.7,3254.0699999999997,30094.22,83,1.0,409513.0,277339.0,27.438888888888886,4948111.111111111,11.555555555555555,3.0
38,10903,81253.82843433236,2427532.672123771,23.080871556095985,43828702952.92451,"POLYGON ((946135.230213883 1946965.54807064, 946135.230213883 1947065.54807064, 946235.230213883 1947065.54807064, 946235.230213883 1946965.54807064, 946135.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 문래동3가 84-5번지,126.89069697,37.520541666,946158.1523327562,1946979.6377607388,하스오토메이션코리아사옥,1690.1,957.42,6361.39,29,0.75,80391.0,54146.0,24.0375,5428000.0,18.0,3.0
39,10904,87034.34649391228,2410977.936369583,23.413628861459284,47985649133.53439,"POLYGON ((946135.230213883 1947065.54807064, 946135.230213883 1947165.54807064, 946235.230213883 1947165.54807064, 946235.230213883 1947065.54807064, 946135.230213883 1947065.54807064))",영등포구,서울특별시 영등포구 양평동1가 9-30번지,126.890533799,37.521686507,946144.5562822304,1947106.7451795288,"양남신현빌, 노바루스관광호텔, 금산플레이버, 동신빌딩, 선암빌딩",3008.98,1763.97,13460.92,52,0.7142857142857143,99273.0,151901.0,23.62142857142857,6813857.142857143,10.428571428571429,1.0
40,10905,88552.39668025706,2393661.7306715394,21.63607680668136,52504524887.50263,"POLYGON ((946135.230213883 1947165.54807064, 946135.230213883 1947265.54807064, 946235.230213883 1947265.54807064, 946235.230213883 1947165.54807064, 946135.230213883 1947165.54807064))",영등포구,서울특별시 영등포구 양평동1가 31-10번지,126.890436608,37.52297468,946136.8940279004,1947249.716793709,MK빌딩,1392.5,752.0600000000001,4496.77,35,0.6,37525.0,34685.0,23.839999999999996,7478800.0,15.8,9.0
41,10906,89683.59588241127,2372540.675342581,21.19892136189292,57399568385.64813,"POLYGON ((946135.230213883 1947265.54807064, 946135.230213883 1947365.54807064, 946235.230213883 1947365.54807064, 946235.230213883 1947265.54807064, 946135.230213883 1947265.54807064))",영등포구,서울특별시 영등포구 양평동1가 100번지,126.890817898,37.523779147,946171.1644552904,1947338.7498926767,신목빌딩,1157.78,699.7900000000001,2074.2599999999998,19,0.0,69597.0,14564.0,12.725,4702000.0,22.25,9.0
42,10907,85650.02947426075,2343455.316773999,31.725387140824346,62689356784.46613,"POLYGON ((946135.230213883 1947365.54807064, 946135.230213883 1947465.54807064, 946235.230213883 1947465.54807064, 946235.230213883 1947365.54807064, 946135.230213883 1947365.54807064))",영등포구,서울특별시 영등포구 양평동1가 89-16번지,126.891302025,37.524233756,946214.269913503,1947388.9094260975,NoData,709.21,413.11,2605.17,7,1.0,2165.0,88212.0,21.7,5086000.0,13.0,9.0
43,10934,81813.86388811347,2441173.3133269707,7.602250345949045,2864880433.6622376,"POLYGON ((946235.230213883 1945865.54807064, 946235.230213883 1945965.54807064, 946335.230213883 1945965.54807064, 946335.230213883 1945865.54807064, 946235.230213883 1945865.54807064))",영등포구,서울특별시 영등포구 문래동1가 96-4번지,126.892555401,37.510983594,946315.5299179064,1945918.1595478223,한양빌딩,498.1,298.32,2317.8,8,0.0,0.0,25035.0,24.7,5600000.0,24.0,9.0
44,10935,80967.85096686943,2291853.0876181843,8.142197183904727,3693254334.390121,"POLYGON ((946235.230213883 1945965.54807064, 946235.230213883 1946065.54807064, 946335.230213883 1946065.54807064, 946335.230213883 1945965.54807064, 946235.230213883 1945965.54807064))",영등포구,서울특별시 영등포구 문래동2가 34-6번지,126.891821288,37.511725516,946251.1822129756,1946000.8908134757,운수회관빌딩,541.6,265.2,1472.22,5,0.0,0.0,13352.0,16.7,3791000.0,33.0,9.0
45,10937,87014.9625720944,2335299.5500308,8.262748353918495,3527693061.717354,"POLYGON ((946235.230213883 1946165.54807064, 946235.230213883 1946265.54807064, 946335.230213883 1946265.54807064, 946335.230213883 1946165.54807064, 946235.230213883 1946165.54807064))",영등포구,서울특별시 영등포구 문래동2가 56-9번지,126.891671729,37.513487934,946239.228761866,1946196.5068646125,영문교회교육관,553.4,304.47,1935.33,15,0.5,42457.0,9948.0,22.4,5727000.0,14.5,9.0
46,10943,78594.51701838296,2507158.230908392,16.636816167911867,14213825065.32145,"POLYGON ((946235.230213883 1946765.54807064, 946235.230213883 1946865.54807064, 946335.230213883 1946865.54807064, 946335.230213883 1946765.54807064, 946235.230213883 1946765.54807064))",영등포구,서울특별시 영등포구 문래동3가 77-60번지,126.89270448,37.518848211,946334.3374036056,1946790.6108864904,대소빌딩,2687.3,1263.55,7176.09,13,1.5,45641.0,60505.0,29.45,5781500.0,21.0,9.0
47,10944,79305.30393660476,2484948.80131373,28.74686556894875,35616011439.486824,"POLYGON ((946235.230213883 1946865.54807064, 946235.230213883 1946965.54807064, 946335.230213883 1946965.54807064, 946335.230213883 1946865.54807064, 946235.230213883 1946865.54807064))",영등포구,서울특별시 영등포구 문래동3가 82-20번지,126.891948965,37.519643545,946268.1435175176,1946879.2801875912,"문래비즈타워, 창대빌딩, 썬샤인",2111.8,1255.85,8542.65,30,1.0,37707.0,81983.0,23.5125,5502000.0,6.75,9.0
48,10945,77642.16209512907,2510101.1525221905,22.286512080367416,44622572699.0938,"POLYGON ((946235.230213883 1946965.54807064, 946235.230213883 1947065.54807064, 946335.230213883 1947065.54807064, 946335.230213883 1946965.54807064, 946235.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 문래동3가 82-9번지,126.891816365,37.520522964,946257.056670113,1946976.9227671972,3E 타워,400.7,231.57,1653.34,9,1.0,0.0,23007.0,33.19,6335000.0,4.0,9.0
49,10946,84491.5688974986,2496346.0348496432,14.294765416616867,48871061982.10388,"POLYGON ((946235.230213883 1947065.54807064, 946235.230213883 1947165.54807064, 946335.230213883 1947165.54807064, 946335.230213883 1947065.54807064, 946235.230213883 1947065.54807064))",영등포구,서울특별시 영등포구 당산동2가 32-4번지,126.892356092,37.522182511,946305.9401347636,1947160.7324500275,창덕빌딩,254.5,152.58,1063.46,8,0.0,9468.0,12934.0,22.65,9105000.0,27.0,8.0
50,10947,85642.38295581778,2485290.817365511,21.80662115550432,53481569696.56153,"POLYGON ((946235.230213883 1947165.54807064, 946235.230213883 1947265.54807064, 946335.230213883 1947265.54807064, 946335.230213883 1947165.54807064, 946235.230213883 1947165.54807064))",영등포구,서울특별시 영등포구 당산동2가 51번지,126.892038847,37.522860317,946278.3927284305,1947236.1125629037,NoData,826.3900000000001,452.71000000000004,3206.62,36,0.6,62248.0,17039.0,21.43,5500400.0,13.6,8.0
51,10948,86035.58372487356,2471933.7736646137,21.42516425754455,58477036278.9805,"POLYGON ((946235.230213883 1947265.54807064, 946235.230213883 1947365.54807064, 946335.230213883 1947365.54807064, 946335.230213883 1947265.54807064, 946235.230213883 1947265.54807064))",영등포구,서울특별시 영등포구 양평동1가 89-13번지,126.891608021,37.523782423,946240.9847107846,1947338.661483337,당산주차빌딩,1966.05,1468.69,15275.73,36,0.5,32744.0,84220.0,15.61,5279333.333333333,26.833333333333332,8.0
52,10949,87094.35683627448,2448745.3610314736,32.1792680941233,63884508002.2142,"POLYGON ((946235.230213883 1947365.54807064, 946235.230213883 1947465.54807064, 946335.230213883 1947465.54807064, 946335.230213883 1947365.54807064, 946235.230213883 1947365.54807064))",영등포구,서울특별시 영등포구 당산동2가 163-2번지,126.89245844,37.524303954,946316.5042804596,1947396.0369026652,차인빌딩,1083.48,532.95,2379.8199999999997,24,0.2,58611.0,20521.0,14.05,5456000.0,20.2,8.0
53,10950,85044.98910111039,2409171.281100135,21.33703491196213,69734222416.62352,"POLYGON ((946235.230213883 1947465.54807064, 946235.230213883 1947565.54807064, 946335.230213883 1947565.54807064, 946335.230213883 1947465.54807064, 946235.230213883 1947465.54807064))",영등포구,서울특별시 영등포구 당산동3가 552-3번지,126.892308181,37.524976364,946303.7089447828,1947470.723017085,신일빌딩,994.0,584.285,2709.5,5,2.0,7916.0,42020.0,21.4,5784000.0,4.0,8.0
54,10979,94468.36961085549,2708758.064935544,8.067963640792062,3598782291.984308,"POLYGON ((946335.230213883 1945665.54807064, 946335.230213883 1945765.54807064, 946435.230213883 1945765.54807064, 946435.230213883 1945665.54807064, 946335.230213883 1945665.54807064))",영등포구,서울특별시 영등포구 도림동 820번지,126.893620517,37.509360745,946408.5028890969,1945737.5062674563,쌍용플래티넘시티1단지,0.0,773.97,11779.27,16,2.0,1426145.0,268554.0,51.95,4636000.0,15.0,8.0
55,10983,82745.4559509018,2218097.808218497,7.625973470484258,2850622578.018508,"POLYGON ((946335.230213883 1946065.54807064, 946335.230213883 1946165.54807064, 946435.230213883 1946165.54807064, 946435.230213883 1946065.54807064, 946335.230213883 1946065.54807064))",영등포구,서울특별시 영등포구 문래동2가 39-5번지,126.893555566,37.512811109,946405.229741228,1946120.3420788583,NoData,210.6,126.23,238.42,2,0.0,0.0,0.0,10.05,4370000.0,0.0,8.0
