,grid_idx,pp_pop,pp_od,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count
1025,25715,62186.75476695125,8240635.989959177,6602689584636.821,"POLYGON ((955935.230213883 1952365.54807064, 955935.230213883 1952465.54807064, 956035.230213883 1952465.54807064, 956035.230213883 1952365.54807064, 955935.230213883 1952365.54807064))",종로구,서울특별시 종로구 종로5가 138-19번지,127.001687907,37.570467394,955995.4385563796,1952460.887088674,동서약국,146.8,127.93,588.29,5,0.0,1325.0,8508.0,15.1,29200000.0,,7
1026,25716,62196.57897695462,8225095.264637017,6433493781240.998,"POLYGON ((955935.230213883 1952465.54807064, 955935.230213883 1952565.54807064, 956035.230213883 1952565.54807064, 956035.230213883 1952465.54807064, 955935.230213883 1952465.54807064))",종로구,서울특별시 종로구 종로5가 138-4번지,127.001207253,37.570667853,955953.1111098486,1952483.352227028,"제이플라츠, 엠에스빌딩",1696.6399999999999,1046.67,12687.2036,30,1.3333333333333333,9305.0,24560.0,31.616666666666664,27240000.0,25.333333333333332,7
1027,25717,63011.91472760543,8002171.015945007,6235905093105.06,"POLYGON ((955935.230213883 1952565.54807064, 955935.230213883 1952665.54807064, 956035.230213883 1952665.54807064, 956035.230213883 1952565.54807064, 955935.230213883 1952565.54807064))",종로구,서울특별시 종로구 효제동 331번지,127.001675574,37.571481131,955994.945916012,1952573.3619825384,"연지드림빌, 두산아트센터",5097.78,2123.49,31967.87,29,1.6666666666666667,37110.0,230780.0,25.726666666666663,14476666.666666666,24.0,7
1028,25718,64305.165386992936,7714335.89248775,5919918894985.822,"POLYGON ((955935.230213883 1952665.54807064, 955935.230213883 1952765.54807064, 956035.230213883 1952765.54807064, 956035.230213883 1952665.54807064, 955935.230213883 1952665.54807064))",종로구,서울특별시 종로구 효제동 308번지,127.001768435,37.572525245,956003.760389182,1952689.157813667,"SKY308빌딩, 삼양사 사옥",5351.5,2067.96,19910.63,26,3.0,130402.0,276106.0,41.845,15175000.0,33.0,7
1029,25719,65002.85864001955,7511874.401906625,5652778094575.002,"POLYGON ((955935.230213883 1952765.54807064, 955935.230213883 1952865.54807064, 956035.230213883 1952865.54807064, 956035.230213883 1952765.54807064, 955935.230213883 1952765.54807064))",종로구,서울특별시 종로구 효제동 64-2번지,127.001658962,37.574053118,955994.992377798,1952858.7191157883,"고운빌딩, 서울보증보험",9153.529999999999,2643.16,51343.15,31,4.5,786407.0,649250.0,48.635,11270000.0,25.5,7
1030,25720,63975.519182529126,7261836.455272041,5366580298107.503,"POLYGON ((955935.230213883 1952865.54807064, 955935.230213883 1952965.54807064, 956035.230213883 1952965.54807064, 956035.230213883 1952865.54807064, 955935.230213883 1952865.54807064))",종로구,서울특별시 종로구 효제동 54-2번지,127.00118537,37.574394749,955953.3737315622,1952896.843323512,"해와가, 반도 보라 아이비 타워",2057.52,1206.08,11142.59,34,1.0,171709.0,46122.0,21.13,7718500.0,18.0,7
1031,25721,63266.65162165503,7012702.87695873,5062257800348.708,"POLYGON ((955935.230213883 1952965.54807064, 955935.230213883 1953065.54807064, 956035.230213883 1953065.54807064, 956035.230213883 1952965.54807064, 955935.230213883 1952965.54807064))",종로구,서울특별시 종로구 연건동 198-7번지,127.001348599,37.575861985,955968.6513069514,1953059.549525352,"제일빌딩, 현송빌딩, 해&달, 계림빌딩, 정림빌딩",2459.97,1160.345,9621.76,86,0.45454545454545453,134318.0,74741.0,21.23818181818182,8394818.181818182,21.636363636363637,4
1032,25724,62376.04699653048,6347552.158448288,4207880912300.315,"POLYGON ((955935.230213883 1953265.54807064, 955935.230213883 1953365.54807064, 956035.230213883 1953365.54807064, 956035.230213883 1953265.54807064, 955935.230213883 1953265.54807064))",종로구,서울특별시 종로구 연건동 138-2번지,127.001897856,37.578141616,956018.4923596652,1953312.206323759,연화빌딩,665.8199999999999,374.16999999999996,1649.34,29,0.0,45771.0,12982.0,13.248333333333333,7745000.0,25.333333333333332,4
1033,25725,62829.19390686064,6116300.954030229,3939606658290.693,"POLYGON ((955935.230213883 1953365.54807064, 955935.230213883 1953465.54807064, 956035.230213883 1953465.54807064, 956035.230213883 1953365.54807064, 955935.230213883 1953365.54807064))",종로구,서울특별시 종로구 연건동 86번지,127.001717529,37.578679235,956002.886061676,1953371.937007992,연건119안전센터,513.2,306.32,958.39,9,0.0,35795.0,7092.0,14.9,9400000.0,23.0,4
1034,25726,63153.36785037533,5935215.739752632,3690858929304.901,"POLYGON ((955935.230213883 1953465.54807064, 955935.230213883 1953565.54807064, 956035.230213883 1953565.54807064, 956035.230213883 1953465.54807064, 955935.230213883 1953465.54807064))",종로구,서울특별시 종로구 연건동 44-1번지,127.001565272,37.579603021,955989.9858126248,1953474.497963284,대한성공회 대학로교회,471.0,266.56,1343.93,10,0.5,2651.0,16657.0,17.875,8905000.0,19.0,4
1035,25728,63518.007497120845,5689316.09354122,3204295500673.394,"POLYGON ((955935.230213883 1953665.54807064, 955935.230213883 1953765.54807064, 956035.230213883 1953765.54807064, 956035.230213883 1953665.54807064, 955935.230213883 1953665.54807064))",종로구,서울특별시 종로구 명륜4가 110-1번지,127.000981366,37.582020767,955939.8535008891,1953743.0091028544,NoData,850.77,419.53000000000003,1771.25,10,0.0,52682.0,13073.0,14.025,10113000.0,26.5,3
1036,25729,64733.79768737782,5502140.275086055,2858355873464.255,"POLYGON ((955935.230213883 1953765.54807064, 955935.230213883 1953865.54807064, 956035.230213883 1953865.54807064, 956035.230213883 1953765.54807064, 955935.230213883 1953765.54807064))",종로구,서울특별시 종로구 명륜4가 28-1번지,127.001349905,37.582682336,955972.7829525984,1953816.2342716437,명륜192,449.28,228.07999999999998,1121.58,10,0.5,12461.0,4470.0,13.75,9588000.0,13.0,3
1037,25730,65630.86957119721,5004720.325455179,2649480401515.9746,"POLYGON ((955935.230213883 1953865.54807064, 955935.230213883 1953965.54807064, 956035.230213883 1953965.54807064, 956035.230213883 1953865.54807064, 955935.230213883 1953865.54807064))",종로구,서울특별시 종로구 명륜4가 16-1번지,127.001004518,37.583149585,955942.5629292618,1953868.2352799668,"옥산, 정화빌딩",1967.58,1075.49,6119.49,33,0.5,14465.0,132694.0,16.183333333333334,22875000.0,29.166666666666668,3
1038,25731,66679.20263056118,4734506.558022124,2444809731267.081,"POLYGON ((955935.230213883 1953965.54807064, 955935.230213883 1954065.54807064, 956035.230213883 1954065.54807064, 956035.230213883 1953965.54807064, 955935.230213883 1953965.54807064))",종로구,서울특별시 종로구 혜화동 90-18번지,127.002028664,37.584257304,956033.6391644054,1953990.651662288,혜화동씨티밸리,1874.8,840.08,10645.68,10,2.0,23158.0,0.0,26.0,28650000.0,27.0,3
1039,25733,71522.55522321853,4088628.631761389,2054493051079.424,"POLYGON ((955935.230213883 1954165.54807064, 955935.230213883 1954265.54807064, 956035.230213883 1954265.54807064, 956035.230213883 1954165.54807064, 955935.230213883 1954165.54807064))",종로구,서울특별시 종로구 혜화동 87-5번지,127.001588383,37.586416953,955996.0374124584,1954230.460807057,"혜성빌, 대학서림빌딩",673.5799999999999,364.73,1507.9,19,0.25,36744.0,8437.0,13.775,5892500.0,26.5,3
1040,25734,71676.68826514906,3840005.396551988,1884027272840.317,"POLYGON ((955935.230213883 1954265.54807064, 955935.230213883 1954365.54807064, 956035.230213883 1954365.54807064, 956035.230213883 1954265.54807064, 955935.230213883 1954265.54807064))",종로구,서울특별시 종로구 혜화동 80-1번지,127.001247294,37.586733852,955966.1096978796,1954265.7791254013,NoData,663.5,347.78000000000003,1581.71,16,0.0,40729.0,9611.0,13.596666666666666,5857666.666666667,16.333333333333332,3
1041,25737,65552.46375649287,8096272.636018325,6034110001637.099,"POLYGON ((956035.230213883 1952465.54807064, 956035.230213883 1952565.54807064, 956135.230213883 1952565.54807064, 956135.230213883 1952465.54807064, 956035.230213883 1952465.54807064))",종로구,서울특별시 종로구 종로5가 193-8번지,127.003021307,37.570540288,956113.2309580868,1952468.3507112812,NoData,476.1,433.53999999999996,1703.25,16,0.0,0.0,17541.0,13.375,24247500.0,56.0,9
1042,25738,66828.91615112513,7913990.981155207,5757306681013.765,"POLYGON ((956035.230213883 1952565.54807064, 956035.230213883 1952665.54807064, 956135.230213883 1952665.54807064, 956135.230213883 1952565.54807064, 956035.230213883 1952565.54807064))",종로구,서울특별시 종로구 효제동 245-12번지,127.0027129,37.571602948,956086.6201843732,1952586.391679685,"삼손빌딩, 스타호스텔동대문스위트",274.8,137.10999999999999,644.75,10,0.5,2109.0,13316.0,15.425,9666000.0,28.5,9
1043,25741,67417.51150197213,7161544.390644831,5016827235536.201,"POLYGON ((956035.230213883 1952865.54807064, 956035.230213883 1952965.54807064, 956135.230213883 1952965.54807064, 956135.230213883 1952865.54807064, 956035.230213883 1952865.54807064))",종로구,서울특별시 종로구 효제동 105-2번지,127.003065769,37.574347901,956119.3914336028,1952890.7659023835,"대경빌딩, 영빌딩, 세한빌딩, 대건빌딩, 정화빌딩",1402.17,824.3,4982.299999999999,58,0.1111111111111111,40466.0,35967.0,17.644444444444446,6874222.222222222,22.22222222222222,9
1044,25742,66956.78489168602,6920682.068331711,4747436141139.858,"POLYGON ((956035.230213883 1952965.54807064, 956035.230213883 1953065.54807064, 956135.230213883 1953065.54807064, 956135.230213883 1952965.54807064, 956035.230213883 1952965.54807064))",종로구,서울특별시 종로구 충신동 85번지,127.003152593,37.575273687,956127.6014169595,1952993.436805686,"충신빌딩, 오양빌딩, 정림빌딩, 도하빌딩, 청도빌딩, 우일빌딩",2075.4700000000003,1130.31,15175.06,63,0.8333333333333334,255711.0,144495.0,31.125,10599833.333333334,21.0,9
1045,25743,65688.82856039329,6695553.869898631,4489937879306.956,"POLYGON ((956035.230213883 1953065.54807064, 956035.230213883 1953165.54807064, 956135.230213883 1953165.54807064, 956135.230213883 1953065.54807064, 956035.230213883 1953065.54807064))",종로구,서울특별시 종로구 이화동 192-2번지,127.00295298,37.576329783,956110.5950225444,1953110.6987637533,"JJ빌딩, 이화빌딩",576.2,317.77,1770.56,17,0.6666666666666666,6197.0,21204.0,17.933333333333334,10936666.666666666,10.0,9
1046,25749,65145.30537142503,5627823.231736875,2917918132508.9565,"POLYGON ((956035.230213883 1953665.54807064, 956035.230213883 1953765.54807064, 956135.230213883 1953765.54807064, 956135.230213883 1953665.54807064, 956035.230213883 1953665.54807064))",종로구,서울특별시 종로구 동숭동 1-115번지,127.002343804,37.581523439,956059.8565300253,1953687.194774975,"공공일호, 바탕골소극장, 흥사단 본부",2559.3,1294.48,7792.8099999999995,28,0.5,13515.0,138669.0,19.555,28840000.0,40.0,9
1047,25750,66271.17730250287,5339281.78287279,2711879194671.895,"POLYGON ((956035.230213883 1953765.54807064, 956035.230213883 1953865.54807064, 956135.230213883 1953865.54807064, 956135.230213883 1953765.54807064, 956035.230213883 1953765.54807064))",종로구,서울특별시 종로구 동숭동 1-66번지,127.003097567,37.582477108,956126.9695014686,1953792.6475380373,"해안빌딩, 비젼21, 보생빌딩, 형원빌딩, 두호랑, 동덕빌딩",6004.78,3270.09,21719.72,99,0.5714285714285714,124680.0,291401.0,19.457142857142856,22416428.57142857,28.142857142857142,9
1048,25751,66877.79718196292,5088764.453852235,2514548215742.9663,"POLYGON ((956035.230213883 1953865.54807064, 956035.230213883 1953965.54807064, 956135.230213883 1953965.54807064, 956135.230213883 1953865.54807064, 956035.230213883 1953865.54807064))",종로구,서울특별시 종로구 혜화동 203-1번지,127.002449478,37.583763136,956070.5030804714,1953935.6291645125,"중원빌딩, 우성빌딩, 로얄케스트",4567.51,2323.43,19203.74,69,0.6363636363636364,108245.0,227659.0,16.80636363636364,18106363.636363637,25.90909090909091,9
1049,25752,69225.49936824762,4788449.808450965,2288023900073.829,"POLYGON ((956035.230213883 1953965.54807064, 956035.230213883 1954065.54807064, 956135.230213883 1954065.54807064, 956135.230213883 1953965.54807064, 956035.230213883 1953965.54807064))",종로구,서울특별시 종로구 혜화동 163-29번지,127.002480831,37.584279775,956073.5748807222,1953992.9331748327,NoData,156.1,93.34,296.66,4,0.0,2959.0,5801.0,10.975,5395000.0,18.0,9
1050,25755,76901.29049615636,3904240.528502841,1797195189765.9458,"POLYGON ((956035.230213883 1954265.54807064, 956035.230213883 1954365.54807064, 956135.230213883 1954365.54807064, 956135.230213883 1954265.54807064, 956035.230213883 1954265.54807064))",종로구,서울특별시 종로구 혜화동 62-1번지,127.00212948,37.586952133,956044.1250239878,1954289.5831930256,재능교육,2147.44,1125.55,8278.33,48,0.8571428571428571,27455.0,96628.0,20.360000000000003,6797000.0,17.0,5
1051,25757,70386.78229323079,7904477.322428321,5584836922524.713,"POLYGON ((956135.230213883 1952465.54807064, 956135.230213883 1952565.54807064, 956235.230213883 1952565.54807064, 956235.230213883 1952465.54807064, 956135.230213883 1952465.54807064))",종로구,서울특별시 종로구 종로5가 231-17번지,127.004179843,37.570521287,956215.5275025114,1952465.7021753967,메디칼라움빌딩,732.9,839.5,2836.07,19,0.2,0.0,47342.0,14.169999999999998,22922000.0,44.0,5
1052,25758,71802.55537057092,7754434.2531416705,5388938686553.246,"POLYGON ((956135.230213883 1952565.54807064, 956135.230213883 1952665.54807064, 956235.230213883 1952665.54807064, 956235.230213883 1952565.54807064, 956135.230213883 1952565.54807064))",종로구,서울특별시 종로구 종로5가 48-1번지,127.00350337,37.571457383,956156.338459932,1952569.872828879,"백룡빌딩, 대신장여관, 청원NEST, BS타워, 유토피아",2171.6800000000003,1258.51,10275.51,51,0.7142857142857143,169243.0,48256.0,20.085714285714285,10015142.857142856,19.571428571428573,5
1053,25759,71831.24781052502,7553083.148927213,5176406273833.286,"POLYGON ((956135.230213883 1952665.54807064, 956135.230213883 1952765.54807064, 956235.230213883 1952765.54807064, 956235.230213883 1952665.54807064, 956135.230213883 1952665.54807064))",종로구,서울특별시 종로구 효제동 268-2번지,127.003693829,37.572942937,956174.0278032864,1952734.598883928,"정용빌딩, 정주빌딩, 대창빌딩, 군호빌딩",2230.05,1187.52,6926.86,55,0.2222222222222222,10693.0,51034.0,16.97222222222222,8693333.333333334,33.375,5
1054,25760,71735.44200861528,7308277.686727889,4948058043695.129,"POLYGON ((956135.230213883 1952765.54807064, 956135.230213883 1952865.54807064, 956235.230213883 1952865.54807064, 956235.230213883 1952765.54807064, 956135.230213883 1952765.54807064))",종로구,서울특별시 종로구 충신동 206-1번지,127.004344421,37.573837698,956232.0019162882,1952833.564973197,"에스앤씨 빌딩, 영현빌딩, 동우빌딩",1066.99,634.78,4115.3099999999995,45,0.5714285714285714,7099.0,33786.0,20.142857142857142,8298571.428571428,13.166666666666666,5
1055,25761,71692.73177927127,7076124.029223607,4707913046248.634,"POLYGON ((956135.230213883 1952865.54807064, 956135.230213883 1952965.54807064, 956235.230213883 1952965.54807064, 956235.230213883 1952865.54807064, 956135.230213883 1952865.54807064))",종로구,서울특별시 종로구 충신동 195번지,127.003930149,37.574166347,956195.6126240428,1952870.2200326475,"충신빌딩, 예진건물, 부전빌딩, 성현빌딩",2559.24,1638.492,9717.92,104,0.35294117647058826,45715.0,34451.0,16.570588235294117,7407882.352941177,19.176470588235293,10
1056,25762,71485.4008867605,6822454.737705357,4461559365718.487,"POLYGON ((956135.230213883 1952965.54807064, 956135.230213883 1953065.54807064, 956235.230213883 1953065.54807064, 956235.230213883 1952965.54807064, 956135.230213883 1952965.54807064))",종로구,서울특별시 종로구 충신동 91-4번지,127.0034254,37.575097608,956151.5876084474,1952973.774344127,"ES dreamtower, 스위스모텔, 서안빌딩, 동원빌딩, 현금빌딩, 석광빌딩, glue hotel",2231.77,1340.8000000000002,10041.65,90,0.7272727272727273,22038.0,59189.0,22.231818181818184,7601454.545454546,19.545454545454547,10
1057,25763,70507.92444205625,6543027.648584037,4213702037374.096,"POLYGON ((956135.230213883 1953065.54807064, 956135.230213883 1953165.54807064, 956235.230213883 1953165.54807064, 956235.230213883 1953065.54807064, 956135.230213883 1953065.54807064))",종로구,서울특별시 종로구 이화동 135번지,127.003602192,37.576718329,956168.1487703084,1953153.502984804,삼영빌딩,986.05,501.82,3061.15,27,0.5,35139.0,27963.0,19.1125,8671750.0,23.75,10
1058,25764,70329.89303404317,6341005.378550531,3979017222953.856,"POLYGON ((956135.230213883 1953165.54807064, 956135.230213883 1953265.54807064, 956235.230213883 1953265.54807064, 956235.230213883 1953165.54807064, 956135.230213883 1953165.54807064))",종로구,서울특별시 종로구 이화동 149-1번지,127.004346236,37.576997223,956234.011404701,1953184.0980625143,이화동주민센터,502.5,300.98,1613.84,6,1.0,36132.0,10520.0,24.4,6934000.0,19.0,10
1059,25767,68692.13565387158,5828268.937920371,3192783403867.1245,"POLYGON ((956135.230213883 1953465.54807064, 956135.230213883 1953565.54807064, 956235.230213883 1953565.54807064, 956235.230213883 1953465.54807064, 956135.230213883 1953465.54807064))",종로구,서울특별시 종로구 동숭동 187-12번지,127.004279475,37.579674252,956229.6835382092,1953481.1326611063,우현재,1563.0,886.3800000000001,5057.4800000000005,25,0.75,17251.0,67289.0,15.875,11770000.0,18.75,10
1060,25768,67272.54228948787,5651859.381018616,2988734075528.488,"POLYGON ((956135.230213883 1953565.54807064, 956135.230213883 1953665.54807064, 956235.230213883 1953665.54807064, 956235.230213883 1953565.54807064, 956135.230213883 1953565.54807064))",종로구,서울특별시 종로구 동숭동 128-16번지,127.004330856,37.581115346,956235.063892872,1953640.991229194,"대학빌딩, 예일디자인학원, 태원빌딩, 191빌딩",2476.98,1258.33,7171.73,44,0.5714285714285714,68250.0,107269.0,16.49285714285714,13905714.285714285,23.285714285714285,10
1061,25769,67114.68443220879,5409551.357620995,2760905535105.588,"POLYGON ((956135.230213883 1953665.54807064, 956135.230213883 1953765.54807064, 956235.230213883 1953765.54807064, 956235.230213883 1953665.54807064, 956135.230213883 1953665.54807064))",종로구,서울특별시 종로구 동숭동 50-58번지,127.00425844,37.581881526,956229.1184799146,1953726.029000777,"계우빌딩, 삼광빌딩",4009.5,2216.65,12642.03,68,0.45454545454545453,126268.0,164222.0,16.652272727272727,13721818.181818182,23.454545454545453,10
1062,25770,68101.04344346008,5241111.167081698,2566709171710.085,"POLYGON ((956135.230213883 1953765.54807064, 956135.230213883 1953865.54807064, 956235.230213883 1953865.54807064, 956235.230213883 1953765.54807064, 956135.230213883 1953765.54807064))",종로구,서울특별시 종로구 동숭동 30번지,127.003900942,37.582943107,956198.1754199632,1953843.973024584,"현대엘리베이터 빌딩, 효진빌딩, 자유문학사",3254.41,1898.1000000000001,12544.85,48,0.7142857142857143,37971.0,166036.0,19.12857142857143,15418714.285714285,17.428571428571427,10
1063,25771,69849.63460624806,5023204.449139026,2347629986639.4497,"POLYGON ((956135.230213883 1953865.54807064, 956135.230213883 1953965.54807064, 956235.230213883 1953965.54807064, 956235.230213883 1953865.54807064, 956135.230213883 1953865.54807064))",종로구,서울특별시 종로구 동숭동 28번지,127.003833308,37.583189682,956192.3482974324,1953871.3608962828,한석빌딩,790.5,471.66,3517.2799999999997,14,0.5,17594.0,45529.0,16.06,15710000.0,23.0,10
1064,25775,74088.7982235312,7834900.85716435,5397459613537.079,"POLYGON ((956235.230213883 1952365.54807064, 956235.230213883 1952465.54807064, 956335.230213883 1952465.54807064, 956335.230213883 1952365.54807064, 956235.230213883 1952365.54807064))",종로구,서울특별시 종로구 종로5가 225-3번지,127.00468934,37.570227112,956260.347992101,1952432.8276316065,NoData,99.2,59.45,287.91,5,0.0,0.0,2767.0,14.35,13500000.0,26.0,10
1065,25776,73625.15244102273,7755351.051777926,5230978749645.666,"POLYGON ((956235.230213883 1952465.54807064, 956235.230213883 1952565.54807064, 956335.230213883 1952565.54807064, 956335.230213883 1952465.54807064, 956235.230213883 1952465.54807064))",종로구,서울특별시 종로구 종로5가 231-24번지,127.004744316,37.570597407,956265.419345812,1952473.8844367848,NoData,1079.2,724.6400000000001,2704.7,18,0.5,19101.0,44847.0,14.5,19115000.0,35.5,8
1066,25777,75316.74285845157,7619191.892247002,5048525171179.854,"POLYGON ((956235.230213883 1952565.54807064, 956235.230213883 1952665.54807064, 956335.230213883 1952665.54807064, 956335.230213883 1952565.54807064, 956235.230213883 1952565.54807064))",종로구,서울특별시 종로구 종로5가 9-5번지,127.005527347,37.571430608,956335.053415362,1952565.9598007896,"청룡빌딩, 음전빌딩, 승진빌딩, 백제장여관, 희정빌딩, 효제빌딩, 삼경빌딩, 남양빌딩, 종로5-6가동주민센터, 광성빌딩, 동보빌딩",3540.73,1962.81,10213.02,100,0.2222222222222222,72837.0,64063.0,14.245000000000001,8076500.0,23.11111111111111,8
1067,25778,75116.68708553934,7435453.020383475,4850216260859.136,"POLYGON ((956235.230213883 1952665.54807064, 956235.230213883 1952765.54807064, 956335.230213883 1952765.54807064, 956335.230213883 1952665.54807064, 956235.230213883 1952665.54807064))",종로구,서울특별시 종로구 충신동 214-2번지,127.004524919,37.572923602,956247.4057917844,1952732.0664372668,"효정빌딩, 통구빌딩, 삼호빌딩, 종로창고, 정선빌딩, 동진빌딩, 현마빌딩, 글로리 빌딩, 제현빌딩, 아름빌딩",3794.32,2238.86,14901.54,129,0.42857142857142855,93740.0,65770.0,16.96666666666667,7478428.571428572,17.571428571428573,8
1068,25779,74873.12703728591,7202207.25896028,4637087316069.753,"POLYGON ((956235.230213883 1952765.54807064, 956235.230213883 1952865.54807064, 956335.230213883 1952865.54807064, 956335.230213883 1952765.54807064, 956235.230213883 1952765.54807064))",종로구,서울특별시 종로구 충신동 208번지,127.005121845,37.57324299,956300.303910896,1952767.223175437,"덕천빌딩, 한아빌딩, 충신빌딩, 보성빌딩, 풍은빌딩, 송화빌딩, 여양진씨대종회 회관, 올리브빌딩, 수빌딩, 성덕빌딩, 대종빌딩, 승원빌딩, 메이플빌딩, 운촌빌딩, 만선빌딩, 비젼빌딩",3441.54,2008.65,13519.32,155,0.391304347826087,55928.0,105387.0,19.488260869565217,8523391.304347826,18.47826086956522,8
1069,25780,74480.80197655273,6977232.607243583,4316790585772.9033,"POLYGON ((956235.230213883 1952865.54807064, 956235.230213883 1952965.54807064, 956335.230213883 1952965.54807064, 956335.230213883 1952865.54807064, 956235.230213883 1952865.54807064))",종로구,서울특별시 종로구 충신동 189-3번지,127.004410472,37.574156695,956238.0211452048,1952868.9253643912,"조윤빌딩, 효승빌딩, 연안빌딩, 우리빌딩, 수성빌딩",2574.7200000000003,1510.26,10060.49,99,0.5,62545.0,63395.0,18.445714285714285,6557285.714285715,17.285714285714285,8
1070,25781,74456.3573628937,6687300.078506258,4100237398748.937,"POLYGON ((956235.230213883 1952965.54807064, 956235.230213883 1953065.54807064, 956335.230213883 1953065.54807064, 956335.230213883 1952965.54807064, 956235.230213883 1952965.54807064))",종로구,서울특별시 종로구 충신동 57-6번지,127.004541656,37.575628742,956250.4663583756,1953032.1807123476,금마빌딩,217.5,125.67,1155.08,9,1.0,0.0,12860.0,26.3,9515000.0,11.0,8
1071,25782,75444.74590909466,6453476.080509834,3873381561896.333,"POLYGON ((956235.230213883 1953065.54807064, 956235.230213883 1953165.54807064, 956335.230213883 1953165.54807064, 956335.230213883 1953065.54807064, 956235.230213883 1953065.54807064))",종로구,서울특별시 종로구 이화동 97-4번지,127.004548294,37.576115258,956251.3371416077,1953086.154209505,"대동빌딩, 광일빌딩, 엘림빌딩",2279.74,1237.71,6498.61,43,0.375,51333.0,41404.0,15.31875,5994125.0,21.125,8
1072,25783,74321.05256984785,6251574.630112592,3649142483641.293,"POLYGON ((956235.230213883 1953165.54807064, 956235.230213883 1953265.54807064, 956335.230213883 1953265.54807064, 956335.230213883 1953165.54807064, 956235.230213883 1953165.54807064))",종로구,서울특별시 종로구 이화동 62-1번지,127.004706443,37.577350881,956266.0245624078,1953223.166971956,"영광빌딩B동, 찬스빌딩, 예인사랑, 영광빌딩A동, 부광빌딩, 젬스톤헤리티지, 젬스톤헤리티지",3221.7,1522.56,7864.53,55,0.7777777777777778,62464.0,98066.0,17.432222222222222,6185666.666666667,10.88888888888889,8
1073,25784,74696.16486238771,6064338.359890352,3429833125044.4062,"POLYGON ((956235.230213883 1953265.54807064, 956235.230213883 1953365.54807064, 956335.230213883 1953365.54807064, 956335.230213883 1953265.54807064, 956235.230213883 1953265.54807064))",종로구,서울특별시 종로구 이화동 36-2번지,127.004627141,37.577928565,956259.3601562828,1953287.2951440092,더프롬빌딩,499.5,282.48,1473.67,12,0.5,5066.0,14067.0,13.675,7049000.0,15.0,8
1074,25785,72695.53264385909,5876882.768787453,3216482332920.1914,"POLYGON ((956235.230213883 1953365.54807064, 956235.230213883 1953465.54807064, 956335.230213883 1953465.54807064, 956335.230213883 1953365.54807064, 956235.230213883 1953365.54807064))",종로구,서울특별시 종로구 동숭동 192-18번지,127.004643095,37.578681849,956261.209527822,1953370.8609527897,"ithinkso, 동숭교회 부설주차장",1643.89,932.72,4171.48,21,0.5,19793.0,25209.0,14.9875,6582500.0,18.5,8
1075,25786,71763.0153718063,5711931.167094572,3010337672357.7754,"POLYGON ((956235.230213883 1953465.54807064, 956235.230213883 1953565.54807064, 956335.230213883 1953565.54807064, 956335.230213883 1953465.54807064, 956235.230213883 1953465.54807064))",종로구,서울특별시 종로구 동숭동 187-8번지,127.004627847,37.57980027,956260.5174366952,1953494.9515018093,"NC문화재단, 새마을금고",1108.8,627.4,3153.66,19,0.6666666666666666,18704.0,24913.0,19.05666666666667,9890000.0,24.0,8
1076,25787,71896.49050997055,5479014.192146907,2787872206289.8066,"POLYGON ((956235.230213883 1953565.54807064, 956235.230213883 1953665.54807064, 956335.230213883 1953665.54807064, 956335.230213883 1953565.54807064, 956235.230213883 1953565.54807064))",종로구,서울특별시 종로구 동숭동 130-20번지,127.004662081,37.580879875,956264.1717316144,1953614.7125863407,NoData,152.15,91.1,303.25,4,0.0,5778.0,2415.0,10.85,4389000.0,18.0,8
1077,25788,71579.69389786768,5334157.26816316,2598033141938.6787,"POLYGON ((956235.230213883 1953665.54807064, 956235.230213883 1953765.54807064, 956335.230213883 1953765.54807064, 956335.230213883 1953665.54807064, 956235.230213883 1953665.54807064))",종로구,서울특별시 종로구 동숭동 50-11번지,127.00476705,37.581729648,956273.937024585,1953708.941996544,NoData,112.4,61.25,232.12,4,0.0,0.0,2849.0,10.3,5611000.0,12.0,8
1078,25789,73648.96667942333,5157147.540355503,2382216146380.2266,"POLYGON ((956235.230213883 1953765.54807064, 956235.230213883 1953865.54807064, 956335.230213883 1953865.54807064, 956335.230213883 1953765.54807064, 956235.230213883 1953765.54807064))",종로구,서울특별시 종로구 동숭동 50-101번지,127.005151105,37.58299958,956308.58914839,1953849.6562432663,"아름빌라, 경실련, 일석 기념관",2047.02,1089.11,6078.84,36,0.5,37671.0,58398.0,16.791666666666668,5814833.333333333,15.833333333333334,8
1079,25790,73981.05514479677,4917447.316156922,2215277715033.675,"POLYGON ((956235.230213883 1953865.54807064, 956235.230213883 1953965.54807064, 956335.230213883 1953965.54807064, 956335.230213883 1953865.54807064, 956235.230213883 1953865.54807064))",종로구,서울특별시 종로구 동숭동 12-8번지,127.004420864,37.583337354,956244.3116799697,1953887.4705657545,갤럭시빌딩,497.02,283.03000000000003,1350.08,12,0.0,46488.0,8002.0,14.95,5415000.0,23.0,8
1080,25791,73009.85484535334,4655773.7145076925,2050840670024.112,"POLYGON ((956235.230213883 1953965.54807064, 956235.230213883 1954065.54807064, 956335.230213883 1954065.54807064, 956335.230213883 1953965.54807064, 956235.230213883 1953965.54807064))",종로구,서울특별시 종로구 동숭동 2-4번지,127.004967942,37.584114699,956293.0691011664,1953973.458646692,NoData,493.97,293.73,1779.5,7,1.0,48267.0,12258.0,15.35,3963000.0,19.0,8
