,grid_idx,pp_pop,pp_od,pp_drr,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count
172,11284,120577.60524820985,3497636.820637383,20.665882292151665,49075257090.20335,"POLYGON ((946835.230213883 1944565.54807064, 946835.230213883 1944665.54807064, 946935.230213883 1944665.54807064, 946935.230213883 1944565.54807064, 946835.230213883 1944565.54807064))",영등포구,서울특별시 영등포구 대림동 686-3번지,126.899483676,37.499137032,946919.452710696,1944599.920210504,NoData,325.3,194.01,974.55,6,0.0,19895.0,4494.0,15.0,3124000.0,24.0,11.0
173,11285,117924.49589753868,3381692.016498998,20.85454066160019,50438772036.17497,"POLYGON ((946835.230213883 1944665.54807064, 946835.230213883 1944765.54807064, 946935.230213883 1944765.54807064, 946935.230213883 1944665.54807064, 946835.230213883 1944665.54807064))",영등포구,서울특별시 영등포구 대림동 682번지,126.898545684,37.500365133,946837.4121037432,1944736.7003686344,홍진빌딩,666.4,333.1,2625.02,9,1.0,27092.0,9331.0,25.85,5160000.0,7.0,11.0
174,11287,112658.21832325356,3067597.476113873,18.240311591541783,42429503103.06909,"POLYGON ((946835.230213883 1944865.54807064, 946835.230213883 1944965.54807064, 946935.230213883 1944965.54807064, 946935.230213883 1944865.54807064, 946835.230213883 1944865.54807064))",영등포구,서울특별시 영등포구 대림동 667-12번지,126.89904821,37.501780941,946882.8338348792,1944893.4923888168,"영강빌딩, 주현라이프빌딩, 용진빌딩",1985.1999999999998,1046.15,5908.29,17,0.3333333333333333,0.0,55910.0,17.633333333333333,4780000.0,27.333333333333332,11.0
175,11288,110249.0342803524,3041480.2333840374,7.854715452947082,40356467471.3979,"POLYGON ((946835.230213883 1944965.54807064, 946835.230213883 1945065.54807064, 946935.230213883 1945065.54807064, 946935.230213883 1944965.54807064, 946835.230213883 1944965.54807064))",영등포구,서울특별시 영등포구 대림동 668번지,126.899313861,37.502937512,946907.133535181,1945021.6574219423,NoData,214.9,128.87,559.72,5,0.0,7346.0,2161.0,12.5,3263000.0,23.0,11.0
176,11289,108028.52372135509,2564291.558467213,8.654794958189237,32372252560.788567,"POLYGON ((946835.230213883 1945065.54807064, 946835.230213883 1945165.54807064, 946935.230213883 1945165.54807064, 946935.230213883 1945065.54807064, 946835.230213883 1945065.54807064))",영등포구,서울특별시 영등포구 대림동 656번지,126.898609969,37.503999013,946845.6705985088,1945139.8222594007,서울케이스빌딩,227.3,135.2,424.46,4,0.0,5796.0,627.0,12.8,2939000.0,17.0,11.0
177,11292,96826.15473956468,2707065.646768485,20.90852024304968,3535035032.4013863,"POLYGON ((946835.230213883 1945365.54807064, 946835.230213883 1945465.54807064, 946935.230213883 1945465.54807064, 946935.230213883 1945365.54807064, 946835.230213883 1945365.54807064))",영등포구,서울특별시 영등포구 도림동 250-19번지,126.89955957,37.506151521,946931.1263695676,1945378.0948698795,도림동 근린생활시설,808.1,446.59000000000003,2030.6999999999998,15,0.3333333333333333,23866.0,18367.0,15.133333333333333,3950333.3333333335,11.666666666666666,11.0
178,11293,99645.80994275345,2944504.6913262918,27.78314600361825,3878493077.5263615,"POLYGON ((946835.230213883 1945465.54807064, 946835.230213883 1945565.54807064, 946935.230213883 1945565.54807064, 946935.230213883 1945465.54807064, 946835.230213883 1945465.54807064))",영등포구,서울특별시 영등포구 도림동 247-60번지,126.899257628,37.507233914,946905.2061291588,1945498.3505945257,NoData,377.94,226.26,990.05,19,0.0,23847.0,3671.0,13.325,2594500.0,21.75,11.0
179,11294,98883.5022024614,2983148.842366794,20.23896208791057,4308260852.839453,"POLYGON ((946835.230213883 1945565.54807064, 946835.230213883 1945665.54807064, 946935.230213883 1945665.54807064, 946935.230213883 1945565.54807064, 946835.230213883 1945565.54807064))",영등포구,서울특별시 영등포구 도림동 241-19번지,126.899279886,37.508562246,946908.1141654868,1945645.7090104483,브리즈,259.53,160.25,897.6299999999999,12,0.5,3320.0,2208.0,16.4,2957000.0,13.5,11.0
180,11295,99605.87780099984,3008279.6664324235,9.604239735583278,4821732371.002039,"POLYGON ((946835.230213883 1945665.54807064, 946835.230213883 1945765.54807064, 946935.230213883 1945765.54807064, 946935.230213883 1945665.54807064, 946835.230213883 1945665.54807064))",영등포구,서울특별시 영등포구 도림동 178-9번지,126.89870266,37.509632539,946857.8570108477,1945764.7778801983,NoData,383.02,244.94,1209.29,15,0.0,18119.0,6583.0,12.4,3953666.6666666665,23.333333333333332,11.0
181,11296,99635.84541113063,3019987.28230911,9.295825348737502,6591036275.580112,"POLYGON ((946835.230213883 1945765.54807064, 946835.230213883 1945865.54807064, 946935.230213883 1945865.54807064, 946935.230213883 1945765.54807064, 946835.230213883 1945765.54807064))",영등포구,서울특별시 영등포구 도림동 180-2번지,126.89883721,37.509807555,946869.8725926786,1945784.1189461704,NoData,844.4,451.75,3562.79,29,1.0,80425.0,14985.0,28.7,4516333.333333333,8.333333333333334,11.0
182,11297,96516.66985561182,2720256.141188677,8.433348256862494,7354706198.28341,"POLYGON ((946835.230213883 1945865.54807064, 946835.230213883 1945965.54807064, 946935.230213883 1945965.54807064, 946935.230213883 1945865.54807064, 946835.230213883 1945865.54807064))",영등포구,서울특별시 영등포구 도림동 195-5번지,126.898891085,37.511410265,946875.7700028232,1945961.9002837036,피닉스오피스텔,1522.5,635.22,5844.990000000001,31,1.0,52652.0,23904.0,28.0,3737000.0,9.333333333333334,11.0
183,11298,96384.34554673336,2742049.834027516,18.90134831180241,8168567810.37211,"POLYGON ((946835.230213883 1945965.54807064, 946835.230213883 1946065.54807064, 946935.230213883 1946065.54807064, 946935.230213883 1945965.54807064, 946835.230213883 1945965.54807064))",영등포구,서울특별시 영등포구 도림동 195-10번지,126.899117706,37.511483118,946895.8499064004,1945969.8549909429,NoData,298.0,176.56,1229.86,9,1.0,21011.0,5318.0,28.4,3740000.0,8.0,15.0
184,11300,97102.9602324721,2772986.281648057,13.733120544187289,9995036245.138811,"POLYGON ((946835.230213883 1946165.54807064, 946835.230213883 1946265.54807064, 946935.230213883 1946265.54807064, 946935.230213883 1946165.54807064, 946835.230213883 1946165.54807064))",영등포구,서울특별시 영등포구 문래동1가 34-4번지,126.899081,37.513373139,946893.9451293894,1946179.563084288,서울남부광역등기국,2888.8,1233.49,5212.0,5,0.0,34999.0,23914.0,20.04,6430000.0,4.0,15.0
185,11306,87093.7329062195,3279726.7852625884,15.28438998733949,29304842269.92018,"POLYGON ((946835.230213883 1946765.54807064, 946835.230213883 1946865.54807064, 946935.230213883 1946865.54807064, 946935.230213883 1946765.54807064, 946835.230213883 1946765.54807064))",영등포구,서울특별시 영등포구 문래동3가 32번지,126.898856475,37.519415171,946878.3858152496,1946850.020323933,원터빌딩,2017.6,725.85,5854.2,8,3.0,0.0,67421.0,27.9,4999000.0,35.0,15.0
186,11308,85170.38139739704,3392295.0349471383,20.22365684279231,46884738827.16682,"POLYGON ((946835.230213883 1946965.54807064, 946835.230213883 1947065.54807064, 946935.230213883 1947065.54807064, 946935.230213883 1946965.54807064, 946835.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 당산동1가 83번지,126.899132996,37.521088706,946904.0074800424,1947035.5339070575,MG신용정보빌딩,2445.3,1453.6100000000001,16199.349999999999,22,1.5,17080.0,223402.0,36.275,8812000.0,16.0,15.0
187,11309,84772.18772588726,3427022.9638913,19.69554058740636,49424200764.38797,"POLYGON ((946835.230213883 1947065.54807064, 946835.230213883 1947165.54807064, 946935.230213883 1947165.54807064, 946935.230213883 1947065.54807064, 946835.230213883 1947065.54807064))",영등포구,서울특별시 영등포구 당산동1가 256-105번지,126.898687003,37.521896366,946865.169430192,1947125.3912826888,NoData,690.53,419.87,1935.6399999999999,31,0.0,46581.0,16875.0,13.15,4577333.333333333,26.0,15.0
188,11310,84728.11437527703,3462348.0173568106,11.418039049105625,55156917391.576256,"POLYGON ((946835.230213883 1947165.54807064, 946835.230213883 1947265.54807064, 946935.230213883 1947265.54807064, 946935.230213883 1947165.54807064, 946835.230213883 1947165.54807064))",영등포구,서울특별시 영등포구 당산동1가 186-51번지,126.898499755,37.522771189,946849.2437788892,1947222.5540050392,"SH호스텔, SH호스텔, J.W 카리스",992.95,504.22,2967.3999999999996,30,1.0,29706.0,6034.0,24.03333333333333,4281000.0,0.6666666666666666,15.0
189,11311,83616.96049022289,3492011.175744229,9.994831665160042,58285349295.04025,"POLYGON ((946835.230213883 1947265.54807064, 946835.230213883 1947365.54807064, 946935.230213883 1947365.54807064, 946935.230213883 1947265.54807064, 946835.230213883 1947265.54807064))",영등포구,서울특별시 영등포구 당산동3가 6-3번지,126.898800097,37.523830818,946876.5347108304,1947339.944534917,한성빌딩,4112.0,784.1,6004.1,54,0.8333333333333334,10511.0,13529.0,23.816666666666666,5379666.666666667,8.666666666666666,15.0
190,11312,81541.26616018619,3503618.600877017,10.25872530555666,96283722798.88252,"POLYGON ((946835.230213883 1947365.54807064, 946835.230213883 1947465.54807064, 946935.230213883 1947465.54807064, 946935.230213883 1947365.54807064, 946835.230213883 1947365.54807064))",영등포구,서울특별시 영등포구 당산동3가 72-3번지,126.898392033,37.524631893,946841.0452767912,1947429.050092052,NoData,508.4,302.36,1320.0500000000002,15,0.0,28984.0,12506.0,14.0,4848333.333333333,25.0,15.0
191,11313,81274.66393398032,3484258.132830441,10.113070083320064,101498262930.4295,"POLYGON ((946835.230213883 1947465.54807064, 946835.230213883 1947565.54807064, 946935.230213883 1947565.54807064, 946935.230213883 1947465.54807064, 946835.230213883 1947465.54807064))",영등포구,서울특별시 영등포구 당산동3가 80-3번지,126.898675019,37.52545069,946866.6313080884,1947519.731392221,리앤나빌리지,3205.0,1483.06,16180.98,15,1.0,180944.0,96200.0,19.799999999999997,6479000.0,21.0,15.0
192,11314,86386.89921894076,3020956.9422892965,10.438114136726224,105968034607.48051,"POLYGON ((946835.230213883 1947565.54807064, 946835.230213883 1947665.54807064, 946935.230213883 1947665.54807064, 946935.230213883 1947565.54807064, 946835.230213883 1947565.54807064))",영등포구,서울특별시 영등포구 당산동3가 127-1번지,126.898421313,37.526347661,946844.8499714516,1947619.3889375727,지성빌딩,3330.58,1619.71,11161.65,27,0.6,52892.0,36104.0,15.680000000000001,5560800.0,27.2,15.0
193,11315,85691.82536775134,2986330.6805789466,11.127713679441136,109635509993.79428,"POLYGON ((946835.230213883 1947665.54807064, 946835.230213883 1947765.54807064, 946935.230213883 1947765.54807064, 946935.230213883 1947665.54807064, 946835.230213883 1947665.54807064))",영등포구,서울특별시 영등포구 당산동3가 118번지,126.898537359,37.526811161,946855.432655526,1947670.7462473272,NoData,1032.89,619.45,1403.72,21,0.0,32339.0,11419.0,13.16,4877200.0,23.2,15.0
194,11316,82629.53579194036,2932446.434447282,11.483776977781826,112523757686.34224,"POLYGON ((946835.230213883 1947765.54807064, 946835.230213883 1947865.54807064, 946935.230213883 1947865.54807064, 946935.230213883 1947765.54807064, 946835.230213883 1947765.54807064))",영등포구,서울특별시 영등포구 당산동4가 32-141번지,126.898548247,37.528298171,946857.4496716222,1947835.7160530644,"은혜빌딩, 대원오피스텔, 효성빌딩, 다솜빌딩, 경진빌딩",1923.08,1148.11,7648.36,60,0.625,160132.0,41963.0,20.0875,4440000.0,15.25,15.0
195,11317,82834.39158837101,2915066.343307935,20.27471659706196,117603343041.96,"POLYGON ((946835.230213883 1947865.54807064, 946835.230213883 1947965.54807064, 946935.230213883 1947965.54807064, 946935.230213883 1947865.54807064, 946835.230213883 1947865.54807064))",영등포구,서울특별시 영등포구 당산동4가 32-117번지,126.89834977,37.528596448,946840.1243317795,1947868.9204892097,"진 아케이드 빌, 신일오피스텔, 동화오피스텔, 박의원 빌딩, 은혜빌딩, 효자빌딩",3762.9,2191.07,14068.6,109,0.8666666666666667,207452.0,93384.0,21.050666666666665,4293533.333333333,14.333333333333334,15.0
196,11318,83166.32053331715,2908403.086042206,20.542799365219896,122868775241.19765,"POLYGON ((946835.230213883 1947965.54807064, 946835.230213883 1948065.54807064, 946935.230213883 1948065.54807064, 946935.230213883 1947965.54807064, 946835.230213883 1947965.54807064))",영등포구,서울특별시 영등포구 당산동4가 32-161번지,126.899297487,37.529572752,946924.5541496353,1947976.7010809584,"제이파크, 더 제이스빌",462.54999999999995,275.46000000000004,1966.87,26,1.0,41662.0,4068.0,26.373333333333335,3935000.0,3.3333333333333335,15.0
197,11323,67953.8104800081,2897494.168381591,13.761196915718998,114126390879.96255,"POLYGON ((946835.230213883 1948465.54807064, 946835.230213883 1948565.54807064, 946935.230213883 1948565.54807064, 946935.230213883 1948465.54807064, 946835.230213883 1948465.54807064))",영등포구,서울특별시 영등포구 당산동5가 33-10번지,126.898734401,37.534646011,946878.4003302325,1948539.8708880148,LOFT관광호텔,661.5,372.35,3537.83,12,3.0,81051.0,35554.0,43.1,5644000.0,7.0,15.0
198,11324,60416.24107830317,2800577.9150913027,14.493892363071629,112755878128.81046,"POLYGON ((946835.230213883 1948565.54807064, 946835.230213883 1948665.54807064, 946935.230213883 1948665.54807064, 946935.230213883 1948565.54807064, 946835.230213883 1948565.54807064))",영등포구,서울특별시 영등포구 당산동6가 339-3번지,126.899312747,37.535654267,946930.2119985656,1948651.4051996013,"환희빌딩, 당산역 한강포스빌",1866.3000000000002,1114.3400000000001,20207.690000000002,27,1.0,222785.0,137182.0,32.675000000000004,6932500.0,22.0,8.0
199,11339,115429.08098761908,5209188.5246932665,0.0,132656516962.12276,"POLYGON ((946935.230213883 1943265.54807064, 946935.230213883 1943365.54807064, 947035.230213883 1943365.54807064, 947035.230213883 1943265.54807064, 946935.230213883 1943265.54807064))",영등포구,서울특별시 영등포구 대림동 1095-23번지,126.900802309,37.487727772,947027.9521591216,1943333.3871810131,NoData,143.08,84.84,380.61,5,0.0,5396.0,1873.0,13.6,3381000.0,26.0,8.0
200,11341,114565.33450639262,4874756.804847368,0.0,109558973126.52606,"POLYGON ((946935.230213883 1943465.54807064, 946935.230213883 1943565.54807064, 947035.230213883 1943565.54807064, 947035.230213883 1943465.54807064, 946935.230213883 1943465.54807064))",영등포구,서울특별시 영등포구 대림동 1081-5번지,126.899946467,37.48922526,946953.3497280967,1943500.00643562,"YCH, 동양빌딩, 에덴빌딩",881.6,486.72,2399.71,28,0.6,35457.0,51747.0,16.32,4655200.0,9.2,8.0
201,11342,111859.80337639152,4722459.053216091,0.0,103221021082.63332,"POLYGON ((946935.230213883 1943565.54807064, 946935.230213883 1943665.54807064, 947035.230213883 1943665.54807064, 947035.230213883 1943565.54807064, 946935.230213883 1943565.54807064))",영등포구,서울특별시 영등포구 대림동 1079-23번지,126.900138419,37.489851899,946970.7620667488,1943569.4201477764,대림빌딩,1106.0,568.35,3234.69,19,0.3333333333333333,17856.0,18878.0,17.673333333333332,4725000.0,17.0,8.0
202,11343,116263.29496079484,4571784.111901844,0.0,97604496484.50954,"POLYGON ((946935.230213883 1943665.54807064, 946935.230213883 1943765.54807064, 947035.230213883 1943765.54807064, 947035.230213883 1943665.54807064, 946935.230213883 1943665.54807064))",영등포구,서울특별시 영등포구 대림동 1075-35번지,126.900770992,37.490859432,947027.395151822,1943680.8437812107,NoData,2132.0,1456.8200000000002,5420.28,8,0.5,16749.0,19681.0,12.95,3164500.0,15.0,8.0
203,11344,120781.1340507505,4175635.914477391,9.056499860861509,89217555472.30482,"POLYGON ((946935.230213883 1943765.54807064, 946935.230213883 1943865.54807064, 947035.230213883 1943865.54807064, 947035.230213883 1943765.54807064, 946935.230213883 1943765.54807064))",영등포구,서울특별시 영등포구 대림동 1039-13번지,126.899821202,37.492434868,946944.5461132852,1943856.1639812924,"한송빌딩, 일화빌딩, 신언빌딩",1102.29,641.04,3054.57,26,0.0,40513.0,30435.0,12.819999999999999,4593400.0,23.4,8.0
204,11345,119712.23864790802,4497028.347165587,9.98870200727489,82182768933.23172,"POLYGON ((946935.230213883 1943865.54807064, 946935.230213883 1943965.54807064, 947035.230213883 1943965.54807064, 947035.230213883 1943865.54807064, 946935.230213883 1943865.54807064))",영등포구,서울특별시 영등포구 대림동 1039-15번지,126.900000125,37.492585382,946960.469391432,1943872.7617878097,상석빌딩,647.3,374.73,1821.44,15,0.3333333333333333,6470.0,11094.0,12.516666666666666,4048333.3333333335,23.666666666666668,8.0
205,11346,113181.92114734415,4360456.739201704,10.966574968434989,78460334512.89296,"POLYGON ((946935.230213883 1943965.54807064, 946935.230213883 1944065.54807064, 947035.230213883 1944065.54807064, 947035.230213883 1943965.54807064, 946935.230213883 1943965.54807064))",영등포구,서울특별시 영등포구 대림동 709-8번지,126.899733513,37.494059956,946937.9441212408,1944036.5073485496,NoData,231.7,133.24,902.06,8,1.0,0.0,3713.0,29.9,5044000.0,1.0,8.0
206,11347,113614.90924120916,4205955.252747233,11.407378674807132,73010895887.86009,"POLYGON ((946935.230213883 1944065.54807064, 946935.230213883 1944165.54807064, 947035.230213883 1944165.54807064, 947035.230213883 1944065.54807064, 946935.230213883 1944065.54807064))",영등포구,서울특별시 영등포구 대림동 700-2번지,126.900464613,37.494547142,947002.916419129,1944090.145881556,연희빌딩,662.9,460.18,1886.54,5,0.0,0.0,16366.0,15.0,5740000.0,31.0,1.0
207,11350,113038.86529197404,3725139.6110475454,0.0,61018313963.3439,"POLYGON ((946935.230213883 1944365.54807064, 946935.230213883 1944465.54807064, 947035.230213883 1944465.54807064, 947035.230213883 1944365.54807064, 946935.230213883 1944365.54807064))",영등포구,서울특별시 영등포구 대림동 770-3번지,126.900393147,37.497357175,946998.585001102,1944401.9428592508,NoData,331.0,164.34,750.36,5,0.0,10923.0,2949.0,12.8,3179000.0,31.0,1.0
208,11351,115033.62894986208,3581347.536987012,7.764303209125024,58478592764.59033,"POLYGON ((946935.230213883 1944465.54807064, 946935.230213883 1944565.54807064, 947035.230213883 1944565.54807064, 947035.230213883 1944465.54807064, 946935.230213883 1944465.54807064))",영등포구,서울특별시 영등포구 대림동 743-4번지,126.899690538,37.498707479,946937.4337641078,1944552.1471424832,NoData,231.0,114.65,566.52,5,0.0,7490.0,4567.0,11.2,3338000.0,34.0,1.0
209,11352,120457.4569843856,3450556.171855464,18.81479618736572,51301837876.33108,"POLYGON ((946935.230213883 1944565.54807064, 946935.230213883 1944665.54807064, 947035.230213883 1944665.54807064, 947035.230213883 1944565.54807064, 946935.230213883 1944565.54807064))",영등포구,서울특별시 영등포구 대림동 686-11번지,126.89986274,37.499041208,946952.8912829366,1944589.0753710305,NoData,252.6,128.85,584.37,5,0.0,7964.0,2940.0,12.7,3235000.0,31.0,1.0
210,11355,113909.76588361076,3207738.6074477057,0.0,44738889925.575325,"POLYGON ((946935.230213883 1944865.54807064, 946935.230213883 1944965.54807064, 947035.230213883 1944965.54807064, 947035.230213883 1944865.54807064, 946935.230213883 1944865.54807064))",영등포구,서울특별시 영등포구 대림동 681-2번지,126.899723973,37.501621738,946942.4513570352,1944875.448533772,대림동S빌딩,869.5,437.11,1672.52,13,0.3333333333333333,11124.0,14776.0,12.333333333333334,4400333.333333333,26.0,1.0
211,11360,102334.85813155556,2642740.5494451383,21.81058916988666,24020952132.26092,"POLYGON ((946935.230213883 1945365.54807064, 946935.230213883 1945465.54807064, 947035.230213883 1945465.54807064, 947035.230213883 1945365.54807064, 946935.230213883 1945365.54807064))",영등포구,서울특별시 영등포구 도림동 251-12번지,126.900549061,37.506609418,947018.9052454912,1945428.33838453,"덕우빌딩, 한승빌딩",808.51,410.37,2706.02,23,0.25,31638.0,28641.0,15.825,4092750.0,26.25,1.0
212,11361,101479.52579234976,2863371.892584817,21.078073218884636,4630835067.062215,"POLYGON ((946935.230213883 1945465.54807064, 946935.230213883 1945565.54807064, 947035.230213883 1945565.54807064, 947035.230213883 1945465.54807064, 946935.230213883 1945465.54807064))",영등포구,서울특별시 영등포구 도림동 246-11번지,126.900560818,37.507473105,947020.55477398,1945524.15296707,NoData,780.16,316.75,925.85,9,0.0,7397.0,3321.0,11.899999999999999,5417500.0,30.5,1.0
213,11362,99076.99928299947,2819215.2795898127,20.759539640350877,5145134735.511915,"POLYGON ((946935.230213883 1945565.54807064, 946935.230213883 1945665.54807064, 947035.230213883 1945665.54807064, 947035.230213883 1945565.54807064, 946935.230213883 1945565.54807064))",영등포구,서울특별시 영등포구 도림동 241-25번지,126.899597029,37.508006678,946935.7503743704,1945583.8929633347,NoData,359.0,199.52999999999997,946.54,10,0.0,16422.0,4700.0,12.7,3253000.0,25.0,10.0
214,11366,99157.1931002414,2591875.836414648,18.548997570242648,9462702490.611776,"POLYGON ((946935.230213883 1945965.54807064, 946935.230213883 1946065.54807064, 947035.230213883 1946065.54807064, 947035.230213883 1945965.54807064, 946935.230213883 1945965.54807064))",영등포구,서울특별시 영등포구 도림동 819번지,126.900515312,37.511691246,947019.5143723176,1945992.1577459064,대우미래사랑,0.0,654.64,11983.97,19,2.0,485704.0,117082.0,59.85,4972000.0,16.0,10.0
215,11367,96974.376134391,2614313.345914475,11.932062312581737,10457831312.516603,"POLYGON ((946935.230213883 1946065.54807064, 946935.230213883 1946165.54807064, 947035.230213883 1946165.54807064, 947035.230213883 1946065.54807064, 946935.230213883 1946065.54807064))",영등포구,서울특별시 영등포구 문래동1가 31번지,126.900458289,37.513211566,947015.5496087256,1946160.86094076,NoData,586.5,350.9,785.02,3,0.0,0.0,47819.0,15.2,3757000.0,5.0,10.0
216,11368,100505.00452799416,2634128.594716397,12.54097188074647,13568890398.373196,"POLYGON ((946935.230213883 1946165.54807064, 946935.230213883 1946265.54807064, 947035.230213883 1946265.54807064, 947035.230213883 1946165.54807064, 946935.230213883 1946165.54807064))",영등포구,서울특별시 영등포구 문래동1가 33번지,126.900655102,37.513317982,947033.018314812,1946172.55639122,현대영등포서비스(주),2430.1,1419.97,6077.17,14,0.3333333333333333,15469.0,31616.0,19.133333333333336,4871000.0,8.666666666666666,10.0
217,11369,101765.44337995962,2652832.0962126106,12.211566733170452,14598428801.025742,"POLYGON ((946935.230213883 1946265.54807064, 946935.230213883 1946365.54807064, 947035.230213883 1946365.54807064, 947035.230213883 1946265.54807064, 946935.230213883 1946265.54807064))",영등포구,서울특별시 영등포구 문래동3가 55-20번지,126.899965176,37.514699848,946973.0234135732,1946326.2554424813,에이스하이테크시티,30073.4,11983.01,196644.23,23,15.0,403024.0,1451695.0,79.4,6444000.0,13.0,10.0
218,11370,103284.3878228508,2670495.2142931875,11.317427951038676,16922692103.316622,"POLYGON ((946935.230213883 1946365.54807064, 946935.230213883 1946465.54807064, 947035.230213883 1946465.54807064, 947035.230213883 1946365.54807064, 946935.230213883 1946365.54807064))",영등포구,서울특별시 영등포구 문래동3가 55-18번지,126.899877044,37.515715868,946965.953852246,1946439.0269666277,세미콜론문래,14439.3,2580.85,50330.76,18,11.0,404271.0,709560.0,64.3,5211000.0,3.0,10.0
219,11373,88360.49910720732,3129690.4681331506,21.003098264047928,29967921658.309544,"POLYGON ((946935.230213883 1946665.54807064, 946935.230213883 1946765.54807064, 947035.230213883 1946765.54807064, 947035.230213883 1946665.54807064, 946935.230213883 1946665.54807064))",영등포구,서울특별시 영등포구 문래동3가 55-16번지,126.900081449,37.517762065,946985.4653061528,1946665.9261540768,영등포 SK 리더스뷰,0.0,254.44,1001.04,4,1.0,1599581.0,171628.0,17.9,5593000.0,13.0,10.0
220,11375,86573.39212195156,3218581.9967672685,21.13669892730495,36214741496.97492,"POLYGON ((946935.230213883 1946865.54807064, 946935.230213883 1946965.54807064, 947035.230213883 1946965.54807064, 947035.230213883 1946865.54807064, 946935.230213883 1946865.54807064))",영등포구,서울특별시 영등포구 당산동1가 3-1번지,126.899920956,37.519767256,946972.7015208992,1946888.481686433,NoData,479.4,260.85,954.9,4,0.0,9242.0,10882.0,11.9,5357000.0,23.0,10.0
221,11376,85519.79178972635,3311359.767200797,8.853342958005745,51071878870.65797,"POLYGON ((946935.230213883 1946965.54807064, 946935.230213883 1947065.54807064, 947035.230213883 1947065.54807064, 947035.230213883 1946965.54807064, 946935.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 당산동1가 74-2번지,126.899930875,37.520976671,946974.4339463448,1947022.6541734769,"선행빌딩, 선행빌딩",1075.9,634.4,3619.7000000000003,17,0.0,33388.0,46966.0,15.466666666666669,8266666.666666667,27.0,10.0
222,11377,84766.47048984848,3351776.943468612,8.21424089641371,87043914750.19708,"POLYGON ((946935.230213883 1947065.54807064, 946935.230213883 1947165.54807064, 947035.230213883 1947165.54807064, 947035.230213883 1947065.54807064, 946935.230213883 1947065.54807064))",영등포구,서울특별시 영등포구 당산동1가 176번지,126.90041186,37.52209632,947017.7287190262,1947146.60220334,"영등포청과시장 고객쉼터, 보성빌딩",935.27,543.71,2613.52,34,0.3333333333333333,36747.0,9621.0,14.441666666666668,4362833.333333333,17.5,10.0
223,11378,84264.84513229848,3386247.7838609144,7.502603836294627,91709237129.22556,"POLYGON ((946935.230213883 1947165.54807064, 946935.230213883 1947265.54807064, 947035.230213883 1947265.54807064, 947035.230213883 1947165.54807064, 946935.230213883 1947165.54807064))",영등포구,서울특별시 영등포구 당산동1가 185-82번지,126.899555448,37.522433143,946942.2901580604,1947184.4536229,NoData,321.4,178.42,838.2,5,0.0,0.0,0.0,12.7,4954000.0,27.0,11.0
224,11379,83898.51382933948,3409920.6206014506,0.0,95923885667.66447,"POLYGON ((946935.230213883 1947265.54807064, 946935.230213883 1947365.54807064, 947035.230213883 1947365.54807064, 947035.230213883 1947265.54807064, 946935.230213883 1947265.54807064))",영등포구,서울특별시 영등포구 당산동3가 10번지,126.90041203,37.523646353,947018.8398824616,1947318.5699859683,진성오피스텔,433.40000000000003,269.76,1150.93,10,0.5,23315.0,4379.0,15.649999999999999,4449000.0,18.5,11.0
225,11383,80388.35070647411,2960240.2080333773,7.708037024651611,124395908649.82962,"POLYGON ((946935.230213883 1947665.54807064, 946935.230213883 1947765.54807064, 947035.230213883 1947765.54807064, 947035.230213883 1947665.54807064, 946935.230213883 1947665.54807064))",영등포구,서울특별시 영등포구 당산동4가 1-145번지,126.899817168,37.527562627,946969.0482247672,1947753.3950913933,파인 빌딩,811.8,460.46,2238.33,10,1.0,17396.0,18820.0,20.725,5636000.0,17.5,11.0
226,11384,80058.91382034034,2955333.4366690177,10.39360921186022,142036644368.20612,"POLYGON ((946935.230213883 1947765.54807064, 946935.230213883 1947865.54807064, 947035.230213883 1947865.54807064, 947035.230213883 1947765.54807064, 946935.230213883 1947765.54807064))",영등포구,서울특별시 영등포구 당산동4가 32-107번지,126.899591487,37.527781725,946949.2624832096,1947777.830133298,"태경빌딩, 대성빌딩, 탑빌딩, 광일빌딩, 레드브릭37, 골든스테이, 노블레스",3116.23,1850.95,12136.2,82,0.6363636363636364,202176.0,75743.0,20.45,4511090.909090909,14.454545454545455,11.0
227,11385,79794.18558661394,2928770.591005442,0.0,133132432000.92155,"POLYGON ((946935.230213883 1947865.54807064, 946935.230213883 1947965.54807064, 947035.230213883 1947965.54807064, 947035.230213883 1947865.54807064, 946935.230213883 1947865.54807064))",영등포구,서울특별시 영등포구 당산동4가 32-204번지,126.900097739,37.529320894,946995.0833611642,1947948.307448034,"시그마오피스텔, 동현오피스텔, 동원빌딩, 한울, 상훈빌딩, 엠케이 더 유앤미, 중앙빌딩, 경희빌딩",3034.07,1731.92,10985.5,104,0.7857142857142857,144821.0,71008.0,20.3,4276071.428571428,13.428571428571429,11.0
