grid_idx,pp_pop,pp_od,bs_ebit,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry_grids
12523,-1.1353683130172807,0.8916159990247845,2.267753246907648,영등포구,서울특별시 영등포구 여의도동 36-5번지,126.927531469,37.520360811,949412.9873678986,1946939.12768308,DB금융투자빌딩,-0.2070652842467689,-0.2422174755173163,-0.0655094206836707,-0.1853572614982772,2.836582810178886,-0.2609623563762133,0.1716389447749014,1.1780654493480751,2.747304073965783,1.0479716264372545,1,"POLYGON ((126.92665664415341 37.51969335625194, 126.92664974736616 37.5205946745934, 126.92778135034189 37.52060016256568, 126.92778823351902 37.51969884404663, 126.92665664415341 37.51969335625194))"
12524,-1.215579626003901,1.1572633108648216,2.5736525890672928,영등포구,서울특별시 영등포구 여의도동 36-1번지,126.927394303,37.521371447,949401.5488877796,1947051.3259384008,키움파이낸스스퀘어,0.2059184654354842,0.1465343480914904,0.2705256101864638,-0.2783228229927692,0.3224916138252394,-0.0460028589422131,0.5144976930605282,1.283806327669281,2.9215593564440296,2.3464369328296075,2,"POLYGON ((126.92664974736616 37.5205946745934, 126.92664285027165 37.52149599279587, 126.92777446685817 37.521501480945766, 126.92778135034189 37.52060016256568, 126.92664974736616 37.5205946745934))"
12525,-1.3349102268793376,1.1698732861141594,2.90915329803153,영등포구,서울특별시 영등포구 여의도동 35번지,126.926957311,37.521975997,949363.342221541,1947118.6325759965,한국노총,0.0316609927218661,0.1850046614289407,0.5974672814900135,-0.0459089192565392,0.5319992135213767,0.2254547801084527,0.4480945530690244,1.1953058099439238,2.747304073965783,-0.2504936799550991,2,"POLYGON ((126.92664285027165 37.52149599279587, 126.92663595286996 37.52239731085937, 126.92776758306782 37.52240279918687, 126.92777446685817 37.521501480945766, 126.92664285027165 37.52149599279587))"
12527,-1.7368128877725522,0.7348224969364707,3.6908405337536903,영등포구,서울특별시 영등포구 여의도동 24-4번지,126.927374324,37.524075486,949401.6096427392,1947351.334978508,NoData,-0.1532618464916373,-0.1766473083893316,-0.0122441433113642,-0.1853572614982772,-0.3060311852631722,-0.2832599124752394,0.035213114846396,0.9405315922497132,3.9550139525278873,2.046791092892911,2,"POLYGON ((126.92662905516099 37.52329862878389, 126.92662215714479 37.52419994656945, 126.92775381456724 37.52420543525215, 126.92776069897087 37.52330411728899, 126.92662905516099 37.52329862878389))"
12528,-1.884520233031648,0.6444241397925762,4.153785058203095,영등포구,서울특별시 영등포구 여의도동 24-3번지,126.92748643,37.524630733,949411.8905832518,1947412.8763056947,유진빌딩,-0.0312509010311814,-0.0782636186216345,0.1796024963479504,-0.1388744807510312,0.5319992135213767,-0.2762273755622081,0.4343246617677461,1.293001186653734,2.7835353703226464,2.1466730395384763,2,"POLYGON ((126.92662215714479 37.52419994656945, 126.92661525882131 37.52510126421602, 126.92774692985695 37.52510675307635, 126.92775381456724 37.52420543525215, 126.92662215714479 37.52419994656945))"
12547,-1.005524020051228,0.3311622658474143,1.9975135035699327,영등포구,서울특별시 영등포구 여의도동 45-21번지,126.927856516,37.518825171,949440.674693348,1946768.5821971167,"ABL타워, 메종리브르오피스텔, 엔에이치농협캐피탈빌딩",0.8213429452853723,1.1291561216240658,2.4621379453773624,2.1387817758640217,0.4621633469559975,1.1257202146763126,2.7625471190808626,1.5426671493565818,2.7266004760475755,0.5152679109942376,4,"POLYGON ((126.92779511638952 37.51879752538861, 126.92778823351902 37.51969884404663, 126.92891982319121 37.51970432100055, 126.92892669245217 37.51880300216529, 126.92779511638952 37.51879752538861))"
12548,-1.1161995033492458,0.4910947961161827,2.2785598968425678,영등포구,서울특별시 영등포구 여의도동 45-18번지,126.928595543,37.520039821,949506.8003136902,1946902.943943268,"가든빌딩, 포레스텔빌딩, SK증권빌딩",0.7465688762792249,1.18206314394514,1.8872568841177988,1.3485745031608405,0.4621633469559975,0.327852974502097,2.511231781399565,0.911159126049378,2.272846621673528,0.2822100354879172,4,"POLYGON ((126.92778823351902 37.51969884404663, 126.92778135034189 37.52060016256568, 126.92891295362425 37.52060563969685, 126.92891982319121 37.51970432100055, 126.92778823351902 37.51969884404663))"
12549,-1.1576227366316296,0.690415988753371,2.5879759643220828,영등포구,서울특별시 영등포구 여의도동 34-6번지,126.928592899,37.521449647,949507.5167508512,1947059.3577625733,한국예탁결제원서울사옥,0.0591981852737051,-0.017502240660831,0.2171600067524947,-0.2783228229927692,0.3224916138252394,0.2290331885925362,0.4604977522357096,1.0508699000631458,2.414321207447946,1.7471452529562137,4,"POLYGON ((126.92778135034189 37.52060016256568, 126.92777446685817 37.521501480945766, 126.92890608375133 37.52150695825418, 126.92891295362425 37.52060563969685, 126.92778135034189 37.52060016256568))"
12550,-1.3441595280333474,0.5633043655336344,2.9464483914787523,영등포구,서울특별시 영등포구 여의도동 34-4번지,126.928397976,37.521652003,949490.4286153138,1947081.9126902327,"코스콤 본사, 삼덕빌딩",0.6101538608685763,0.4454755705768869,0.9819949891349332,0.6513327919521504,-0.3060311852631722,0.0375497650217814,1.1912661644217053,0.9558563572238012,2.414321207447946,1.5473813596650825,4,"POLYGON ((126.92777446685817 37.521501480945766, 126.92776758306782 37.52240279918687, 126.92889921357235 37.52240827667255, 126.92890608375133 37.52150695825418, 126.92777446685817 37.521501480945766))"
12556,-2.279246924558915,-0.4694395007443025,5.36838671078012,영등포구,서울특별시 영등포구 여의도동 22번지,126.927847603,37.527053956,949445.439947168,1947681.5255558903,파크원,-0.4493925787029522,1.0090449780063733,7.5664954908111985,2.5106440218419896,17.711622388604628,16.590181033289753,-0.2622702064500644,11.120006726287569,3.784209269702676,-1.7487228796385836,2,"POLYGON ((126.92773315951632 37.52690938830777, 126.92772627388594 37.52781070571501, 126.92885798607149 37.52781618426432, 126.92886485808684 37.526914866679796, 126.92773315951632 37.52690938830777))"
12573,-1.1155798964538526,-0.1668527997533228,2.2536383749315707,영등포구,서울특별시 영등포구 여의도동 44-24번지,126.929509604,37.520219675,949587.6946893984,1946922.4075158392,호성빌딩,-0.0852661633444041,-0.2529157387290347,0.1446280076802402,0.4654016689631665,-0.096523585567035,-0.1682601490427356,0.1923171839893976,0.6704326095814149,2.248692424102286,1.0979125997600372,2,"POLYGON ((126.92891982319121 37.51970432100055, 126.92891295362425 37.52060563969685, 126.93004455721264 37.52061110598693, 126.93005141316938 37.51970978711373, 126.92891982319121 37.51970432100055))"
12575,-1.3998963950350196,0.1346110286953898,2.9092981688625845,영등포구,서울특별시 영등포구 여의도동 34-12번지,126.929697433,37.52180856,949605.3613308246,1947098.58488133,NoData,-0.195203108993669,-0.240769668026122,-0.0594191046493876,-0.1853572614982772,-0.3060311852631722,-0.1990773171972805,0.2513938556429449,1.0842012638817868,2.102041938848316,1.2477355197283857,5,"POLYGON ((126.92890608375133 37.52150695825418, 126.92889921357235 37.52240827667255, 126.9300308443829 37.52241374331642, 126.93003770095048 37.52151242472115, 126.92890608375133 37.52150695825418))"
12598,-0.8791702901591142,-0.7979192475850223,1.9449799573910385,영등포구,서울특별시 영등포구 여의도동 44-37번지,126.930775762,37.518898558,949698.6948725708,1946775.1591590217,"아일렉스타워, 센터빌딩",-0.054551602421199,0.0279020364112321,0.2572413914396095,0.7442983534466424,0.1129840141291022,-0.0062353840583166,0.4496328617958611,1.0746232857729818,2.943125604275496,1.2976764930511684,5,"POLYGON ((126.93005826882076 37.51880846810158, 126.93005141316938 37.51970978711373, 126.93118300345296 37.51971524238614, 126.93118984549473 37.51881392319745, 126.93005826882076 37.51880846810158))"
12599,-1.0984846424784136,-0.5117216016899959,2.2116067399731096,영등포구,서울특별시 영등포구 여의도동 44-6번지,126.930352603,37.520367318,949662.2874873076,1946938.336263528,스타빌딩,-0.2462528274936167,-0.2727920672867174,-0.2320237297731936,-0.5107367267289992,0.1129840141291022,-0.191584086976418,-0.111715650527408,0.0210456938044421,2.5678728920079847,2.046791092892911,5,"POLYGON ((126.93005141316938 37.51970978711373, 126.93004455721264 37.52061110598693, 126.93117616110638 37.52061656143588, 126.93118300345296 37.51971524238614, 126.93005141316938 37.51970978711373))"
12601,-1.376232789411804,-0.4659831098587106,2.836286309467844,영등포구,서울특별시 영등포구 여의도동 34-7번지,126.930048017,37.522017307,949636.4811817064,1947121.556450812,농협재단빌딩,0.0591981852737051,0.0219246597690154,0.5187637322216072,0.0470566422379526,-0.3060311852631722,-0.2433703002957785,1.6315469716714186,1.936641315565424,3.202783228166348,1.14785357308282,5,"POLYGON ((126.93003770095048 37.52151242472115, 126.9300308443829 37.52241374331642, 126.93116247549888 37.52241919911848, 126.93116931845503 37.52151788034665, 126.93003770095048 37.52151242472115))"
12624,-0.6059756226127716,-1.136728131394418,1.6460006680252206,영등포구,서울특별시 영등포구 여의도동 55-2번지,126.931297561,37.518246318,949744.3682495068,1946702.5178954203,나라키움여의도빌딩,0.2508994103461228,0.5051976295886544,1.0765264720345111,0.3259533267214285,2.2080600110904745,0.5874590103638608,0.5378749932257622,2.082226582819258,3.1820796302481407,-1.5489589863474524,5,"POLYGON ((126.93119668723175 37.51791260386979, 126.93118984549473 37.51881392319745, 126.93232142247345 37.518819367452885, 126.93232825060149 37.517918047949046, 126.93119668723175 37.51791260386979))"
12650,-0.352508834007913,-1.3677801815048902,1.3706690438872722,영등포구,서울특별시 영등포구 여의도동 54-7번지,126.932886441,37.517757948,949884.4504701134,1946647.4883785087,NoData,-0.3792786499748082,-0.4298067897067462,-0.412012427905558,-0.743150630465229,-0.3060311852631722,-0.2384698091561981,-0.3373821084225035,-0.5306458452627205,1.4136473080679168,2.7459647194118704,9,"POLYGON ((126.93233507842537 37.51701672830625, 126.93232825060149 37.517918047949046, 126.93345981427534 37.51792348118821, 126.93346662849082 37.517022161369596, 126.93233507842537 37.51701672830625))"
12677,-0.4849930835512829,-1.5055091532322138,1.4824341993764836,영등포구,서울특별시 영등포구 여의도동 53-3번지,126.933546764,37.518739705,949943.4592205968,1946756.0572642416,미라클빌딩,-0.4493925787029522,-0.3936891635424868,-0.3684888859908796,-0.650185068970737,-0.096523585567035,-0.2832599124752394,-0.2577551299232233,-0.0862276610141728,1.2031607292328073,1.8470271996017795,9,"POLYGON ((126.93345981427534 37.51792348118821, 126.93345299975633 37.5188248008679, 126.93458457734276 37.51883022344245, 126.93459137825273 37.517928903587276, 126.93345981427534 37.51792348118821))"
12702,-0.2756075195262804,-1.591747807056039,1.2110251422656992,영등포구,서울특별시 영등포구 여의도동 62번지,126.935605114,37.517822576,950124.743328888,1946653.21370105,"여의도성모병원, 여의동주민센터",-0.3184850018026713,-0.2884283881916164,-0.3579666287475559,-0.603702288223491,-0.2012773854151036,3.216256449711936,2.851962483941373,0.3903725296799594,1.1367366859118917,-0.9996082797968414,9,"POLYGON ((126.9345981788598 37.51702758359318, 126.93459137825273 37.517928903587276, 126.93572294253305 37.51793431514626, 126.93572972953169 37.51703299497703, 126.9345981788598 37.51702758359318))"
