grid_idx,bdnm,pp_pop,pp_od,bs_ebit,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,cbdness,sim,cbdi,geometry_grids
12201,"한국보이스카우트연맹회관, 동성빌딩",-1.9605229292300768,0.1985418576211097,1.9916601523358388,0.1385767694720716,0.3404426222315249,0.5972359208218118,0.4725481381936217,0.2169550360701789,0.451349120961483,0.2763947661154923,0.4810625178797643,1.0533663852452493,0.5312065253589972,0.3740963340174315,0.7667690422505052,0.28684548774397106,"POLYGON ((126.91642321224701 37.52595269243926, 126.91641619078003 37.52685400819344, 126.91754788625619 37.52685959500061, 126.91755489410892 37.525958279065655, 126.91642321224701 37.52595269243926))"
12202,서여의도 비즈니스호텔,-2.051515002566401,0.1741469395847201,2.020044830853019,0.9231550030970088,1.4908463087585122,1.7488495236841055,2.014619334537871,0.1132385156982798,1.228903793748961,0.542217161973501,0.5408661399116207,1.5071893193246988,-0.9701468549222408,0.3066974515130647,0.7078853509239087,0.2171066330917943,"POLYGON ((126.91641619078003 37.52685400819344, 126.91640916900025 37.527755323808584, 126.91754087809129 37.527760910796545, 126.91754788625619 37.52685959500061, 126.91641619078003 37.52685400819344))"
12249,더하우스 소호 여의도 오피스텔,-2.038575770482798,0.2654898716870072,2.2453408281102845,0.138366764591551,0.3406327695625408,0.6865886123764188,-0.1539182853212294,0.9429706786734732,0.2817946851533358,0.1733597278108051,0.575988902057314,3.4378425405652675,-1.470597981682653,0.36644617138677504,0.7361897185140256,0.2697739037637723,"POLYGON ((126.91755489410892 37.525958279065655, 126.91754788625619 37.52685959500061, 126.91867958204452 37.52686517096432, 126.91868657628297 37.52596385484893, 126.91755489410892 37.525958279065655))"
12250,"이룸센터, 아시아원빌딩",-2.315172786474103,0.2342118609163366,2.2795743329343807,0.6201179605057924,0.795146560095141,1.16143990635328,0.4243584133078639,0.1132385156982798,-0.213173737617443,0.955062338571107,0.4907450090658744,2.95403578441338,0.6813418633871209,0.4264307861825009,0.8069978409734248,0.3441287237738784,"POLYGON ((126.91754788625619 37.52685959500061, 126.91754087809129 37.527760910796545, 126.91867258749451 37.52776648694069, 126.91867958204452 37.52686517096432, 126.91754788625619 37.52685959500061))"
12252,현대카드빌딩 1관,-2.570165254096898,-0.4045084565520466,2.247904964211412,0.4529540756113999,0.5509665523684278,0.9582551833962112,-0.250297735092745,0.5281045971858764,-0.2742111858698738,1.0447305147063817,0.4848595732468663,3.6309586827267353,1.0316576521194096,0.17596217863873292,0.7722209456691319,0.13588167999040307,"POLYGON ((126.91753386961422 37.52866222645346, 126.91752686082495 37.52956354197137, 126.91865859745975 37.529569118476395, 126.91866559263292 37.52866780277804, 126.91753386961422 37.52866222645346))"
12295,여의도더샵아일랜드파크,-2.2403162711379268,0.0576410363706949,2.453754558992793,2.132993119776148,3.226899663520758,3.2833904455339864,-0.250297735092745,2.60243500462386,3.206690619686774,1.5443507309611588,0.572191846690212,1.968127058641676,-0.3696055028097456,0.36797454550582587,0.5985970196566003,0.2202684662492794,"POLYGON ((126.91869357020985 37.52506253859453, 126.91868657628297 37.52596385484893, 126.91981825876854 37.52596941978907, 126.91982523908177 37.52506810335459, 126.91869357020985 37.52506253859453))"
12297,익스콘벤처타워,-2.369077850996561,-0.1030868020849211,2.5660758044490204,0.144036896365607,0.0690561288183779,0.5520120236457013,-0.1539182853212294,0.5281045971858764,0.6690035154404383,0.6841650446977213,0.4734684071455604,2.868658121563047,0.130845623950667,0.31439659365680955,0.8048830471643922,0.25305248832059807,"POLYGON ((126.91867958204452 37.52686517096432, 126.91867258749451 37.52776648694069, 126.91980429720931 37.527772052241, 126.91981127814441 37.52687073608453, 126.91867958204452 37.52686517096432))"
12298,"국민은행여의도전산센터, 여의도 프리베로 오피스텔",-2.44032623749712,-0.2339966299530539,2.5699306685096914,1.4145664235151971,0.5033937457950772,0.3225115806803295,0.2315995137648328,0.0095219953263806,0.0716846976153766,8.121078750324216,0.5279561516634741,2.2476372644016958,1.1817929901475337,0.40911726822519134,0.5911513591200986,0.2418502291508238,"POLYGON ((126.91867258749451 37.52776648694069, 126.91866559263292 37.52866780277804, 126.91979731596322 37.52867336825844, 126.91980429720931 37.527772052241, 126.91867258749451 37.52776648694069))"
12299,"현대카드빌딩 2관, 삼보호정빌딩",-2.5100179288743925,-0.4406232841888907,2.5257907700020152,0.8034522212002704,1.159396898682799,1.4170180684801177,1.1953940114799884,0.1823828626128792,1.267490655451094,1.261919000547192,0.4823282030021318,1.253258532394839,1.1984746943728808,0.22022721420087799,0.7897967892232524,0.17393474667543488,"POLYGON ((126.91866559263292 37.52866780277804, 126.91865859745975 37.529569118476395, 126.91979033440617 37.52957468413689, 126.91979731596322 37.52867336825844, 126.91866559263292 37.52866780277804))"
12300,"여의도M호텔, 엘지여의도에클라트, B&B타워",-2.7976593220633035,-0.5772568037169201,2.4423755524941364,0.5426261595936933,0.9112803272923518,1.3026663209427252,0.7616864875081684,0.3206715564420781,1.389493035406505,0.6852543375758655,0.4380292237192751,1.621195603249846,-0.5364225450632164,0.1010119392134895,0.7900347833713449,0.07980294551444864,"POLYGON ((126.91865859745975 37.529569118476395, 126.91865160197499 37.53047043403573, 126.91978335253813 37.530475999876316, 126.91979033440617 37.52957468413689, 126.91865859745975 37.529569118476395))"
