grid_idx,bd_diff,bs_diff,pp_diff,sum_diff,phase,geom_dist,geom_feature_dist
31364,0.0,0.0,0.0,0.0,0,0.0,0.0
31366,0.0,0.0,0.0,0.0,0,0.0,0.0
31367,0.0,0.0,0.0,0.0,0,0.0,0.0
31368,0.0,0.0,0.0,0.0,0,0.0,0.0
35983,0.0,0.0,0.0,0.0,0,0.0,0.0
36119,0.0,0.0,0.0,0.0,0,0.0,0.0
31268,0.0,0.0,0.0,0.0,0,0.0,0.0
31409,0.0,0.0,0.0,0.0,0,0.0,0.0
31410,0.0,0.0,0.0,0.0,0,0.0,0.0
36024,0.0,0.0,0.0,0.0,0,0.0,0.0
36025,0.0,0.0,0.0,0.0,0,0.0,0.0
36026,0.0,0.0,0.0,0.0,0,0.0,0.0
36027,0.0,0.0,0.0,0.0,0,0.0,0.0
31445,0.0,0.0,0.0,0.0,0,0.0,0.0
31318,0.0,0.0,0.0,0.0,0,0.0,0.0
31319,0.0,0.0,0.0,0.0,0,0.0,0.0
31321,0.0,0.0,0.0,0.0,0,0.0,0.0
36068,0.0,0.0,0.0,0.0,0,0.0,0.0
36069,0.0,0.0,0.0,0.0,0,0.0,0.0
36070,0.0,0.0,0.0,0.0,0,0.0,0.0
36071,0.0,0.0,0.0,0.0,0,0.0,0.0
36072,0.0,0.0,0.0,0.0,0,0.0,0.0
31476,0.7433585532117278,0.42806782896124274,1.0688642122431127,2.0199284895947076,1,0.4472135954999579,0.9033394824844485
36073,0.6330406808874509,0.38753972469425496,0.20432171672505767,3.068501968514374,1,0.4242640687119285,1.3018551300124703
36122,0.9054851571088798,0.46031914452245254,0.2758659440455718,3.6517656822259887,1,0.5,1.8258828411129944
36123,0.8300717744538362,0.5468508646013264,0.23244161482738115,3.0425319395781694,2,0.565685424949238,1.7211159731619061
36174,0.9245553780679732,0.5982022651123393,0.26288276255128173,3.7038796550675275,2,0.58309518948453,2.1597144092994953
31369,1.2168060171558182,0.5557101895624615,0.8214919165937625,4.052625256227259,2,0.41231056256176607,1.6709401992470825
31323,0.9665060100903516,0.3222608785044588,0.35176643395712553,4.125373839809409,3,0.5385164807134504,2.2215818018414963
31444,0.783821291964296,0.7247056740586285,0.9037368437038532,4.182527207208349,3,0.41231056256176607,1.7245001457339666
36121,1.0519174909938824,0.7151908762463841,0.20555766714049728,4.287543837838699,3,0.4472135954999579,1.9174478955835332
31324,0.877766978453209,0.4896618394959961,0.22218305602579455,3.3938147286956704,4,0.6324555320336759,2.1464368998609458
35984,1.2955336891446705,0.32851482883772165,0.4063893149236849,4.50828821043273,4,0.41231056256176607,1.8588148482340967
36116,0.6578568071730617,0.4496219000734349,0.8912530028120871,4.5593228834295045,4,0.5,2.2796614417147523
31273,0.8306112477164197,0.3483335359270302,0.7856533702634727,4.2041511238612514,5,0.7615773105863908,3.201786106209004
36173,0.8703865897511534,0.49594008747219975,0.21593074894202255,4.5658480436894955,5,0.5385164807134504,2.4587844199600593
36028,1.4337102140307787,0.8913980542166329,0.33190645946730385,4.878873492380082,5,0.4472135954999579,2.181898556516733
31274,0.7436038411953202,0.2612924401778395,1.2109567855180319,4.67681614814776,6,0.8544003745317531,3.9958734685935973
36117,0.7834337644033205,0.43769678031883447,0.7505395559309247,4.897484804771803,6,0.4472135954999579,2.1902217884484076
36227,0.7648574110131219,0.7271041976298431,0.4530471239065388,4.914752317580929,6,0.6324555320336759,3.108362291829388
31275,1.1846047513400575,0.6399787297812498,1.1345110113035692,4.296247132481814,7,0.9486832980505139,4.075777898882911
36175,2.0610196805797916,1.7207590432718693,0.17459987681305866,4.991282510717235,7,0.6403124237432849,3.195980202024821
31272,1.7478377964223377,0.9028075017522239,0.23195485601019683,5.027379032644468,7,0.6708203932499369,3.3724683796950496
36120,0.9478346100142582,0.6624335668999246,0.4453598812055924,5.259685495522772,8,0.41231056256176607,2.1686238855569555
36074,1.2829349189473118,0.9005305881810738,0.4167493074597106,5.346449807240024,8,0.5,2.673224903620012
35985,1.0579405182673427,0.3712854940164402,0.9201060671303719,5.380552217702997,8,0.5099019513592785,2.7435540751972516
35945,0.9010188381969844,0.13106888785309595,0.9005998151585497,3.7062754111105916,9,0.6,2.2237652466663547
36283,0.7650277170489218,0.6432179934308236,0.4571776613131832,5.3152307632601525,9,0.7280109889280518,3.8695464043418273
36171,0.5396774693393352,0.4808783910115134,0.930964678660129,5.387290861829422,9,0.5,2.693645430914711
35946,1.022190758277812,0.25746362004305073,0.8498809828467473,4.993567351214492,10,0.7,3.4954971458501443
36340,1.182876299485654,0.6732502464897739,0.5004011599257366,5.366129340958434,10,0.8544003745317531,4.5848229187007155
36168,1.1130860125977287,0.5966554067870404,0.7791062063202732,5.67173364129166,10,0.58309518948453,3.307160602274744
36285,0.7845137576653191,0.7143378309197685,0.343563615418027,1.941089046958893,11,0.8062257748298549,1.564956020898178
35909,0.7689421702328562,0.3326306109289289,0.3841901611142471,2.8856415251163834,11,0.8062257748298549,2.3264785744681604
36284,1.778428089712255,0.7566109434410858,0.3656183371209862,5.738963525714565,11,0.7615773105863908,4.37066440746709
36342,0.8993464747923107,1.0596400608147152,0.3958844119982053,2.5378112270839974,12,0.9433981132056604,2.394166323303185
35910,0.8325329392330972,0.6056940212522995,0.3210698858411562,3.647085909034445,12,0.9055385138137417,3.302576753818091
36286,0.8226609341748579,0.770258657655762,0.408872268781279,4.078150529986675,12,0.8602325267042626,3.5081577346907653
36343,1.2810808420310187,1.1968038839599373,0.4699044679522968,4.326550331035838,13,1.0,4.326550331035838
