grid_idx,pp_pop,pp_od,pp_drr,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry,gwr_const,gwr_bs_ebit,gwr_bs_elct,gwr_bd_height,gwr_bd_vintage,gwr_pp_od,gwr_pp_pop,gwr_r2
10718,-0.9952202616776755,-0.49144642798215254,-1.1786172665488415,-0.514178440936572,"POLYGON ((945535.230213883 1946565.54807064, 945535.230213883 1946665.54807064, 945635.230213883 1946665.54807064, 945635.230213883 1946565.54807064, 945535.230213883 1946565.54807064))",영등포구,서울특별시 영등포구 문래동5가 23-5번지,126.883850752,37.517448099,945550.9234865848,1946640.363489287,"문래동 빅토리 테크노 타워, 명지 페르마타",0.10348495393708046,0.1048963311563435,0.12466823936593797,0.183409788879075,0.009521995326380676,0.28235601696204643,-0.13036561411323858,1.135105304863082,-0.6130226414585743,-0.16942505210558054,4.0,"POLYGON ((945535.230213883 1946565.54807064, 945535.230213883 1946665.54807064, 945635.230213883 1946665.54807064, 945635.230213883 1946565.54807064, 945535.230213883 1946565.54807064))",1.8667868516168207,4.277110343026105,-0.011524988650816128,0.00209435822359222,0.05041488278891742,0.15745108061971305,0.040890825858622956,0.5345403196527906
10719,-1.1698290140893837,-0.5139278486157268,-0.6965462223449334,-0.5141472352197984,"POLYGON ((945535.230213883 1946665.54807064, 945535.230213883 1946765.54807064, 945635.230213883 1946765.54807064, 945635.230213883 1946665.54807064, 945535.230213883 1946665.54807064))",영등포구,서울특별시 영등포구 문래동5가 23-2번지,126.883934822,37.517783729,945558.5966650792,1946677.551186887,정민빌딩,-0.22580269871921005,-0.1948580883975506,-0.38316504009688823,-0.8285744337218385,-0.09419452504551847,-0.32815544126677926,-0.3422410183647338,-0.5213600990351607,-0.6003176321058462,-1.2704175309784882,4.0,"POLYGON ((945535.230213883 1946665.54807064, 945535.230213883 1946765.54807064, 945635.230213883 1946765.54807064, 945635.230213883 1946665.54807064, 945535.230213883 1946665.54807064))",1.2830146309335946,3.0635236096859972,-0.016084791476223496,0.01316618669900518,0.049318538785102624,0.15381760217739907,0.07925091440782112,0.5334266696986621
10739,-1.336758894888,-0.48414261042936774,-1.1786172665488415,-0.5150971978013664,"POLYGON ((945635.230213883 1946365.54807064, 945635.230213883 1946465.54807064, 945735.230213883 1946465.54807064, 945735.230213883 1946365.54807064, 945635.230213883 1946365.54807064))",영등포구,서울특별시 영등포구 문래동5가 20-20번지,126.885533866,37.515291154,945698.0987175386,1946400.0892461843,NoData,0.07643632532602798,0.2199919967085485,-0.13900419331958463,2.1109987843093863,-0.1633388719601179,0.18441570243361466,-0.24163545251421642,-0.2745515001735314,-0.6346945640789168,-0.7922086765185382,4.0,"POLYGON ((945635.230213883 1946365.54807064, 945635.230213883 1946465.54807064, 945735.230213883 1946465.54807064, 945735.230213883 1946365.54807064, 945635.230213883 1946365.54807064))",3.2312172109133828,7.050362007160622,0.004934719729827015,-0.032057949480403296,0.05562503303850725,0.1288164064545444,-0.013309496526712568,0.518824559918179
10745,-0.47475074353895,-0.5219527923686492,-0.138827317029327,-0.4904366232672409,"POLYGON ((945635.230213883 1946965.54807064, 945635.230213883 1947065.54807064, 945735.230213883 1947065.54807064, 945735.230213883 1946965.54807064, 945635.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 문래동6가 34-1번지,126.885622558,37.520633962,945709.8077879852,1946992.793989919,문래크라운팰리스,-0.158538135488464,-0.4064663722329494,-0.3525342937461622,-0.29848745997850284,-0.09419452504551847,-0.036426734423041736,-0.24314077270150597,0.62535062182964,-0.43870991313914415,-1.5706882070347359,4.0,"POLYGON ((945635.230213883 1946965.54807064, 945635.230213883 1947065.54807064, 945735.230213883 1947065.54807064, 945735.230213883 1946965.54807064, 945635.230213883 1946965.54807064))",-0.8485545688865045,-1.4344475795660947,-0.028357392711886448,0.05299666737337856,0.04568545707926052,0.12028373077174595,0.25510105990347937,0.4914519247693713
10764,-1.2781220025290867,-0.2701505752798505,-0.6461884690990086,-0.5149403072586444,"POLYGON ((945735.230213883 1946265.54807064, 945735.230213883 1946365.54807064, 945835.230213883 1946365.54807064, 945835.230213883 1946265.54807064, 945735.230213883 1946265.54807064))",영등포구,서울특별시 영등포구 문래동5가 5-4번지,126.88676621,37.51468377,945806.5658869086,1946331.992710332,NoData,-0.2856330891795271,-0.2827883811997576,-0.4137016322664479,-0.9249538834933541,-0.30162756578931676,-0.32815544126677926,-0.3422410183647338,-0.5783159295416905,-0.5381139063148892,0.030755398598584508,3.0,"POLYGON ((945735.230213883 1946265.54807064, 945735.230213883 1946365.54807064, 945835.230213883 1946365.54807064, 945835.230213883 1946265.54807064, 945735.230213883 1946265.54807064))",3.8559313552664007,8.308556838211684,0.01703827449779471,-0.04908363001109867,0.05610645208307082,0.10391632565278336,-0.03101102397727726,0.4912455889452316
10765,-1.0895542427845493,-0.3158908182636047,-0.08220128889300372,-0.5145013078697721,"POLYGON ((945735.230213883 1946365.54807064, 945735.230213883 1946465.54807064, 945835.230213883 1946465.54807064, 945835.230213883 1946365.54807064, 945735.230213883 1946365.54807064))",영등포구,서울특별시 영등포구 문래동5가 9번지,126.886057714,37.515048068,945744.216942706,1946372.8179437064,"벽산디지털밸리, 유니온빌딩별관",0.44793495896695784,0.4917433674325638,0.5917817036128159,0.038840614221801656,-0.09419452504551847,-0.3121507702232065,0.3289793476790792,0.6813571884943941,-0.5726715317543097,-0.3696055028097456,3.0,"POLYGON ((945735.230213883 1946365.54807064, 945735.230213883 1946465.54807064, 945835.230213883 1946465.54807064, 945835.230213883 1946365.54807064, 945735.230213883 1946365.54807064))",3.3805428265870785,7.33933251090556,0.008688044828411245,-0.03651978453471011,0.05511082801490716,0.12185306768073506,-0.012486502810750076,0.5105724396783542
10766,-1.100353833237809,-0.36143005351807017,-0.5470730412059253,-0.5135522758203889,"POLYGON ((945735.230213883 1946465.54807064, 945735.230213883 1946565.54807064, 945835.230213883 1946565.54807064, 945835.230213883 1946465.54807064, 945735.230213883 1946465.54807064))",영등포구,서울특별시 영등포구 문래동5가 10번지,126.886900373,37.516108641,945819.4525821004,1946489.9971661423,하우스디 비즈,-0.4391466568400809,1.0265404445903001,1.0071839728756784,-0.20210801020698727,0.3206715564420781,-0.30628230131395884,0.5545773015704016,0.9849317650941983,-0.5747043332507462,-1.3705077563305708,3.0,"POLYGON ((945735.230213883 1946465.54807064, 945735.230213883 1946565.54807064, 945835.230213883 1946565.54807064, 945835.230213883 1946465.54807064, 945735.230213883 1946465.54807064))",2.687678358450299,5.950529264293304,-0.001558721250766612,-0.014669979249238914,0.05260989384186038,0.15115971880491225,0.0012510525044864879,0.5222354879679545
10768,-1.0956269823447655,-0.4567950089992188,-0.5535201489000751,-0.511719600066321,"POLYGON ((945735.230213883 1946665.54807064, 945735.230213883 1946765.54807064, 945835.230213883 1946765.54807064, 945835.230213883 1946665.54807064, 945735.230213883 1946665.54807064))",영등포구,서울특별시 영등포구 문래동6가 19번지,126.886983241,37.517942848,945828.1018041872,1946693.4448426685,문래 SK V1 center,1.1446051496059744,1.338248450412922,1.8266066906836589,0.038840614221801656,0.9429706786734731,-0.2944137593872013,1.108884466401394,1.7378878443905226,-0.5362843849680964,-1.6707784323868184,9.0,"POLYGON ((945735.230213883 1946665.54807064, 945735.230213883 1946765.54807064, 945835.230213883 1946765.54807064, 945835.230213883 1946665.54807064, 945735.230213883 1946665.54807064))",1.4319943003377285,3.3639740850201063,-0.016097674441790045,0.013246573485129346,0.05062764001781034,0.15698036817840594,0.06816222148787895,0.52439665600046
10769,-1.0636164080500852,-0.5101387230547011,0.008238574833055677,-0.5061049056470472,"POLYGON ((945735.230213883 1946765.54807064, 945735.230213883 1946865.54807064, 945835.230213883 1946865.54807064, 945835.230213883 1946765.54807064, 945735.230213883 1946765.54807064))",영등포구,서울특별시 영등포구 문래동6가 24-1번지,126.886286204,37.519045586,945767.3025974692,1946816.189329742,에이스하이테크시티2,1.2497125923065315,1.2546298768194264,1.9297570796838754,-0.1057285604354717,0.9429706786734731,-0.1959121130500589,1.241235138986397,1.221488314464652,-0.581819138488274,-1.1703273056264059,9.0,"POLYGON ((945735.230213883 1946765.54807064, 945735.230213883 1946865.54807064, 945835.230213883 1946865.54807064, 945835.230213883 1946765.54807064, 945735.230213883 1946765.54807064))",0.6712751983929162,1.7749790454935968,-0.022306476238763372,0.028774528846062956,0.04907320296293274,0.14940784224161688,0.12259108218405743,0.5157351438647833
10771,-0.5669296812457464,-0.49815385395125195,-0.033965506054023056,-0.48643031331795694,"POLYGON ((945735.230213883 1946965.54807064, 945735.230213883 1947065.54807064, 945835.230213883 1947065.54807064, 945835.230213883 1946965.54807064, 945735.230213883 1946965.54807064))",영등포구,서울특별시 영등포구 문래동6가 29-1번지,126.886413259,37.521231739,945780.1123009388,1947058.6581363152,문래동 대우 이안,0.664363888782676,0.287602220677329,0.38162882399402803,0.8098762123939262,0.11323851569827982,0.8943151203817575,-0.15718826031966773,0.3371541194665992,-0.3985959636094639,-0.9701468549222407,9.0,"POLYGON ((945735.230213883 1946965.54807064, 945735.230213883 1947065.54807064, 945835.230213883 1947065.54807064, 945835.230213883 1946965.54807064, 945735.230213883 1946965.54807064))",-0.9577136454616332,-1.664693755204053,-0.0326201449507872,0.06372411622421172,0.045520380843215386,0.12248746355197981,0.26138473410737534,0.4783005995841975
