grid_idx,pp_pop,pp_od,pp_drr,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry,gwr_const,gwr_bs_elct,gwr_bs_ebit,gwr_bd_height,gwr_bd_vintage,gwr_pp_od,gwr_pp_pop,gwr_r2
29104,-1.3863266123112161,-1.5329237937760982,-1.0831755832376655,-1.1609525560216416,"POLYGON ((954135.230213883 1945265.54807064, 954135.230213883 1945365.54807064, 954235.230213883 1945365.54807064, 954235.230213883 1945265.54807064, 954135.230213883 1945265.54807064))",서초구,서울특별시 서초구 반포동 1333-1번지,126.98108757,37.505767634,954136.6562297802,1945292.6484653205,한강반포지구내유선장,2.359181998180566,-0.7486410274046263,-0.6174958804730281,-1.0945489534734454,0.017523748704527792,-0.2938544142870436,-0.26066474891476266,0.5240337150026021,-1.4440106433125932,-1.2572532526576667,10.0,"POLYGON ((954135.230213883 1945265.54807064, 954135.230213883 1945365.54807064, 954235.230213883 1945365.54807064, 954235.230213883 1945265.54807064, 954135.230213883 1945265.54807064))",-5.658171924181676,1.22652991445326,-5.667854782227989,0.41779455814049715,0.27713781181753955,1.1021202966754193,0.08676877107646305,0.8690227333111081
29108,1.1251993059592174,0.5572666111161408,-0.17891930468142975,-1.0110274000941744,"POLYGON ((954235.230213883 1942065.54807064, 954235.230213883 1942165.54807064, 954335.230213883 1942165.54807064, 954335.230213883 1942065.54807064, 954235.230213883 1942065.54807064))",서초구,서울특별시 서초구 방배동 450-25번지,126.983158437,37.477206176,954302.2904614888,1942122.9284162363,"성지빌딩, 웅지빌딩, 동화빌딩",-0.008190081961519312,0.1717500322997987,0.03954449240895189,0.32763652763181916,0.10454994294233573,0.1703385452195243,0.28841942136448906,0.16046081037971482,0.3304875188599674,0.0805282525961706,10.0,"POLYGON ((954235.230213883 1942065.54807064, 954235.230213883 1942165.54807064, 954335.230213883 1942165.54807064, 954335.230213883 1942065.54807064, 954235.230213883 1942065.54807064))",-10.2709925760375,0.4398250645164909,-10.278009885869302,0.28995989029402147,0.08602506056171853,1.1712376231894943,-0.7101521132907215,0.8235657695137479
29109,1.3544236380742145,0.5026021890479079,-0.13243108566112527,-1.021763186559203,"POLYGON ((954235.230213883 1942165.54807064, 954235.230213883 1942265.54807064, 954335.230213883 1942265.54807064, 954335.230213883 1942165.54807064, 954235.230213883 1942165.54807064))",서초구,서울특별시 서초구 방배동 452-9번지,126.983094313,37.47824828,954297.255411986,1942238.574105171,성도빌딩,-0.03585079853802471,-0.051877182185166,-0.38248680971463644,-0.4007999383001456,-0.24355483400889605,-0.004928261352351754,-0.13757041253605184,-0.6539476824649202,-0.5314148564935915,0.027016992386017284,10.0,"POLYGON ((954235.230213883 1942165.54807064, 954235.230213883 1942265.54807064, 954335.230213883 1942265.54807064, 954335.230213883 1942165.54807064, 954235.230213883 1942165.54807064))",-11.57701443049575,0.5116524877643978,-11.656109609920122,0.24508721784365556,0.07017869680835245,1.167872145666828,-0.7872898803086223,0.8307826120572732
29110,1.566341514679335,0.43334893396494356,-0.1737488155749971,-1.0321972328583213,"POLYGON ((954235.230213883 1942265.54807064, 954235.230213883 1942365.54807064, 954335.230213883 1942365.54807064, 954335.230213883 1942265.54807064, 954235.230213883 1942265.54807064))",서초구,서울특별시 서초구 방배동 451-5번지,126.983325531,37.47859472,954317.9098297476,1942276.8971434685,NoData,-0.11138388987806733,-0.7947311801536053,-0.5893613373486557,-0.9904866011974504,0.017523748704527792,-0.27514521124325875,-0.36909026990304566,-0.3576694773781522,-0.7664209106382185,-0.45458434950536436,10.0,"POLYGON ((954235.230213883 1942265.54807064, 954235.230213883 1942365.54807064, 954335.230213883 1942365.54807064, 954335.230213883 1942265.54807064, 954235.230213883 1942265.54807064))",-11.949886884764187,0.5866505418948197,-12.057097674278664,0.20078017092611408,0.050577909070397754,1.1097690663280684,-0.7972952196460438,0.84563808355952
29111,1.743038217547664,0.36993948521278364,-0.24892003514003563,-1.0433328385885348,"POLYGON ((954235.230213883 1942365.54807064, 954235.230213883 1942465.54807064, 954335.230213883 1942465.54807064, 954335.230213883 1942365.54807064, 954235.230213883 1942365.54807064))",서초구,서울특별시 서초구 방배동 454-27번지,126.983411611,37.479915586,954326.3246633935,1942423.3967948484,동룡빌딩,-0.07570416274475812,-0.4368067964517881,-0.46917844203728,-0.19267523374815565,-0.34508539395300536,-0.2249288742280011,-0.30996098808932476,-0.567290089292204,-0.6875937233602379,-0.2316207652963913,10.0,"POLYGON ((954235.230213883 1942365.54807064, 954235.230213883 1942465.54807064, 954335.230213883 1942465.54807064, 954335.230213883 1942365.54807064, 954235.230213883 1942365.54807064))",-10.990486610206133,0.6436349068353816,-11.071435889103036,0.17009757956646698,0.03111077133967892,0.9944842925980871,-0.7270506288632443,0.8667152102640787
29112,1.8727925015075695,0.3172553690485297,-1.0831755832376655,-1.0509521733654759,"POLYGON ((954235.230213883 1942465.54807064, 954235.230213883 1942565.54807064, 954335.230213883 1942565.54807064, 954335.230213883 1942465.54807064, 954235.230213883 1942465.54807064))",서초구,서울특별시 서초구 방배동 455-20번지,126.98323464,37.480622978,954311.108549647,1942501.963164744,"일신빌딩, 대왕빌딩, 경인빌딩",-0.08417408482634847,-0.5237134637825431,-0.47950481359784675,-0.43548738905881057,-0.308824479687252,-0.15863473453976873,-0.3182034362885577,-0.5229888259495435,-0.6340255501435209,0.9835307686425109,10.0,"POLYGON ((954235.230213883 1942465.54807064, 954235.230213883 1942565.54807064, 954335.230213883 1942565.54807064, 954335.230213883 1942465.54807064, 954235.230213883 1942465.54807064))",-9.027976737722334,0.8181750135200109,-9.064555359963135,0.13590026302645877,0.013289311330772725,0.7790021561940232,-0.583828016011755,0.8913529152652147
29113,1.9609945800857345,0.2724290848771354,-0.26332066387746195,-1.0594229425164603,"POLYGON ((954235.230213883 1942565.54807064, 954235.230213883 1942665.54807064, 954335.230213883 1942665.54807064, 954335.230213883 1942565.54807064, 954235.230213883 1942565.54807064))",서초구,서울특별시 서초구 방배동 455-5번지,126.983239813,37.48192375,954312.3579475397,1942646.2728166904,NoData,-0.10674130481886514,-0.7397947128202899,-0.5845024934025475,-1.0598615027147804,-0.417607222484512,-0.2520306902670788,-0.37804879031182376,-0.7596224033164372,-0.6393442406515152,0.3480845536469381,10.0,"POLYGON ((954235.230213883 1942565.54807064, 954235.230213883 1942665.54807064, 954335.230213883 1942665.54807064, 954335.230213883 1942565.54807064, 954235.230213883 1942565.54807064))",-5.449884527432174,1.0298714222855925,-5.355357915678863,0.10638463663121597,-0.0004889614809729963,0.44053461184820136,-0.31471102026305153,0.9100804278097064
29116,2.1402279420219967,0.2303737435598381,1.6057950564235242,-1.079572922042238,"POLYGON ((954235.230213883 1942865.54807064, 954235.230213883 1942965.54807064, 954335.230213883 1942965.54807064, 954335.230213883 1942865.54807064, 954235.230213883 1942865.54807064))",서초구,서울특별시 서초구 방배동 3005번지,126.982472677,37.484534576,954246.1258227412,1942936.29954665,"인산타워, 동주빌딩, 방배 노블루체 서리풀",-0.034930939027460174,-0.288466513296044,-0.2273234256114898,0.5704486829424741,0.017523748704527792,-0.21765098888470122,-0.1372291355680984,0.6995963800737109,-0.16171439498952095,-2.006410895599816,10.0,"POLYGON ((954235.230213883 1942865.54807064, 954235.230213883 1942965.54807064, 954335.230213883 1942965.54807064, 954335.230213883 1942865.54807064, 954235.230213883 1942865.54807064))",-0.055807484747316276,1.3343707653318697,0.31332104142579265,0.06465479047552075,-0.011930583178565532,-0.24346252092808884,0.1544732532606409,0.9344781998945086
29117,2.1164689070278464,0.24435213992858051,2.4929571680436062,-1.0853182096847374,"POLYGON ((954235.230213883 1942965.54807064, 954235.230213883 1943065.54807064, 954335.230213883 1943065.54807064, 954335.230213883 1942965.54807064, 954235.230213883 1942965.54807064))",서초구,서울특별시 서초구 방배동 3250번지,126.982614708,37.484820906,954258.8572455858,1942967.9969958945,구산타워,-0.035699292265696445,-0.06492007807565785,0.6351498104188645,-0.4007999383001456,1.322916662271647,0.050130173901250116,0.3139603458768626,4.919583453489009,0.5866997067719525,0.0805282525961706,10.0,"POLYGON ((954235.230213883 1942965.54807064, 954235.230213883 1943065.54807064, 954335.230213883 1943065.54807064, 954335.230213883 1942965.54807064, 954235.230213883 1942965.54807064))",0.38273188289395077,1.3549782892250501,0.6281534828783548,0.06520574529193553,-0.01036215252009615,-0.2501231144289659,0.10614831456963679,0.9300180021987366
29119,1.9739442498355229,0.03711634129400306,2.324898306453931,-1.133812786951524,"POLYGON ((954235.230213883 1943165.54807064, 954235.230213883 1943265.54807064, 954335.230213883 1943265.54807064, 954335.230213883 1943165.54807064, 954235.230213883 1943165.54807064))",서초구,서울특별시 서초구 방배동 3160번지,126.982681161,37.486764513,954265.91713676,1943183.595390163,"(재)원불교 유문빌딩, 성산빌딩, 방배동예다인프라자빌딩",0.01988908050998801,0.3389368402979119,0.35806668276797804,0.25826162611448916,0.10454994294233573,0.0722719878157151,0.33135632989513275,0.21219604181499718,0.3535466157720461,-0.8826744311865923,10.0,"POLYGON ((954235.230213883 1943165.54807064, 954235.230213883 1943265.54807064, 954335.230213883 1943265.54807064, 954335.230213883 1943165.54807064, 954235.230213883 1943165.54807064))",1.044436101061083,1.3666229743712477,1.1314981511128048,0.05566740300845067,-0.002270791062379281,-0.11159877837286238,0.05450897826023925,0.9243967859533927
