grid_idx,pp_pop,pp_od,pp_drr,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry,gwr_const,gwr_bs_elct,gwr_bs_ebit,gwr_bd_height,gwr_bd_vintage,gwr_pp_od,gwr_pp_pop,gwr_r2
29104,-1.6161828022166624,-1.5893372993867092,-1.253003993427936,-1.0899608818140811,"POLYGON ((954135.230213883 1945265.54807064, 954135.230213883 1945365.54807064, 954235.230213883 1945365.54807064, 954235.230213883 1945265.54807064, 954135.230213883 1945265.54807064))",서초구,서울특별시 서초구 반포동 1333-1번지,126.98108757,37.505767634,954136.6562297802,1945292.6484653205,한강반포지구내유선장,2.4282020285613406,-0.7717564866309726,-0.6154762834826628,-1.095036502342091,0.0016473889661031095,-0.3099755866143559,-0.3948394145440568,0.5028840894540927,-1.4683657554474565,-1.0584144347996494,12,"POLYGON ((954135.230213883 1945265.54807064, 954135.230213883 1945365.54807064, 954235.230213883 1945365.54807064, 954235.230213883 1945265.54807064, 954135.230213883 1945265.54807064))",-7.659978892762344,0.8350251629900208,-8.111916390674963,0.48115153271554023,0.31679672773152595,1.3109664077324674,-0.030806867757140338,0.822775749101555
29108,0.9948068602999321,0.5011294838235205,-0.4866061349223104,-0.970546964482184,"POLYGON ((954235.230213883 1942065.54807064, 954235.230213883 1942165.54807064, 954335.230213883 1942165.54807064, 954335.230213883 1942065.54807064, 954235.230213883 1942065.54807064))",서초구,서울특별시 서초구 방배동 450-25번지,126.983158437,37.477206176,954302.2904614888,1942122.9284162363,"성지빌딩, 웅지빌딩, 동화빌딩",-0.009162688594739309,0.15328121529995667,0.023928872829663675,0.27980992613945826,0.08214184764575534,-0.047532022204219475,0.16070872367550298,0.14645359980631842,0.2174555674309736,0.1922991748127411,12,"POLYGON ((954235.230213883 1942065.54807064, 954235.230213883 1942165.54807064, 954335.230213883 1942165.54807064, 954335.230213883 1942065.54807064, 954235.230213883 1942065.54807064))",-10.051578312964525,0.2907285847913813,-10.345892052661993,0.37836136219950306,0.11169306588045624,0.9336159919643505,-0.542996682909978,0.7193190972408633
29109,1.2098143468799134,0.4511442545946443,-0.4472052788289611,-0.9792564041734266,"POLYGON ((954235.230213883 1942165.54807064, 954235.230213883 1942265.54807064, 954335.230213883 1942265.54807064, 954335.230213883 1942165.54807064, 954235.230213883 1942165.54807064))",서초구,서울특별시 서초구 방배동 452-9번지,126.983094313,37.47824828,954297.255411986,1942238.574105171,성도빌딩,-0.037641209229646096,-0.07147499283055153,-0.38677494666226114,-0.42437970796084745,-0.23983598707285364,0.013866699376196848,-0.18836188566470669,-0.6519557816051192,-0.4807807451118812,0.14227063042824567,12,"POLYGON ((954235.230213883 1942165.54807064, 954235.230213883 1942265.54807064, 954335.230213883 1942265.54807064, 954335.230213883 1942165.54807064, 954235.230213883 1942165.54807064))",-13.270854756796252,0.3225683569674791,-13.810839633961503,0.33707672691845236,0.1024742804569235,1.0485412071915368,-0.7247533673222094,0.7046711695448196
29110,1.4095431713173032,0.3871239395062656,-0.4822239128990102,-0.987967944542872,"POLYGON ((954235.230213883 1942265.54807064, 954235.230213883 1942365.54807064, 954335.230213883 1942365.54807064, 954335.230213883 1942265.54807064, 954235.230213883 1942265.54807064))",서초구,서울특별시 서초구 방배동 451-5번지,126.983325531,37.47859472,954317.9098297476,1942276.8971434685,NoData,-0.11540747730141362,-0.818079327917863,-0.5880968823275887,-0.9944379831849044,0.0016473889661031095,-0.2860308130026626,-0.41314466671784117,-0.3614979824449324,-0.7205754540909212,-0.3079862690322151,12,"POLYGON ((954235.230213883 1942265.54807064, 954235.230213883 1942365.54807064, 954335.230213883 1942365.54807064, 954335.230213883 1942265.54807064, 954235.230213883 1942265.54807064))",-15.845934638203257,0.3347845548239537,-16.58548118372677,0.2900569427871498,0.09006918504696998,1.144255156694448,-0.8777789922165448,0.6906166134119346
29111,1.5778237336989673,0.3288215586029163,-0.5459349017658891,-0.9984396283021746,"POLYGON ((954235.230213883 1942365.54807064, 954235.230213883 1942465.54807064, 954335.230213883 1942465.54807064, 954335.230213883 1942365.54807064, 954235.230213883 1942365.54807064))",서초구,서울특별시 서초구 방배동 454-27번지,126.983411611,37.479915586,954326.3246633935,1942423.3967948484,동룡빌딩,-0.0786728597218801,-0.4583479443134843,-0.47113974219696014,-0.22318266964647437,-0.3337461888657813,-0.22591974583671656,-0.3445691364019666,-0.5670005828719065,-0.609982540538991,-0.09953400076348318,12,"POLYGON ((954235.230213883 1942365.54807064, 954235.230213883 1942465.54807064, 954335.230213883 1942465.54807064, 954335.230213883 1942365.54807064, 954235.230213883 1942365.54807064))",-15.701927448690338,0.3386322633386946,-16.438276071300916,0.25402276922350253,0.07696174552876203,1.135942762014624,-0.8808786733360421,0.6813400023127318
29112,1.7039475701973466,0.2809455620394315,-1.253003993427936,-1.00601495132016,"POLYGON ((954235.230213883 1942465.54807064, 954235.230213883 1942565.54807064, 954335.230213883 1942565.54807064, 954335.230213883 1942465.54807064, 954235.230213883 1942465.54807064))",서초구,서울특별시 서초구 방배동 455-20번지,126.98323464,37.480622978,954311.108549647,1942501.963164744,"일신빌딩, 대왕빌딩, 경인빌딩",-0.08739319963460326,-0.5456933644829659,-0.4811889499691732,-0.45791254767990963,-0.30020683108259283,-0.16503608602208836,-0.34459345827829785,-0.5235696209259996,-0.5424768053256589,1.0365308613011046,12,"POLYGON ((954235.230213883 1942465.54807064, 954235.230213883 1942565.54807064, 954335.230213883 1942565.54807064, 954335.230213883 1942465.54807064, 954235.230213883 1942465.54807064))",-12.816829404287956,0.43109181880165764,-13.331421845823963,0.2151587797647239,0.06369062750466832,0.9746105356521099,-0.6975134888016369,0.6757810522838015
29113,1.7924795171592254,0.24068631794283296,-0.5581400821856696,-1.013569800044372,"POLYGON ((954235.230213883 1942565.54807064, 954235.230213883 1942665.54807064, 954335.230213883 1942665.54807064, 954335.230213883 1942565.54807064, 954235.230213883 1942565.54807064))",서초구,서울특별시 서초구 방배동 455-5번지,126.983239813,37.48192375,954312.3579475397,1942646.2728166904,NoData,-0.1106276317018929,-0.7628655109664753,-0.583368451623656,-1.0615036626230288,-0.4008249044321582,-0.26652004937471047,-0.4152302676132433,-0.7555545152224291,-0.5816809103997732,0.4424418967352192,12,"POLYGON ((954235.230213883 1942565.54807064, 954235.230213883 1942665.54807064, 954335.230213883 1942665.54807064, 954335.230213883 1942565.54807064, 954235.230213883 1942565.54807064))",-7.652790492405059,0.6093699912602768,-7.758067382038498,0.16835767546124292,0.04980390317381408,0.6369736683373738,-0.34714982973817593,0.6793213187985632
29114,1.8496725422193163,0.21611387098207493,-0.48862425759187,-1.0127896857594145,"POLYGON ((954235.230213883 1942665.54807064, 954235.230213883 1942765.54807064, 954335.230213883 1942765.54807064, 954335.230213883 1942665.54807064, 954235.230213883 1942665.54807064))",서초구,서울특별시 서초구 방배동 437-30번지,126.983270101,37.482219239,954315.2156942702,1942679.0407000608,"연안회관, 인성빌딩",-0.09971235103600985,-0.6909786394282131,-0.5251584808449183,-0.5585110668370962,-0.26666747329940443,-0.2465446104580582,-0.3849677729881229,-0.3201856040085818,-0.6393296134801852,0.609203711350204,1,"POLYGON ((954235.230213883 1942665.54807064, 954235.230213883 1942765.54807064, 954335.230213883 1942765.54807064, 954335.230213883 1942665.54807064, 954235.230213883 1942665.54807064))",-4.046079181658805,0.8651693078950778,-3.749347393734545,0.0982108911297373,0.042173734751946926,0.32301123885025107,0.0008787530823876011,0.6765835988475609
29115,1.8896384945441411,0.20243004271155407,0.9139568441468994,-1.0185550824180132,"POLYGON ((954235.230213883 1942765.54807064, 954235.230213883 1942865.54807064, 954335.230213883 1942865.54807064, 954335.230213883 1942765.54807064, 954235.230213883 1942765.54807064))",서초구,서울특별시 서초구 방배동 438-17번지,126.982371041,37.483157528,954236.3003242692,1942783.574386128,NoData,-0.11778440129806729,-0.8399998403022693,-0.6029217903390439,-1.0615036626230288,-0.4008249044321582,-0.3099755866143559,-0.42263323872155834,-0.5839492509483578,0.21494650470623028,0.6925846186576974,7,"POLYGON ((954235.230213883 1942765.54807064, 954235.230213883 1942865.54807064, 954335.230213883 1942865.54807064, 954335.230213883 1942765.54807064, 954235.230213883 1942765.54807064))",-2.183969550413859,0.8630880975622672,-1.496096929234278,0.08478073971488632,0.03998951973566088,0.06952873800666257,0.28128124169331303,0.683108782359679
29116,1.8893560555598319,0.20418491237595687,1.02601954081969,-1.0237283609671954,"POLYGON ((954235.230213883 1942865.54807064, 954235.230213883 1942965.54807064, 954335.230213883 1942965.54807064, 954335.230213883 1942865.54807064, 954235.230213883 1942865.54807064))",서초구,서울특별시 서초구 방배동 3005번지,126.982472677,37.484534576,954246.1258227412,1942936.29954665,"인산타워, 동주빌딩, 방배 노블루체 서리풀",-0.036694153574729396,-0.30925875750821497,-0.235776207526572,0.5145398041728935,0.0016473889661031095,-0.01782639471213513,-0.0745719872490943,0.6749978137704572,-0.22413947212385038,-1.758814056182588,7,"POLYGON ((954235.230213883 1942865.54807064, 954235.230213883 1942965.54807064, 954335.230213883 1942965.54807064, 954335.230213883 1942865.54807064, 954235.230213883 1942865.54807064))",-0.5180929678928132,0.8568858460223665,0.5755700173733141,0.07971211477102422,0.04033103635351627,-0.2921155393398742,0.574336154358408,0.6914454809429597
