,grid_idx,bd_diff,bs_diff,pp_diff,sum_diff,phase,geom_dist,geom_feature_dist,pw_dist,final_cal
149,37327,0.4325004856810987,0.41305897483346854,0.8855962499219039,4.085645607835344,47,2.5632011235952596,10.472331412615592,9.694660926399418,97.61313872165631
151,37330,0.5839609720486427,0.3495601629120235,1.104809683190769,4.136537880094384,47,2.6832815729997477,11.0994958696727,9.694660926399418,97.61313872165631
6,37397,0.4706764644794057,0.7363326137662085,1.161616048296456,4.030733191089156,48,2.8178005607210745,11.357802245968069,9.74450001171753,107.0108363948236
23,37462,1.6118829587205337,1.0148015496429048,1.2123985822736285,4.147073898475657,48,2.906888370749727,12.05508088811862,9.74450001171753,107.0108363948236
59,37057,0.5160942176215614,0.3792645321459332,0.7655461151108947,4.176094255838203,48,2.2825424421026654,9.532112381171846,9.74450001171753,107.0108363948236
49,37526,0.7002079439588098,0.6521060837471946,1.1798625889868555,3.819306750516774,49,2.9966648127543394,11.445182148388733,9.731661779783957,100.12716256724676
15,36927,0.8799481418646481,0.11584483809464509,0.5185837432671903,4.165217651634579,49,2.0591260281974,8.576708079588013,9.731661779783957,100.12716256724676
140,37263,0.5717048024596119,0.5826265247675422,0.9977251117317697,4.180256170412382,49,2.5942243542145693,10.84452236413953,9.731661779783957,100.12716256724676
78,37591,0.38100569466393464,0.49162703746349434,1.3121292773660094,2.5364821962489836,50,3.1304951684997055,7.940445260342965,9.732622257734798,76.09071084066662
74,37590,0.6874980837480414,0.8838786839364821,1.1652253773339125,3.2666382872441138,50,3.0870698080866266,10.084340430491112,9.732622257734798,76.09071084066662
72,36563,0.6456176347646625,0.6168346846060034,0.1392626238818442,4.17657241302703,50,1.3,5.429544136935139,9.732622257734798,76.09071084066662
29,36455,0.873406963814064,0.8137647433366415,0.23352841605535254,4.194601315469723,51,1.2206555615733703,5.120163424311092,9.751956905699343,59.63757903622704
104,36164,1.0488623222705298,0.884603275303517,0.47205392169406774,4.253044332194297,51,0.8602325267042626,3.6586070720687434,9.751956905699343,59.63757903622704
86,37121,1.0247922148679167,0.26694901171485796,0.6069647976130272,4.2575134645950445,51,2.247220505424423,9.567571559758562,9.751956905699343,59.63757903622704
104,36163,0.5719197463418487,0.2889645238832272,0.5808877310407334,4.204243462986437,52,0.9433981132056604,3.966275350438636,9.781649647236112,66.63536310738843
37,36992,0.9640135866765577,0.29982502799068994,0.6782577498979825,4.273467041143254,52,2.195449840010015,9.382182531766029,9.781649647236112,66.63536310738843
136,36735,1.197542905895749,1.5497504822024537,0.35704113152204775,4.282253217880561,52,1.6552945357246849,7.08839035214714,9.781649647236112,66.63536310738843
87,36619,1.6301930099108362,0.6316622707098236,0.2053698085895472,4.378852614351452,53,1.4317821063276353,6.269562819474394,9.77566662069273,75.99231029895559
106,37191,0.7854779221884916,0.35901694432157377,0.6734835581322917,4.451583628292319,53,2.340939982143925,10.42089009932681,9.77566662069273,75.99231029895559
102,36674,0.6540624740194872,0.5120238691380958,0.2768553305234906,4.460092958561262,53,1.4866068747318504,6.63040485414029,9.77566662069273,75.99231029895559
160,37328,0.598135704537969,0.5859179848972367,0.8364225170067274,4.484737598048326,54,2.6,11.660317754925648,9.767320279779765,107.21209405924508
50,37527,1.0788349451743924,0.5436361696078941,1.1965679820817448,4.508627372205925,54,3.0413812651491097,13.712454821365563,9.767320279779765,107.21209405924508
102,36678,0.7303704575553366,0.5432770552542945,0.3641356516234973,4.540601022878991,54,1.6643316977093239,7.557066209028883,9.767320279779765,107.21209405924508
53,36510,1.45905797214562,0.754222155596768,0.12757689887587167,4.533209946603474,55,1.3038404810405297,5.910582637437188,9.791350593268383,86.47501402770033
161,36732,0.7695227512012999,0.6309783241498216,0.3728586150779724,4.539156655919818,55,1.5524174696260025,7.046666090019071,9.791350593268383,86.47501402770033
45,37525,1.058533651346699,0.4127453407167733,1.083257580352123,4.581945505014875,55,2.9546573405388314,13.538078920341105,9.791350593268383,86.47501402770033
45,37524,0.6804127821852354,0.6118247628977632,1.0282613770431113,2.694920152581715,56,2.9154759474226504,7.8569748850765695,9.791443675387878,92.37935016436268
73,37588,1.2215343574580932,0.6170696949409153,1.0375619152107216,4.490620221798595,56,3.0083217912982647,13.509230669681362,9.791443675387878,92.37935016436268
163,36731,0.6379013822990232,0.26552471179295084,0.4481959594731219,4.535446790874662,56,1.5297058540778354,6.937899506859503,9.791443675387878,92.37935016436268
45,37523,0.36032509646967836,0.47609769181649547,0.9708415361536424,3.4296455625117996,57,2.8792360097775935,9.874759004357903,9.780533717119608,91.12255979988701
28,36349,0.6390575305877042,0.5261719867014973,0.30456862087303455,4.571948901142162,57,1.4422205101855956,6.5937584767477215,9.780533717119608,91.12255979988701
117,37195,1.2482927668678947,0.7419117109371365,0.8373706867921775,4.5816821957182166,57,2.5059928172283334,11.48166267329279,9.780533717119608,91.12255979988701
121,36185,0.7164013879403439,0.5037544036739022,0.30734351134901694,4.579747596195515,58,1.4866068747318504,6.808284261040919,9.781210312167458,92.91900908829783
178,36860,1.1772223872352374,0.7087660841011402,0.4004777980321305,4.596151475254107,58,1.8384776310850237,8.449921676333108,9.781210312167458,92.91900908829783
25,37461,1.0190075463601098,0.4299467484001487,1.043060985723108,4.623968493280284,58,2.8635642126552705,13.241030697802934,9.781210312167458,92.91900908829783
18,36929,0.8486100396732261,0.507855079032171,0.5714143450982112,4.634310213039244,59,2.1633307652783937,10.025545859711665,9.75605808388205,96.61509896689611
121,36186,0.8991482272697564,0.6365500289763324,0.32399158496111796,4.644304777133505,59,1.5811388300841898,7.343290621871284,9.75605808388205,96.61509896689611
64,37063,0.5742725772182512,0.5914547514317516,1.091501528438866,4.701328137514288,59,2.6248809496813372,12.340426666362097,9.75605808388205,96.61509896689611
106,36135,0.642154299371452,0.2610109200441231,0.34526333573271056,4.089198704437887,60,1.6492422502470643,6.744079273014521,9.729411226260119,93.80077288481392
