,grid_idx,center,pop2020,pop2021,pop2022,od2020,od2021,od2022
42231,36595,POINT (959385.230213883 1947915.54807064),59609.4052143834,57005.045687988306,55113.37599534094,2477106.1303764367,1841991.282930249,2168219.048427975
42232,36596,POINT (959385.230213883 1948015.54807064),58867.981290588854,56331.245828161205,54455.65735480802,2414521.528822223,1794171.9308100934,2116773.297368399
42233,36597,POINT (959385.230213883 1948115.54807064),59339.62959350904,56846.611165989445,54955.37624173875,2222022.4374163286,1650386.8642315723,1956109.500545601
42234,36598,POINT (959385.230213883 1948215.54807064),58619.28262539379,56405.678689636494,54573.39827817585,2203923.825437661,1636942.2172988825,1943450.8888890068
42235,36599,POINT (959385.230213883 1948315.54807064),59544.48082736123,57336.04773829988,55474.15355418926,2186881.024890114,1624734.9758679355,1932741.2509019517
42236,36600,POINT (959385.230213883 1948415.54807064),59336.96155924746,57155.116062284455,55298.52347269475,2101578.5864063445,1559860.3050609324,1862386.0169387583
42237,36601,POINT (959385.230213883 1948515.54807064),59173.84238952955,57075.05245887063,55242.39420760365,2148037.603107966,1589174.0532835764,1902027.6716991258
42242,36602,POINT (959485.230213883 1943115.54807064),103881.0651613396,104616.48140083614,104322.70013703537,4372143.369018051,2997566.873736305,3564267.9825079357
42243,36603,POINT (959485.230213883 1943215.54807064),106797.1831597374,107428.74941230974,107087.46971490583,4526675.537977475,3098457.767970719,3689275.3375724237
42244,36604,POINT (959485.230213883 1943315.54807064),108096.12992007977,108643.50529566182,108311.5619594277,4833508.59028884,3291025.3093933812,3927579.845383849
42245,36605,POINT (959485.230213883 1943415.54807064),108795.95767967716,109272.28366898042,108960.91309279679,5046862.750934938,3438755.883780523,4104617.9283446386
42246,36606,POINT (959485.230213883 1943515.54807064),109057.16984099297,109472.51205994343,109187.43392609568,5322242.864599617,3626469.7122616917,4330567.264214213
42247,36607,POINT (959485.230213883 1943615.54807064),112024.8261273997,112344.78852383199,112172.48988397438,5532638.5843053395,3770064.5212448174,4505092.865733243
42248,36608,POINT (959485.230213883 1943715.54807064),112263.7536028258,112526.1324436369,112372.76663189071,5705204.8432113165,3883482.519162445,4645001.615846218
42249,36609,POINT (959485.230213883 1943815.54807064),112449.85739861561,112654.54455274646,112511.13086457636,5884997.468258518,4003331.078357628,4792135.353595329
42250,36610,POINT (959485.230213883 1943915.54807064),113259.6289319252,113335.16448455326,113172.1942420419,6071221.053700121,4129419.131007205,4946102.705426762
42251,36611,POINT (959485.230213883 1944015.54807064),113049.72685578954,113063.07631018796,112896.93735027948,6323802.228934762,4307315.807618095,5157089.822362956
42252,36612,POINT (959485.230213883 1944115.54807064),112372.76430745995,112325.97392791887,112156.75819964812,6460473.530499039,4403751.8373119775,5273862.860136283
42253,36613,POINT (959485.230213883 1944215.54807064),108916.80784050959,108867.76969904771,108767.9380617001,6782278.623987464,4632756.322535628,5546707.938710409
42254,36614,POINT (959485.230213883 1944315.54807064),105748.01879303744,105576.44689668306,105457.18097967652,6980061.213794846,4776487.683155648,5717497.838192373
42255,36615,POINT (959485.230213883 1944415.54807064),102573.60182501149,102374.23271117722,102288.61621840633,7161940.369919806,4911301.286466842,5876479.326203219
42256,36616,POINT (959485.230213883 1944515.54807064),101816.07277301035,101415.96835703331,101264.73472571764,7317244.723761171,5029334.758441902,6014249.957664108
42257,36617,POINT (959485.230213883 1944615.54807064),101338.97361856973,100523.29376438893,100290.67921814023,7433791.091074198,5121510.744550966,6120005.379052043
42258,36618,POINT (959485.230213883 1944715.54807064),99119.78576562607,98220.78171548294,97981.12823596245,7518490.339729947,5189769.930209661,6195954.913958998
42259,36619,POINT (959485.230213883 1944815.54807064),97008.02887878183,96005.5507874156,95731.87161840471,7531724.144371752,5210453.378822768,6214481.195657568
42260,36620,POINT (959485.230213883 1944915.54807064),95160.89835568563,94070.27744561556,93781.70516818391,7627968.323512666,5284115.175308891,6298062.963544404
42261,36621,POINT (959485.230213883 1945015.54807064),93536.10900257486,92356.37341682406,92050.21032109718,7458731.866928364,5181552.641647393,6171265.188312489
42262,36622,POINT (959485.230213883 1945115.54807064),92161.0124817932,90891.21651983527,90564.94417432231,7352045.403189193,5117709.643956511,6088174.1941947695
42263,36623,POINT (959485.230213883 1945215.54807064),91619.11511412208,90007.46532660123,89585.34670515267,7215076.46728408,5032599.269613209,5980020.397303416
42264,36624,POINT (959485.230213883 1945315.54807064),89898.44595297649,88216.73335384365,87482.18540953026,7055572.631211854,4931685.93378395,5853410.535963962
42265,36625,POINT (959485.230213883 1945415.54807064),89551.70033931412,87795.58741717787,87047.88234296783,6881208.236563906,4820414.817722275,5714824.694422042
42266,36626,POINT (959485.230213883 1945515.54807064),89060.87628311168,87242.53545090822,86476.01043362496,6699169.137504574,4703897.209787743,5570287.005999756
42267,36627,POINT (959485.230213883 1945615.54807064),89005.44174762443,87111.10910185616,86321.9622282316,6515599.1762031615,4586492.593839836,5424914.498812989
42268,36628,POINT (959485.230213883 1945715.54807064),88899.50215103518,86931.98600531352,86112.59116683602,6199573.903572048,4377679.445656606,5174723.340817008
42269,36629,POINT (959485.230213883 1945815.54807064),85838.09886777903,83852.3947964584,83045.40601846497,5912153.102467759,4186797.542072208,4944260.305047317
42270,36630,POINT (959485.230213883 1945915.54807064),85420.74660805873,83370.17799074386,82505.85283486689,5765774.655285856,4095951.472007906,4830537.4331242135
42271,36631,POINT (959485.230213883 1946015.54807064),84631.85031306284,82523.94861056363,81591.0104519417,5627837.63647134,4011010.8723120834,4724066.035391106
42272,36632,POINT (959485.230213883 1946115.54807064),83562.98728781583,81403.50337810186,80393.54579550953,5519975.98431472,3948132.6255492275,4644074.632680738
42273,36633,POINT (959485.230213883 1946215.54807064),82328.22332827198,80120.5232755007,79029.18754999508,5372351.647362352,3852845.3189792084,4527052.226394011
42274,36634,POINT (959485.230213883 1946315.54807064),80821.80974998663,78557.41170938188,77373.03685445385,5230817.918606568,3766453.4954174627,4418197.746646764
42275,36635,POINT (959485.230213883 1946415.54807064),80744.30312202174,78184.13343113498,76682.35236497445,5121634.4114615135,3700942.124372685,4336870.198215924
42276,36636,POINT (959485.230213883 1946515.54807064),79569.79500064696,76963.19908136335,75401.96789210661,5031709.165866973,3648544.9783988292,4270851.592455233
42277,36637,POINT (959485.230213883 1946615.54807064),76989.63371293085,74359.2128388313,72782.01811734006,4816464.370353419,3494310.746155984,4088603.9976666416
42278,36638,POINT (959485.230213883 1946715.54807064),75511.62994520678,72830.12240193077,71209.82493059004,4576127.287972301,3318926.440959611,3882646.7564539486
42279,36639,POINT (959485.230213883 1946815.54807064),74680.60063218046,71899.38690572935,70198.59841490899,4316639.38678732,3135984.124728906,3665355.677598542
42280,36640,POINT (959485.230213883 1946915.54807064),71515.24667394446,68717.91257189545,66869.8422781559,4246799.947726685,3098088.713288856,3631535.4161479943
42281,36641,POINT (959485.230213883 1947015.54807064),70111.89612615644,67265.20612798222,65394.03129003496,4051803.253902659,2956733.800528207,3466344.6536463047
42282,36642,POINT (959485.230213883 1947115.54807064),65140.570815339284,62330.16313224839,60478.522630174295,3584885.904932188,2661872.612081533,3106258.766854753
42283,36643,POINT (959485.230213883 1947215.54807064),62391.78928691015,59558.389065302224,57733.32144370779,3435443.9690642133,2549776.8631855207,2978376.706533273
42284,36644,POINT (959485.230213883 1947315.54807064),62698.004965247324,59818.0208329837,57945.60856973786,3292858.7646486666,2443219.77418934,2857045.1553191748
42285,36645,POINT (959485.230213883 1947415.54807064),61174.603638956214,58290.85958372725,56415.96271261353,3139337.7997073303,2332042.659082272,2730321.6118581537
42286,36646,POINT (959485.230213883 1947515.54807064),60527.82530927642,57661.97565987416,55779.636330421556,3010149.3962072935,2236249.3431232423,2621631.9766655704
42287,36647,POINT (959485.230213883 1947615.54807064),60591.415027264215,57745.65138832394,55845.92942350873,3065974.302490455,2254497.7982386695,2654771.220701196
42288,36648,POINT (959485.230213883 1947715.54807064),59841.549559876905,57047.6694779686,55154.57895404409,2819999.5185276307,2072678.6727020256,2442341.612775129
42289,36649,POINT (959485.230213883 1947815.54807064),60423.882723336435,57672.63388438091,55764.43232692604,2657639.983765692,1957444.428178819,2306576.4442623276
42290,36650,POINT (959485.230213883 1947915.54807064),59659.058315165574,56978.76144718948,55085.660245568964,2417238.797264376,1798850.0025984312,2119466.478972093
42291,36651,POINT (959485.230213883 1948015.54807064),58882.96706172789,56277.938226120714,54402.66838173353,2384182.041558247,1772855.2439951971,2093043.7142918378
42292,36652,POINT (959485.230213883 1948115.54807064),56421.06282046874,54217.54463204189,52435.66024372941,2196052.6783494605,1632287.2043469232,1936562.078033975
42293,36653,POINT (959485.230213883 1948215.54807064),57914.856315530014,55631.32157797736,53820.2620648136,2185567.196212966,1624465.8580643947,1930870.1484226116
42294,36654,POINT (959485.230213883 1948315.54807064),59597.97736338935,57318.8520058177,55454.91719726253,2101347.901454578,1559919.3827601238,1861403.5164188945
42295,36655,POINT (959485.230213883 1948415.54807064),60767.44347741989,58512.10720086003,56686.15302610686,2102504.5423449846,1561821.5312022301,1867397.8052381347
42302,36656,POINT (959585.230213883 1942915.54807064),101486.17576477795,102474.94757040833,102134.5741048586,3857314.6947140195,2660586.8801687025,3155318.6103542023
42303,36657,POINT (959585.230213883 1943015.54807064),103163.07243118972,104041.18020314371,103706.22966921487,4032098.630195762,2779123.649890518,3298428.6285224813
42304,36658,POINT (959585.230213883 1943115.54807064),104499.71457780126,105271.25643138264,104945.61711992197,4192644.8836657167,2886524.6644384596,3429032.52945081
42305,36659,POINT (959585.230213883 1943215.54807064),106800.80774694051,107460.7014647497,107094.9117088796,4505723.419328743,3085923.247530507,3673966.3662356697
42306,36660,POINT (959585.230213883 1943315.54807064),107728.57990536492,108294.51225014505,107938.34939954328,4651260.148383155,3178981.9285676177,3789355.5036569913
42307,36661,POINT (959585.230213883 1943415.54807064),108372.63613643959,108853.93446193622,108510.28666588374,4865715.66060308,3328298.263767788,3968389.9765017037
42308,36662,POINT (959585.230213883 1943515.54807064),108799.67991427313,109204.54148420533,108873.6927525754,5009446.870854035,3419885.6400217996,4082371.3186595123
42309,36663,POINT (959585.230213883 1943615.54807064),110244.73498519078,110579.03261341824,110225.21507112478,5267790.176927313,3602337.403016315,4299740.361581864
42310,36664,POINT (959585.230213883 1943715.54807064),112339.83081456128,112568.73272837057,112331.42308833824,5429998.99258236,3709146.5363314017,4431122.081815019
42311,36665,POINT (959585.230213883 1943815.54807064),113557.05811140679,113648.43528280075,113386.21666470525,5598960.99052352,3822026.8220415427,4569276.819774317
42312,36666,POINT (959585.230213883 1943915.54807064),113945.78796520129,113966.18381955622,113692.9102657671,5774077.133626962,3940855.0211006217,4713908.337413734
42313,36667,POINT (959585.230213883 1944015.54807064),114028.90499504206,113980.88912891044,113694.58944142077,6017660.389566453,4112911.380894998,4917119.098881045
42314,36668,POINT (959585.230213883 1944115.54807064),112053.89358781549,111876.88569434549,111562.4408004665,6205329.822034842,4244773.153540773,5075270.608895487
42315,36669,POINT (959585.230213883 1944215.54807064),108822.56172429434,108641.44727348188,108394.32678359184,6490937.335434528,4448440.571526755,5317712.515323762
42316,36670,POINT (959585.230213883 1944315.54807064),107116.28818024398,106879.74786196131,106639.74695942667,6677971.489578218,4584182.306036282,5478386.259168829
42317,36671,POINT (959585.230213883 1944415.54807064),103730.61198076686,103467.06870725025,103270.95248640934,6870671.026746056,4725592.205081928,5644260.1395937605
42318,36672,POINT (959585.230213883 1944515.54807064),102781.74150251107,102315.66083858175,102064.17332549054,7024274.229442737,4841508.823028385,5779009.778758161
42319,36673,POINT (959585.230213883 1944615.54807064),100282.06859087713,99753.70758831126,99512.74198212454,7176496.5093826745,4951882.042154132,5908615.938773673
42320,36674,POINT (959585.230213883 1944715.54807064),99600.93514632269,98668.35372887444,98357.98024066699,7263531.336263488,5023028.07727306,5988037.97627442
42321,36675,POINT (959585.230213883 1944815.54807064),97366.16107074654,96352.97227319538,96044.31155344403,7307176.082270535,5064213.585439298,6031011.436249958
42322,36676,POINT (959585.230213883 1944915.54807064),96246.69827228838,95114.31352332061,94770.87189056516,7314375.432003747,5085328.917090455,6051901.152717318
42323,36677,POINT (959585.230213883 1945015.54807064),93646.93996886119,92446.18434024617,92103.96786506423,7299663.83821143,5082946.457294968,6042172.431330087
42324,36678,POINT (959585.230213883 1945115.54807064),92254.45674124305,90965.8946250127,90613.88168210087,7224093.150153793,5039897.491888522,5984510.454523033
42325,36679,POINT (959585.230213883 1945215.54807064),90279.73553328456,88664.93431982667,88275.45704348551,7109724.835449016,4969266.171221731,5894539.499635819
42326,36680,POINT (959585.230213883 1945315.54807064),91065.36635591686,89360.3602277289,88907.57439155578,6964008.653724281,4876344.486237437,5778610.361010369
42327,36681,POINT (959585.230213883 1945415.54807064),89657.19549100583,87880.63673657727,87119.36325471479,6796319.144120754,4767876.321287597,5644657.310488226
42328,36682,POINT (959585.230213883 1945515.54807064),89312.80866084102,87473.70549546591,86707.42115392938,6476273.781405796,4553946.156239341,5389431.857465588
42329,36683,POINT (959585.230213883 1945615.54807064),89469.08512858213,87551.73913022799,86777.19632111113,6299316.367049578,4439181.973014167,5248270.75239658
42330,36684,POINT (959585.230213883 1945715.54807064),89584.94745836241,87591.37252866634,86800.6474578866,6124145.982688193,4325972.398680918,5109030.934211584
42331,36685,POINT (959585.230213883 1945815.54807064),86695.21600053881,84679.82404846168,83912.74546962694,5841949.616765247,4136673.7765257466,4881644.748620635
42332,36686,POINT (959585.230213883 1945915.54807064),86169.51153401042,84089.80832410077,83272.30148710108,5691593.61869128,4041579.570673248,4763784.388438729
42333,36687,POINT (959585.230213883 1946015.54807064),85041.53636372244,82907.6491644799,82023.69401371424,5565238.845065726,3965012.1821912467,4667826.769411782
42334,36688,POINT (959585.230213883 1946115.54807064),83528.04789733524,81346.25481059996,80385.26559629096,5434613.429630297,3884059.333579225,4566995.954385893
42335,36689,POINT (959585.230213883 1946215.54807064),82754.14749512797,80495.73778593901,79411.2915491973,5282994.375581778,3784920.874547927,4445923.8832478905
42336,36690,POINT (959585.230213883 1946315.54807064),80268.10398332338,77741.4097469918,76375.3071538476,5170846.634747466,3716895.551972869,4360853.607245898
42337,36691,POINT (959585.230213883 1946415.54807064),79790.53903036877,77208.32497495414,75763.29099929126,5008667.422512293,3613548.005805127,4233682.200141721
42338,36692,POINT (959585.230213883 1946515.54807064),78455.81768704204,75821.7450945791,74313.75691820218,4880800.907321852,3530411.434888319,4132495.400264628
42339,36693,POINT (959585.230213883 1946615.54807064),75818.26864778376,73153.8774989415,71624.88355945292,4699655.622649684,3403516.7301072967,3981643.497710489
42340,36694,POINT (959585.230213883 1946715.54807064),74478.00606931136,71752.79023806515,70171.07724839558,4485256.400448404,3249030.3149538,3799658.0295904423
42341,36695,POINT (959585.230213883 1946815.54807064),72293.4350192404,69491.90766912831,67707.70728430313,4338113.165113596,3152525.891183755,3693196.7511451314
42342,36696,POINT (959585.230213883 1946915.54807064),71102.38685713892,68232.8800068444,66408.71374532703,4180450.7323050178,3042460.554183652,3567405.919396163
42343,36697,POINT (959585.230213883 1947015.54807064),68122.33436314152,65205.50993631682,63352.56404681943,3689934.6497053434,2733396.277801426,3189474.519236366
42344,36698,POINT (959585.230213883 1947115.54807064),68700.23029282935,65702.60962039037,63781.39521486838,3531505.3490001047,2621344.806701507,3058115.1579032526
42345,36699,POINT (959585.230213883 1947215.54807064),64746.86931320958,61764.52736413614,59868.928855770544,3364343.2423215676,2499731.472886583,2919068.7780451667
42346,36700,POINT (959585.230213883 1947315.54807064),61556.139449530376,58568.17934479783,56709.34804216541,3221774.23251173,2393631.8191962293,2798311.241928066
42347,36701,POINT (959585.230213883 1947415.54807064),61030.90802368686,58037.08295111942,56159.37874512654,3260747.5326406183,2399484.2359777717,2816818.5450172005
42348,36702,POINT (959585.230213883 1947515.54807064),61133.83833438346,58142.661448845116,56237.674730226114,3141695.762720588,2310332.455181095,2716482.7728139013
42349,36703,POINT (959585.230213883 1947615.54807064),60348.40242019143,57400.924444830045,55498.76805712671,3029452.298639324,2226657.0722866138,2622582.027917536
42350,36704,POINT (959585.230213883 1947715.54807064),60313.576581003144,57410.94447515399,55500.83354174416,2687940.4477407536,1983064.2336792126,2332692.894885894
42351,36705,POINT (959585.230213883 1947815.54807064),59424.96327700322,56597.48977988902,54703.68511020157,2634930.9456120906,1939773.8105346481,2287064.4915370536
42352,36706,POINT (959585.230213883 1947915.54807064),56766.713854322785,54357.779003106945,52560.57691659902,2564785.861948102,1887527.5141119855,2230686.230904791
42353,36707,POINT (959585.230213883 1948015.54807064),57388.53642064373,55025.85904596687,53218.21360729904,2337093.069172601,1738647.6841534877,2055239.096714206
42354,36708,POINT (959585.230213883 1948115.54807064),56704.33351737619,54408.5821556992,52617.35379252695,2175909.4835353377,1618009.5989543034,1921658.2584034023
42355,36709,POINT (959585.230213883 1948215.54807064),58228.93718145059,55882.4081550588,54131.98717233634,2092159.2835729858,1553289.015849138,1852503.3215752726
42356,36710,POINT (959585.230213883 1948315.54807064),59125.82693519686,56800.6046813071,55028.786487454054,2099855.183082768,1559644.8883709265,1863546.569994466
42357,36711,POINT (959585.230213883 1948415.54807064),61107.86758920858,58785.28567220974,56955.99646399915,2107997.7618051856,1566760.0304034553,1876070.7806895603
42363,36712,POINT (959685.230213883 1942615.54807064),92240.80817749612,93738.25136199307,93430.49229898726,3021648.9230943574,2094793.2890429178,2474891.8928856375
42364,36713,POINT (959685.230213883 1942715.54807064),97294.45152923753,98641.87909361787,98268.6002954214,3313340.6309526367,2293336.4422387574,2715360.0017245607
42365,36714,POINT (959685.230213883 1942815.54807064),100046.29129621244,101254.99530720213,100857.45632655438,3503556.2174541396,2425356.3783931215,2872869.770284586
42366,36715,POINT (959685.230213883 1942915.54807064),103317.25698230094,104370.78673890729,104000.1037179466,3689098.48126344,2553838.951866305,3026537.656424062
42367,36716,POINT (959685.230213883 1943015.54807064),104350.35527323527,105280.31730789466,104922.17497483906,3866394.6127424897,2675942.7907953598,3173108.140834445
42368,36717,POINT (959685.230213883 1943115.54807064),105048.02798751759,105860.7975849186,105519.0875475329,4029787.8563004984,2787059.734434169,3307315.286180032
42369,36718,POINT (959685.230213883 1943215.54807064),105629.75683588465,106331.238203611,106004.99963622843,4351538.612177029,2992875.675264236,3559457.6647265903
42370,36719,POINT (959685.230213883 1943315.54807064),107414.874892324,108000.85915940427,107634.02912285783,4490798.222526334,3081971.2049814756,3669665.660548382
42371,36720,POINT (959685.230213883 1943415.54807064),107976.2635291794,108464.68852322911,108104.01273891583,4684598.525774948,3216308.794048523,3829988.8168002907
42372,36721,POINT (959685.230213883 1943515.54807064),108502.20358323117,108900.40838849939,108541.88646991257,4827418.681179105,3307877.7437947593,3944071.4947323897
42373,36722,POINT (959685.230213883 1943615.54807064),110139.4897245553,110453.84251500298,110060.11889234277,5072174.035707619,3480820.6507262313,4149805.148948202
42374,36723,POINT (959685.230213883 1943715.54807064),110826.8992384607,111061.80626539208,110653.38127896565,5224661.030565088,3581218.131094902,4273005.132925247
42375,36724,POINT (959685.230213883 1943815.54807064),112356.46551316671,112441.21335460061,111986.81941543917,5383814.7986979475,3687628.52355597,4402876.687035916
42376,36725,POINT (959685.230213883 1943915.54807064),113295.5250596289,113200.0808038382,112813.68510651855,5609039.859017335,3845071.657172088,4589087.93283296
42377,36726,POINT (959685.230213883 1944015.54807064),113904.07339248408,113734.76791868976,113321.3926475182,5784945.078757314,3966839.332818911,4735504.912416485
42378,36727,POINT (959685.230213883 1944115.54807064),111704.5379914243,111521.76714568527,111157.75702509754,5963760.062805515,4092526.3341925135,4885704.23829661
42379,36728,POINT (959685.230213883 1944215.54807064),110838.13882904839,110591.1240516043,110221.10545881634,6142337.85210096,4219976.639547709,5037020.371871523
42380,36729,POINT (959685.230213883 1944315.54807064),108879.1295132768,108576.59915553732,108221.84943352468,6416499.05062087,4417346.277551229,5270315.6014945535
42381,36730,POINT (959685.230213883 1944415.54807064),105125.83341484459,104797.51458267724,104498.9949096256,6617128.772166261,4558143.999028531,5437914.905762324
42382,36731,POINT (959685.230213883 1944515.54807064),103867.67306265667,103335.71209618947,102993.18739000474,6775453.4439241225,4676447.710927341,5575139.775481722
42383,36732,POINT (959685.230213883 1944615.54807064),101115.2654794557,100522.2901650328,100201.60668028542,6930440.7357348045,4793454.016764436,5709341.338058704
42384,36733,POINT (959685.230213883 1944715.54807064),98471.09098029406,97817.15399989557,97515.20286902227,6942465.946552333,4816356.258487793,5733286.242905464
42385,36734,POINT (959685.230213883 1944815.54807064),96018.8020800403,95303.28733843286,95016.39952376616,7022990.860052796,4882648.147464515,5805725.469635294
42386,36735,POINT (959685.230213883 1944915.54807064),95618.53763676164,94493.66361175917,94139.23000862123,7062889.7346654665,4920613.999435741,5844147.7334792325
42387,36736,POINT (959685.230213883 1945015.54807064),95212.44773005565,93954.06723665688,93554.34982934073,7163680.86664984,5001646.055795055,5934054.299553173
42388,36737,POINT (959685.230213883 1945115.54807064),93752.79278409097,92409.23407279939,92008.73464404284,7115784.105779936,4977157.936928868,5898990.912266322
42389,36738,POINT (959685.230213883 1945215.54807064),90829.1574287306,89173.04963026078,88751.72853570529,7018468.725006922,4917185.132347876,5822623.032853462
42390,36739,POINT (959685.230213883 1945315.54807064),91603.23453792691,89858.95577195517,89385.54097847625,6897565.590714584,4837583.289411895,5723610.255580138
42391,36740,POINT (959685.230213883 1945415.54807064),91377.54727150947,89559.71718696709,89077.83545207276,6594863.424133586,4633742.57363623,5481345.748957088
42392,36741,POINT (959685.230213883 1945515.54807064),90353.53663111199,88460.52359518208,87676.0748778337,6418022.954348391,4516839.318945338,5338904.55295166
42393,36742,POINT (959685.230213883 1945615.54807064),90430.7490806319,88470.28361336609,87690.96393868736,6235605.995374663,4396316.179888058,5192238.628336878
42394,36743,POINT (959685.230213883 1945715.54807064),89903.55200854084,87885.81732678348,87120.43265476052,6054924.652112927,4277450.7432281375,5047476.391126176
42395,36744,POINT (959685.230213883 1945815.54807064),88371.15490093522,86300.72194475133,85560.0409904463,5770440.782600562,4084955.7648409093,4817277.258469211
42396,36745,POINT (959685.230213883 1945915.54807064),87731.74557980077,85597.66842957794,84813.40639022242,5636118.516281197,4000716.4518363085,4713194.050239131
42397,36746,POINT (959685.230213883 1946015.54807064),86077.62939922514,83895.62417207472,83043.41998890213,5491132.133808423,3908324.9534482,4599375.113506905
42398,36747,POINT (959685.230213883 1946115.54807064),83978.80328784474,81755.18196340992,80822.95918196917,5348882.462766639,3818459.883451681,4488391.264839627
42399,36748,POINT (959685.230213883 1946215.54807064),83440.41271405463,81072.39876161693,80026.06479879792,5190188.37495234,3713064.7389775743,4360456.662914648
42400,36749,POINT (959685.230213883 1946315.54807064),79558.96515028177,77010.1745122906,75695.46099479489,5067853.012263568,3636416.2044949606,4265703.084240951
42401,36750,POINT (959685.230213883 1946415.54807064),78862.04271394543,76254.31061672159,74857.9202699758,4941005.346391247,3555257.564669185,4166211.6874270127
42402,36751,POINT (959685.230213883 1946515.54807064),77411.0517600665,74745.8741760252,73282.75546568901,4729466.218301536,3412991.00101318,3994875.333915771
42403,36752,POINT (959685.230213883 1946615.54807064),74416.34578585379,71723.56681549155,70086.4578829034,4561075.181800929,3296210.227341225,3855652.85373435
42404,36753,POINT (959685.230213883 1946715.54807064),71978.41812961026,69239.02136472482,67582.94358004397,4368930.203525697,3159597.493309335,3694173.5496346955
42405,36754,POINT (959685.230213883 1946815.54807064),71656.29221884436,68790.29451215838,67036.87782808888,4250658.640836404,3084936.044541104,3612408.3442476937
42406,36755,POINT (959685.230213883 1946915.54807064),72231.4497273822,69257.80678396444,67414.87000264302,4095543.4884711173,2980749.63916029,3494113.141542467
42407,36756,POINT (959685.230213883 1947015.54807064),69647.62426944768,66607.70848754446,64721.39169982894,3624650.9829863245,2684626.002892221,3132037.8024176895
42408,36757,POINT (959685.230213883 1947115.54807064),69036.96273209328,65921.42899813941,63990.31977857758,3467810.861823349,2568418.0474379477,2999021.841531709
42409,36758,POINT (959685.230213883 1947215.54807064),67228.98002385165,64050.72045264399,62101.61347622151,3344439.5768333897,2476555.819442069,2894223.6331450813
42410,36759,POINT (959685.230213883 1947315.54807064),63323.857882648445,60181.61686528681,58261.17337850885,3351431.3823759165,2465548.90568642,2890237.517369577
42411,36760,POINT (959685.230213883 1947415.54807064),61870.68156437148,58726.45771189437,56815.08828206175,3226540.4437970426,2372072.7753485297,2784930.4394648755
42412,36761,POINT (959685.230213883 1947515.54807064),61196.73397134539,58076.223444696254,56157.744641554986,3108961.6528603006,2284355.337740617,2686446.236512919
42413,36762,POINT (959685.230213883 1947615.54807064),61099.634131401646,58015.97558062172,56084.214903315384,2998888.948892583,2202569.5035985853,2594958.351335783
42414,36763,POINT (959685.230213883 1947715.54807064),60940.84924928342,57916.589642389015,55982.544597101485,2668259.9194560884,1966798.7228625275,2314799.06638762
42415,36764,POINT (959685.230213883 1947815.54807064),58254.322850419776,55644.692359434455,53806.41893610398,2618374.232334402,1926050.4245575755,2272360.480178023
42416,36765,POINT (959685.230213883 1947915.54807064),57345.80631808983,54816.83782839797,52999.594592684356,2552320.5686687054,1877030.705353337,2220000.7291036923
42417,36766,POINT (959685.230213883 1948015.54807064),56488.019251674596,54040.87434451787,52244.99017235625,2492768.9721633797,1833262.975889562,2173763.100457218
42418,36767,POINT (959685.230213883 1948115.54807064),58410.22429302642,56013.30900908989,54245.80372226637,2139007.761277854,1590837.514376819,1892639.7881009188
42419,36768,POINT (959685.230213883 1948215.54807064),58710.54799765746,56281.240478153355,54522.91162375853,2065037.257385685,1533550.3093649412,1832471.492186581
42420,36769,POINT (959685.230213883 1948315.54807064),59579.32458797554,57180.18329667216,55402.16874780828,2103067.7316178093,1562371.413934048,1869365.6968012755
42421,36770,POINT (959685.230213883 1948415.54807064),60748.96790604945,58367.92922524744,56558.32431285235,2100772.4157043295,1561544.9395354674,1873268.5302307832
42426,36771,POINT (959785.230213883 1942315.54807064),80537.81110379765,82589.22777926242,82429.16627904537,2242592.1705224086,1556410.1967217787,1839647.8878937382
42427,36772,POINT (959785.230213883 1942415.54807064),85957.19795190218,87881.54126184469,87669.2628947924,2405114.9801264196,1670125.5936593153,1974336.841649994
42428,36773,POINT (959785.230213883 1942515.54807064),89779.06134676957,91587.52797713086,91339.39687987228,2571927.215931507,1786965.8613920882,2112808.6038506296
42429,36774,POINT (959785.230213883 1942615.54807064),93782.3073534532,95438.93676085772,95142.59183694594,2741788.019604948,1906082.7309169471,2254075.502600115
42430,36775,POINT (959785.230213883 1942715.54807064),99356.29505689259,100824.83469749775,100443.39994823434,3157940.8349903217,2191856.212838724,2593981.374267675
42431,36776,POINT (959785.230213883 1942815.54807064),102522.68994457205,103817.39169383755,103394.69738721183,3344260.984289479,2322379.270345387,2749249.0738520375
42432,36777,POINT (959785.230213883 1942915.54807064),105162.88211857154,106284.48335935267,105896.01394966678,3530046.4264082103,2452617.656067185,2904365.457915509
42433,36778,POINT (959785.230213883 1943015.54807064),105300.63992538294,106287.47232889333,105924.84597597498,3712472.7611182975,2580343.6859846497,3056772.164751831
42434,36779,POINT (959785.230213883 1943115.54807064),105347.23561734456,106205.21716624299,105866.81643786807,4056960.6039492693,2806642.1464682748,3331260.9848815734
42435,36780,POINT (959785.230213883 1943215.54807064),105509.780106868,106244.25579758662,105923.77475088753,4213860.406485257,2911139.94325368,3458267.5524761416
42436,36781,POINT (959785.230213883 1943315.54807064),107011.7496122598,107618.59998087035,107257.84369321926,4340868.649745791,2991327.2552041905,3557705.869002369
42437,36782,POINT (959785.230213883 1943415.54807064),107514.21743579554,108010.52358308926,107649.88529204189,4457316.3734464785,3062990.051796234,3647541.5551742497
