,grid_idx,center,pop2020,pop2021,pop2022,od2020,od2021,od2022
28983,25100,POINT (953985.230213883 1957415.54807064),9388.075406843886,9200.334811085013,9000.89241884308,0.0,0.0,0.0
28984,25101,POINT (953985.230213883 1957515.54807064),8910.611102628012,8730.405724955346,8540.537223206873,0.0,0.0,0.0
28985,25102,POINT (953985.230213883 1957615.54807064),8437.009367567847,8264.468597457593,8084.114780331665,0.0,0.0,0.0
28986,25103,POINT (953985.230213883 1957715.54807064),7486.620813856131,7333.6220795019135,7185.780293905291,0.0,0.0,0.0
28987,25104,POINT (953985.230213883 1957815.54807064),7073.636445971422,6927.349254478322,6786.7166417942,0.0,0.0,0.0
28988,25105,POINT (953985.230213883 1957915.54807064),6670.135424502614,6530.605326551381,6397.133637374218,0.0,0.0,0.0
28989,25106,POINT (953985.230213883 1958015.54807064),6278.004089344093,6145.228617917298,6018.825270030831,0.0,0.0,0.0
28990,25107,POINT (953985.230213883 1958115.54807064),5898.658363537551,5772.592608011612,5653.127849714963,0.0,0.0,0.0
28991,25108,POINT (953985.230213883 1958215.54807064),5533.139369080214,5413.700975150146,5301.014003822387,0.0,0.0,0.0
28992,25109,POINT (953985.230213883 1958315.54807064),5182.186977245625,5069.26074941712,4963.1650333948055,0.0,0.0,0.0
28993,25110,POINT (953985.230213883 1958415.54807064),4846.296207489704,4739.738426733333,4640.026409841472,0.0,0.0,0.0
28994,25111,POINT (953985.230213883 1958515.54807064),4525.760722373985,4425.403240558098,4331.850552189682,0.0,0.0,0.0
28995,25112,POINT (953985.230213883 1958615.54807064),4220.706844984242,4126.360980801234,4038.730231666401,0.0,0.0,0.0
28996,25113,POINT (953985.230213883 1958715.54807064),3077.302571745663,3013.2270857842477,2957.4227678530056,0.0,0.0,0.0
28997,25114,POINT (953985.230213883 1958815.54807064),2858.4058596879904,2798.3315805587044,2746.2533473841204,0.0,0.0,0.0
28998,25115,POINT (953985.230213883 1958915.54807064),1356.2479597466315,1340.3820365761403,1321.1986931063645,0.0,0.0,0.0
29001,25116,POINT (954085.230213883 1952415.54807064),38908.22135586161,38396.80764375128,37479.26453796166,12867209.667637954,7316160.878275241,8880110.05412544
29002,25117,POINT (954085.230213883 1952515.54807064),38574.413830462094,38061.22384279249,37140.268155959515,12487789.64598,7096187.096605982,8626905.389558889
29003,25118,POINT (954085.230213883 1952615.54807064),39182.45169483117,38655.80373036536,37709.5443815775,12092089.970502349,6875015.04400826,8370575.541810932
29004,25119,POINT (954085.230213883 1952715.54807064),36660.84665141616,36231.89521263041,35331.713657095606,11586087.775559492,6584923.337744194,8033031.001038158
29005,25120,POINT (954085.230213883 1952815.54807064),36118.107717515515,35699.79845943972,34809.00220554682,11023784.245893491,6259169.518235931,7653070.1543225255
29006,25121,POINT (954085.230213883 1952915.54807064),35187.72072497769,34759.83717947987,33867.63803789157,10468183.250677576,5940407.187486372,7278727.812807515
29007,25122,POINT (954085.230213883 1953015.54807064),36039.1856795033,35574.70190598183,34633.83304696674,9906342.676938454,5618531.133467136,6898315.4006975
29008,25123,POINT (954085.230213883 1953115.54807064),35262.49070699735,34789.67265496223,33867.85177532836,9340829.597127741,5295370.218124267,6513509.336316695
29009,25124,POINT (954085.230213883 1953215.54807064),35370.06451745445,34872.22939040636,33924.63578349063,8717384.033252021,4936345.4379408965,6083220.451525386
29010,25125,POINT (954085.230213883 1953315.54807064),35136.50996873478,34624.17694360179,33658.014562167766,8156894.201440554,4618246.7424580045,5698694.640543853
29011,25126,POINT (954085.230213883 1953415.54807064),34456.767609394585,33928.7460796879,32963.97589136687,7605759.008580295,4306210.238933205,5319268.079753511
29012,25127,POINT (954085.230213883 1953515.54807064),33528.00287316299,33003.27307540963,32055.118056463554,7070955.686508669,4003959.228181648,4950067.24268677
29013,25128,POINT (954085.230213883 1953615.54807064),33380.84787389935,32833.04774459127,31867.930584071742,6442563.556127727,3652424.2704229383,4521187.264004606
29014,25129,POINT (954085.230213883 1953715.54807064),34941.8356272291,34338.04745570355,33362.58598004425,5962153.068408667,3381272.9243976492,4187878.657988534
29015,25130,POINT (954085.230213883 1953815.54807064),34699.35719655219,34075.70581769032,33093.336767841545,5509400.166782903,3125840.225966091,3873278.3382372665
29016,25131,POINT (954085.230213883 1953915.54807064),33195.32470129582,32403.409811937065,31445.38848140392,5085015.598507614,2886455.0744059104,3577997.097556993
29017,25132,POINT (954085.230213883 1954015.54807064),32559.156422352975,31779.19953982378,30829.545596450713,4648524.834672928,2633705.840150313,3269071.261521437
29018,25133,POINT (954085.230213883 1954115.54807064),31731.346984337153,30962.464001902383,30037.619452726885,4182523.4075739225,2364730.6499796147,2943878.038788931
29019,25134,POINT (954085.230213883 1954215.54807064),30528.437525411053,29789.034693512916,28904.42437433893,3692038.918857111,2080280.1573213462,2597603.17487385
29020,25135,POINT (954085.230213883 1954315.54807064),30822.938599224173,30075.47321831846,29181.093481970005,3396557.9957011403,1915042.9931923163,2391853.9441930684
29021,25136,POINT (954085.230213883 1954415.54807064),30014.48779259959,29287.77545992798,28418.808235555538,3023475.8345313403,1728306.1359816317,2156111.3574726884
29022,25137,POINT (954085.230213883 1954515.54807064),29181.450838889166,28476.997089703415,27635.181335572943,2779776.953048302,1589846.234983145,1983756.4884098507
29023,25138,POINT (954085.230213883 1954615.54807064),28195.622749348342,27515.885500706885,26684.820365754975,2554419.89816919,1461774.1990105393,1824237.2496488248
29024,25139,POINT (954085.230213883 1954715.54807064),27994.34669283373,27320.725160059912,26503.11909215007,2246340.921606861,1268624.490321311,1591953.66054612
29025,25140,POINT (954085.230213883 1954815.54807064),27264.662149798136,26612.4109085319,25822.60273805298,1889830.7791797433,1056273.7822910675,1330594.26282115
29026,25141,POINT (954085.230213883 1954915.54807064),26705.8882179559,26118.20709009993,25370.888147679798,1603970.9098819555,891416.530704032,1129469.0980625483
29027,25142,POINT (954085.230213883 1955015.54807064),26122.43537284606,25553.48922221355,24830.26300348648,1335191.0399780916,742989.9164097512,948428.4139389475
