,ADM_SECT_C,geometry,idx
37492,11650,"POLYGON ((960835.230213883 1937465.54807064, 960835.230213883 1937565.54807064, 960935.230213883 1937565.54807064, 960935.230213883 1937465.54807064, 960835.230213883 1937465.54807064))",32443
37493,11650,"POLYGON ((960835.230213883 1937565.54807064, 960835.230213883 1937665.54807064, 960935.230213883 1937665.54807064, 960935.230213883 1937565.54807064, 960835.230213883 1937565.54807064))",32444
37494,11650,"POLYGON ((960835.230213883 1937665.54807064, 960835.230213883 1937765.54807064, 960935.230213883 1937765.54807064, 960935.230213883 1937665.54807064, 960835.230213883 1937665.54807064))",32445
37495,11650,"POLYGON ((960835.230213883 1937765.54807064, 960835.230213883 1937865.54807064, 960935.230213883 1937865.54807064, 960935.230213883 1937765.54807064, 960835.230213883 1937765.54807064))",32446
37496,11650,"POLYGON ((960835.230213883 1937865.54807064, 960835.230213883 1937965.54807064, 960935.230213883 1937965.54807064, 960935.230213883 1937865.54807064, 960835.230213883 1937865.54807064))",32447
37497,11650,"POLYGON ((960835.230213883 1937965.54807064, 960835.230213883 1938065.54807064, 960935.230213883 1938065.54807064, 960935.230213883 1937965.54807064, 960835.230213883 1937965.54807064))",32448
37498,11650,"POLYGON ((960835.230213883 1938065.54807064, 960835.230213883 1938165.54807064, 960935.230213883 1938165.54807064, 960935.230213883 1938065.54807064, 960835.230213883 1938065.54807064))",32449
37499,11650,"POLYGON ((960835.230213883 1938165.54807064, 960835.230213883 1938265.54807064, 960935.230213883 1938265.54807064, 960935.230213883 1938165.54807064, 960835.230213883 1938165.54807064))",32450
37500,11650,"POLYGON ((960835.230213883 1938265.54807064, 960835.230213883 1938365.54807064, 960935.230213883 1938365.54807064, 960935.230213883 1938265.54807064, 960835.230213883 1938265.54807064))",32451
37501,11650,"POLYGON ((960835.230213883 1938365.54807064, 960835.230213883 1938465.54807064, 960935.230213883 1938465.54807064, 960935.230213883 1938365.54807064, 960835.230213883 1938365.54807064))",32452
37502,11650,"POLYGON ((960835.230213883 1938465.54807064, 960835.230213883 1938565.54807064, 960935.230213883 1938565.54807064, 960935.230213883 1938465.54807064, 960835.230213883 1938465.54807064))",32453
37503,11650,"POLYGON ((960835.230213883 1938565.54807064, 960835.230213883 1938665.54807064, 960935.230213883 1938665.54807064, 960935.230213883 1938565.54807064, 960835.230213883 1938565.54807064))",32454
37504,11650,"POLYGON ((960835.230213883 1938665.54807064, 960835.230213883 1938765.54807064, 960935.230213883 1938765.54807064, 960935.230213883 1938665.54807064, 960835.230213883 1938665.54807064))",32455
37505,11650,"POLYGON ((960835.230213883 1938765.54807064, 960835.230213883 1938865.54807064, 960935.230213883 1938865.54807064, 960935.230213883 1938765.54807064, 960835.230213883 1938765.54807064))",32456
37506,11650,"POLYGON ((960835.230213883 1938865.54807064, 960835.230213883 1938965.54807064, 960935.230213883 1938965.54807064, 960935.230213883 1938865.54807064, 960835.230213883 1938865.54807064))",32457
37507,11650,"POLYGON ((960835.230213883 1938965.54807064, 960835.230213883 1939065.54807064, 960935.230213883 1939065.54807064, 960935.230213883 1938965.54807064, 960835.230213883 1938965.54807064))",32458
37508,11650,"POLYGON ((960835.230213883 1939065.54807064, 960835.230213883 1939165.54807064, 960935.230213883 1939165.54807064, 960935.230213883 1939065.54807064, 960835.230213883 1939065.54807064))",32459
37509,11650,"POLYGON ((960835.230213883 1939165.54807064, 960835.230213883 1939265.54807064, 960935.230213883 1939265.54807064, 960935.230213883 1939165.54807064, 960835.230213883 1939165.54807064))",32460
37510,11650,"POLYGON ((960835.230213883 1939265.54807064, 960835.230213883 1939365.54807064, 960935.230213883 1939365.54807064, 960935.230213883 1939265.54807064, 960835.230213883 1939265.54807064))",32461
37511,11650,"POLYGON ((960835.230213883 1939365.54807064, 960835.230213883 1939465.54807064, 960935.230213883 1939465.54807064, 960935.230213883 1939365.54807064, 960835.230213883 1939365.54807064))",32462
37512,11650,"POLYGON ((960835.230213883 1939465.54807064, 960835.230213883 1939565.54807064, 960935.230213883 1939565.54807064, 960935.230213883 1939465.54807064, 960835.230213883 1939465.54807064))",32463
37513,11650,"POLYGON ((960835.230213883 1939565.54807064, 960835.230213883 1939665.54807064, 960935.230213883 1939665.54807064, 960935.230213883 1939565.54807064, 960835.230213883 1939565.54807064))",32464
37514,11650,"POLYGON ((960835.230213883 1939665.54807064, 960835.230213883 1939765.54807064, 960935.230213883 1939765.54807064, 960935.230213883 1939665.54807064, 960835.230213883 1939665.54807064))",32465
37515,11650,"POLYGON ((960835.230213883 1939765.54807064, 960835.230213883 1939865.54807064, 960935.230213883 1939865.54807064, 960935.230213883 1939765.54807064, 960835.230213883 1939765.54807064))",32466
37516,11650,"POLYGON ((960835.230213883 1939865.54807064, 960835.230213883 1939965.54807064, 960935.230213883 1939965.54807064, 960935.230213883 1939865.54807064, 960835.230213883 1939865.54807064))",32467
37517,11650,"POLYGON ((960835.230213883 1939965.54807064, 960835.230213883 1940065.54807064, 960935.230213883 1940065.54807064, 960935.230213883 1939965.54807064, 960835.230213883 1939965.54807064))",32468
37518,11650,"POLYGON ((960835.230213883 1940065.54807064, 960835.230213883 1940165.54807064, 960935.230213883 1940165.54807064, 960935.230213883 1940065.54807064, 960835.230213883 1940065.54807064))",32469
37519,11650,"POLYGON ((960835.230213883 1940165.54807064, 960835.230213883 1940265.54807064, 960935.230213883 1940265.54807064, 960935.230213883 1940165.54807064, 960835.230213883 1940165.54807064))",32470
37520,11650,"POLYGON ((960835.230213883 1940265.54807064, 960835.230213883 1940365.54807064, 960935.230213883 1940365.54807064, 960935.230213883 1940265.54807064, 960835.230213883 1940265.54807064))",32471
37521,11650,"POLYGON ((960835.230213883 1940365.54807064, 960835.230213883 1940465.54807064, 960935.230213883 1940465.54807064, 960935.230213883 1940365.54807064, 960835.230213883 1940365.54807064))",32472
37522,11650,"POLYGON ((960835.230213883 1940465.54807064, 960835.230213883 1940565.54807064, 960935.230213883 1940565.54807064, 960935.230213883 1940465.54807064, 960835.230213883 1940465.54807064))",32473
37523,11650,"POLYGON ((960835.230213883 1940565.54807064, 960835.230213883 1940665.54807064, 960935.230213883 1940665.54807064, 960935.230213883 1940565.54807064, 960835.230213883 1940565.54807064))",32474
37524,11650,"POLYGON ((960835.230213883 1940665.54807064, 960835.230213883 1940765.54807064, 960935.230213883 1940765.54807064, 960935.230213883 1940665.54807064, 960835.230213883 1940665.54807064))",32475
37525,11650,"POLYGON ((960835.230213883 1940765.54807064, 960835.230213883 1940865.54807064, 960935.230213883 1940865.54807064, 960935.230213883 1940765.54807064, 960835.230213883 1940765.54807064))",32476
37526,11650,"POLYGON ((960835.230213883 1940865.54807064, 960835.230213883 1940965.54807064, 960935.230213883 1940965.54807064, 960935.230213883 1940865.54807064, 960835.230213883 1940865.54807064))",32477
37527,11650,"POLYGON ((960835.230213883 1940965.54807064, 960835.230213883 1941065.54807064, 960935.230213883 1941065.54807064, 960935.230213883 1940965.54807064, 960835.230213883 1940965.54807064))",32478
37528,11650,"POLYGON ((960835.230213883 1941065.54807064, 960835.230213883 1941165.54807064, 960935.230213883 1941165.54807064, 960935.230213883 1941065.54807064, 960835.230213883 1941065.54807064))",32479
37531,11650,"POLYGON ((960935.230213883 1936865.54807064, 960935.230213883 1936965.54807064, 961035.230213883 1936965.54807064, 961035.230213883 1936865.54807064, 960935.230213883 1936865.54807064))",32480
37532,11650,"POLYGON ((960935.230213883 1936965.54807064, 960935.230213883 1937065.54807064, 961035.230213883 1937065.54807064, 961035.230213883 1936965.54807064, 960935.230213883 1936965.54807064))",32481
37533,11650,"POLYGON ((960935.230213883 1937065.54807064, 960935.230213883 1937165.54807064, 961035.230213883 1937165.54807064, 961035.230213883 1937065.54807064, 960935.230213883 1937065.54807064))",32482
37534,11650,"POLYGON ((960935.230213883 1937165.54807064, 960935.230213883 1937265.54807064, 961035.230213883 1937265.54807064, 961035.230213883 1937165.54807064, 960935.230213883 1937165.54807064))",32483
37535,11650,"POLYGON ((960935.230213883 1937265.54807064, 960935.230213883 1937365.54807064, 961035.230213883 1937365.54807064, 961035.230213883 1937265.54807064, 960935.230213883 1937265.54807064))",32484
37536,11650,"POLYGON ((960935.230213883 1937365.54807064, 960935.230213883 1937465.54807064, 961035.230213883 1937465.54807064, 961035.230213883 1937365.54807064, 960935.230213883 1937365.54807064))",32485
37537,11650,"POLYGON ((960935.230213883 1937465.54807064, 960935.230213883 1937565.54807064, 961035.230213883 1937565.54807064, 961035.230213883 1937465.54807064, 960935.230213883 1937465.54807064))",32486
37538,11650,"POLYGON ((960935.230213883 1937565.54807064, 960935.230213883 1937665.54807064, 961035.230213883 1937665.54807064, 961035.230213883 1937565.54807064, 960935.230213883 1937565.54807064))",32487
37539,11650,"POLYGON ((960935.230213883 1937665.54807064, 960935.230213883 1937765.54807064, 961035.230213883 1937765.54807064, 961035.230213883 1937665.54807064, 960935.230213883 1937665.54807064))",32488
37540,11650,"POLYGON ((960935.230213883 1937765.54807064, 960935.230213883 1937865.54807064, 961035.230213883 1937865.54807064, 961035.230213883 1937765.54807064, 960935.230213883 1937765.54807064))",32489
37541,11650,"POLYGON ((960935.230213883 1937865.54807064, 960935.230213883 1937965.54807064, 961035.230213883 1937965.54807064, 961035.230213883 1937865.54807064, 960935.230213883 1937865.54807064))",32490
37542,11650,"POLYGON ((960935.230213883 1937965.54807064, 960935.230213883 1938065.54807064, 961035.230213883 1938065.54807064, 961035.230213883 1937965.54807064, 960935.230213883 1937965.54807064))",32491
37543,11650,"POLYGON ((960935.230213883 1938065.54807064, 960935.230213883 1938165.54807064, 961035.230213883 1938165.54807064, 961035.230213883 1938065.54807064, 960935.230213883 1938065.54807064))",32492
37544,11650,"POLYGON ((960935.230213883 1938165.54807064, 960935.230213883 1938265.54807064, 961035.230213883 1938265.54807064, 961035.230213883 1938165.54807064, 960935.230213883 1938165.54807064))",32493
37545,11650,"POLYGON ((960935.230213883 1938265.54807064, 960935.230213883 1938365.54807064, 961035.230213883 1938365.54807064, 961035.230213883 1938265.54807064, 960935.230213883 1938265.54807064))",32494
37546,11650,"POLYGON ((960935.230213883 1938365.54807064, 960935.230213883 1938465.54807064, 961035.230213883 1938465.54807064, 961035.230213883 1938365.54807064, 960935.230213883 1938365.54807064))",32495
37547,11650,"POLYGON ((960935.230213883 1938465.54807064, 960935.230213883 1938565.54807064, 961035.230213883 1938565.54807064, 961035.230213883 1938465.54807064, 960935.230213883 1938465.54807064))",32496
37548,11650,"POLYGON ((960935.230213883 1938565.54807064, 960935.230213883 1938665.54807064, 961035.230213883 1938665.54807064, 961035.230213883 1938565.54807064, 960935.230213883 1938565.54807064))",32497
37549,11650,"POLYGON ((960935.230213883 1938665.54807064, 960935.230213883 1938765.54807064, 961035.230213883 1938765.54807064, 961035.230213883 1938665.54807064, 960935.230213883 1938665.54807064))",32498
37550,11650,"POLYGON ((960935.230213883 1938765.54807064, 960935.230213883 1938865.54807064, 961035.230213883 1938865.54807064, 961035.230213883 1938765.54807064, 960935.230213883 1938765.54807064))",32499
37551,11650,"POLYGON ((960935.230213883 1938865.54807064, 960935.230213883 1938965.54807064, 961035.230213883 1938965.54807064, 961035.230213883 1938865.54807064, 960935.230213883 1938865.54807064))",32500
37552,11650,"POLYGON ((960935.230213883 1938965.54807064, 960935.230213883 1939065.54807064, 961035.230213883 1939065.54807064, 961035.230213883 1938965.54807064, 960935.230213883 1938965.54807064))",32501
37553,11650,"POLYGON ((960935.230213883 1939065.54807064, 960935.230213883 1939165.54807064, 961035.230213883 1939165.54807064, 961035.230213883 1939065.54807064, 960935.230213883 1939065.54807064))",32502
37554,11650,"POLYGON ((960935.230213883 1939165.54807064, 960935.230213883 1939265.54807064, 961035.230213883 1939265.54807064, 961035.230213883 1939165.54807064, 960935.230213883 1939165.54807064))",32503
37555,11650,"POLYGON ((960935.230213883 1939265.54807064, 960935.230213883 1939365.54807064, 961035.230213883 1939365.54807064, 961035.230213883 1939265.54807064, 960935.230213883 1939265.54807064))",32504
37556,11650,"POLYGON ((960935.230213883 1939365.54807064, 960935.230213883 1939465.54807064, 961035.230213883 1939465.54807064, 961035.230213883 1939365.54807064, 960935.230213883 1939365.54807064))",32505
37557,11650,"POLYGON ((960935.230213883 1939465.54807064, 960935.230213883 1939565.54807064, 961035.230213883 1939565.54807064, 961035.230213883 1939465.54807064, 960935.230213883 1939465.54807064))",32506
37558,11650,"POLYGON ((960935.230213883 1939565.54807064, 960935.230213883 1939665.54807064, 961035.230213883 1939665.54807064, 961035.230213883 1939565.54807064, 960935.230213883 1939565.54807064))",32507
37559,11650,"POLYGON ((960935.230213883 1939665.54807064, 960935.230213883 1939765.54807064, 961035.230213883 1939765.54807064, 961035.230213883 1939665.54807064, 960935.230213883 1939665.54807064))",32508
37560,11650,"POLYGON ((960935.230213883 1939765.54807064, 960935.230213883 1939865.54807064, 961035.230213883 1939865.54807064, 961035.230213883 1939765.54807064, 960935.230213883 1939765.54807064))",32509
37561,11650,"POLYGON ((960935.230213883 1939865.54807064, 960935.230213883 1939965.54807064, 961035.230213883 1939965.54807064, 961035.230213883 1939865.54807064, 960935.230213883 1939865.54807064))",32510
37562,11650,"POLYGON ((960935.230213883 1939965.54807064, 960935.230213883 1940065.54807064, 961035.230213883 1940065.54807064, 961035.230213883 1939965.54807064, 960935.230213883 1939965.54807064))",32511
37563,11650,"POLYGON ((960935.230213883 1940065.54807064, 960935.230213883 1940165.54807064, 961035.230213883 1940165.54807064, 961035.230213883 1940065.54807064, 960935.230213883 1940065.54807064))",32512
37564,11650,"POLYGON ((960935.230213883 1940165.54807064, 960935.230213883 1940265.54807064, 961035.230213883 1940265.54807064, 961035.230213883 1940165.54807064, 960935.230213883 1940165.54807064))",32513
37565,11650,"POLYGON ((960935.230213883 1940265.54807064, 960935.230213883 1940365.54807064, 961035.230213883 1940365.54807064, 961035.230213883 1940265.54807064, 960935.230213883 1940265.54807064))",32514
37566,11650,"POLYGON ((960935.230213883 1940365.54807064, 960935.230213883 1940465.54807064, 961035.230213883 1940465.54807064, 961035.230213883 1940365.54807064, 960935.230213883 1940365.54807064))",32515
37567,11650,"POLYGON ((960935.230213883 1940465.54807064, 960935.230213883 1940565.54807064, 961035.230213883 1940565.54807064, 961035.230213883 1940465.54807064, 960935.230213883 1940465.54807064))",32516
37568,11650,"POLYGON ((960935.230213883 1940565.54807064, 960935.230213883 1940665.54807064, 961035.230213883 1940665.54807064, 961035.230213883 1940565.54807064, 960935.230213883 1940565.54807064))",32517
37569,11650,"POLYGON ((960935.230213883 1940665.54807064, 960935.230213883 1940765.54807064, 961035.230213883 1940765.54807064, 961035.230213883 1940665.54807064, 960935.230213883 1940665.54807064))",32518
37570,11650,"POLYGON ((960935.230213883 1940765.54807064, 960935.230213883 1940865.54807064, 961035.230213883 1940865.54807064, 961035.230213883 1940765.54807064, 960935.230213883 1940765.54807064))",32519
37571,11650,"POLYGON ((960935.230213883 1940865.54807064, 960935.230213883 1940965.54807064, 961035.230213883 1940965.54807064, 961035.230213883 1940865.54807064, 960935.230213883 1940865.54807064))",32520
37572,11650,"POLYGON ((960935.230213883 1940965.54807064, 960935.230213883 1941065.54807064, 961035.230213883 1941065.54807064, 961035.230213883 1940965.54807064, 960935.230213883 1940965.54807064))",32521
37573,11650,"POLYGON ((960935.230213883 1941065.54807064, 960935.230213883 1941165.54807064, 961035.230213883 1941165.54807064, 961035.230213883 1941065.54807064, 960935.230213883 1941065.54807064))",32522
37576,11650,"POLYGON ((961035.230213883 1936865.54807064, 961035.230213883 1936965.54807064, 961135.230213883 1936965.54807064, 961135.230213883 1936865.54807064, 961035.230213883 1936865.54807064))",32523
37577,11650,"POLYGON ((961035.230213883 1936965.54807064, 961035.230213883 1937065.54807064, 961135.230213883 1937065.54807064, 961135.230213883 1936965.54807064, 961035.230213883 1936965.54807064))",32524
37578,11650,"POLYGON ((961035.230213883 1937065.54807064, 961035.230213883 1937165.54807064, 961135.230213883 1937165.54807064, 961135.230213883 1937065.54807064, 961035.230213883 1937065.54807064))",32525
37579,11650,"POLYGON ((961035.230213883 1937165.54807064, 961035.230213883 1937265.54807064, 961135.230213883 1937265.54807064, 961135.230213883 1937165.54807064, 961035.230213883 1937165.54807064))",32526
37580,11650,"POLYGON ((961035.230213883 1937265.54807064, 961035.230213883 1937365.54807064, 961135.230213883 1937365.54807064, 961135.230213883 1937265.54807064, 961035.230213883 1937265.54807064))",32527
37581,11650,"POLYGON ((961035.230213883 1937365.54807064, 961035.230213883 1937465.54807064, 961135.230213883 1937465.54807064, 961135.230213883 1937365.54807064, 961035.230213883 1937365.54807064))",32528
37582,11650,"POLYGON ((961035.230213883 1937465.54807064, 961035.230213883 1937565.54807064, 961135.230213883 1937565.54807064, 961135.230213883 1937465.54807064, 961035.230213883 1937465.54807064))",32529
37583,11650,"POLYGON ((961035.230213883 1937565.54807064, 961035.230213883 1937665.54807064, 961135.230213883 1937665.54807064, 961135.230213883 1937565.54807064, 961035.230213883 1937565.54807064))",32530
37584,11650,"POLYGON ((961035.230213883 1937665.54807064, 961035.230213883 1937765.54807064, 961135.230213883 1937765.54807064, 961135.230213883 1937665.54807064, 961035.230213883 1937665.54807064))",32531
37585,11650,"POLYGON ((961035.230213883 1937765.54807064, 961035.230213883 1937865.54807064, 961135.230213883 1937865.54807064, 961135.230213883 1937765.54807064, 961035.230213883 1937765.54807064))",32532
37586,11650,"POLYGON ((961035.230213883 1937865.54807064, 961035.230213883 1937965.54807064, 961135.230213883 1937965.54807064, 961135.230213883 1937865.54807064, 961035.230213883 1937865.54807064))",32533
37587,11650,"POLYGON ((961035.230213883 1937965.54807064, 961035.230213883 1938065.54807064, 961135.230213883 1938065.54807064, 961135.230213883 1937965.54807064, 961035.230213883 1937965.54807064))",32534
37588,11650,"POLYGON ((961035.230213883 1938065.54807064, 961035.230213883 1938165.54807064, 961135.230213883 1938165.54807064, 961135.230213883 1938065.54807064, 961035.230213883 1938065.54807064))",32535
37589,11650,"POLYGON ((961035.230213883 1938165.54807064, 961035.230213883 1938265.54807064, 961135.230213883 1938265.54807064, 961135.230213883 1938165.54807064, 961035.230213883 1938165.54807064))",32536
37590,11650,"POLYGON ((961035.230213883 1938265.54807064, 961035.230213883 1938365.54807064, 961135.230213883 1938365.54807064, 961135.230213883 1938265.54807064, 961035.230213883 1938265.54807064))",32537
37591,11650,"POLYGON ((961035.230213883 1938365.54807064, 961035.230213883 1938465.54807064, 961135.230213883 1938465.54807064, 961135.230213883 1938365.54807064, 961035.230213883 1938365.54807064))",32538
37592,11650,"POLYGON ((961035.230213883 1938465.54807064, 961035.230213883 1938565.54807064, 961135.230213883 1938565.54807064, 961135.230213883 1938465.54807064, 961035.230213883 1938465.54807064))",32539
37593,11650,"POLYGON ((961035.230213883 1938565.54807064, 961035.230213883 1938665.54807064, 961135.230213883 1938665.54807064, 961135.230213883 1938565.54807064, 961035.230213883 1938565.54807064))",32540
37594,11650,"POLYGON ((961035.230213883 1938665.54807064, 961035.230213883 1938765.54807064, 961135.230213883 1938765.54807064, 961135.230213883 1938665.54807064, 961035.230213883 1938665.54807064))",32541
37595,11650,"POLYGON ((961035.230213883 1938765.54807064, 961035.230213883 1938865.54807064, 961135.230213883 1938865.54807064, 961135.230213883 1938765.54807064, 961035.230213883 1938765.54807064))",32542
37596,11650,"POLYGON ((961035.230213883 1938865.54807064, 961035.230213883 1938965.54807064, 961135.230213883 1938965.54807064, 961135.230213883 1938865.54807064, 961035.230213883 1938865.54807064))",32543
37597,11650,"POLYGON ((961035.230213883 1938965.54807064, 961035.230213883 1939065.54807064, 961135.230213883 1939065.54807064, 961135.230213883 1938965.54807064, 961035.230213883 1938965.54807064))",32544
37598,11650,"POLYGON ((961035.230213883 1939065.54807064, 961035.230213883 1939165.54807064, 961135.230213883 1939165.54807064, 961135.230213883 1939065.54807064, 961035.230213883 1939065.54807064))",32545
37599,11650,"POLYGON ((961035.230213883 1939165.54807064, 961035.230213883 1939265.54807064, 961135.230213883 1939265.54807064, 961135.230213883 1939165.54807064, 961035.230213883 1939165.54807064))",32546
37600,11650,"POLYGON ((961035.230213883 1939265.54807064, 961035.230213883 1939365.54807064, 961135.230213883 1939365.54807064, 961135.230213883 1939265.54807064, 961035.230213883 1939265.54807064))",32547
37601,11650,"POLYGON ((961035.230213883 1939365.54807064, 961035.230213883 1939465.54807064, 961135.230213883 1939465.54807064, 961135.230213883 1939365.54807064, 961035.230213883 1939365.54807064))",32548
37602,11650,"POLYGON ((961035.230213883 1939465.54807064, 961035.230213883 1939565.54807064, 961135.230213883 1939565.54807064, 961135.230213883 1939465.54807064, 961035.230213883 1939465.54807064))",32549
37603,11650,"POLYGON ((961035.230213883 1939565.54807064, 961035.230213883 1939665.54807064, 961135.230213883 1939665.54807064, 961135.230213883 1939565.54807064, 961035.230213883 1939565.54807064))",32550
37604,11650,"POLYGON ((961035.230213883 1939665.54807064, 961035.230213883 1939765.54807064, 961135.230213883 1939765.54807064, 961135.230213883 1939665.54807064, 961035.230213883 1939665.54807064))",32551
37605,11650,"POLYGON ((961035.230213883 1939765.54807064, 961035.230213883 1939865.54807064, 961135.230213883 1939865.54807064, 961135.230213883 1939765.54807064, 961035.230213883 1939765.54807064))",32552
37606,11650,"POLYGON ((961035.230213883 1939865.54807064, 961035.230213883 1939965.54807064, 961135.230213883 1939965.54807064, 961135.230213883 1939865.54807064, 961035.230213883 1939865.54807064))",32553
37607,11650,"POLYGON ((961035.230213883 1939965.54807064, 961035.230213883 1940065.54807064, 961135.230213883 1940065.54807064, 961135.230213883 1939965.54807064, 961035.230213883 1939965.54807064))",32554
37608,11650,"POLYGON ((961035.230213883 1940065.54807064, 961035.230213883 1940165.54807064, 961135.230213883 1940165.54807064, 961135.230213883 1940065.54807064, 961035.230213883 1940065.54807064))",32555
37609,11650,"POLYGON ((961035.230213883 1940165.54807064, 961035.230213883 1940265.54807064, 961135.230213883 1940265.54807064, 961135.230213883 1940165.54807064, 961035.230213883 1940165.54807064))",32556
37610,11650,"POLYGON ((961035.230213883 1940265.54807064, 961035.230213883 1940365.54807064, 961135.230213883 1940365.54807064, 961135.230213883 1940265.54807064, 961035.230213883 1940265.54807064))",32557
37611,11650,"POLYGON ((961035.230213883 1940365.54807064, 961035.230213883 1940465.54807064, 961135.230213883 1940465.54807064, 961135.230213883 1940365.54807064, 961035.230213883 1940365.54807064))",32558
37612,11650,"POLYGON ((961035.230213883 1940465.54807064, 961035.230213883 1940565.54807064, 961135.230213883 1940565.54807064, 961135.230213883 1940465.54807064, 961035.230213883 1940465.54807064))",32559
37613,11650,"POLYGON ((961035.230213883 1940565.54807064, 961035.230213883 1940665.54807064, 961135.230213883 1940665.54807064, 961135.230213883 1940565.54807064, 961035.230213883 1940565.54807064))",32560
37614,11650,"POLYGON ((961035.230213883 1940665.54807064, 961035.230213883 1940765.54807064, 961135.230213883 1940765.54807064, 961135.230213883 1940665.54807064, 961035.230213883 1940665.54807064))",32561
37615,11650,"POLYGON ((961035.230213883 1940765.54807064, 961035.230213883 1940865.54807064, 961135.230213883 1940865.54807064, 961135.230213883 1940765.54807064, 961035.230213883 1940765.54807064))",32562
37616,11650,"POLYGON ((961035.230213883 1940865.54807064, 961035.230213883 1940965.54807064, 961135.230213883 1940965.54807064, 961135.230213883 1940865.54807064, 961035.230213883 1940865.54807064))",32563
37617,11650,"POLYGON ((961035.230213883 1940965.54807064, 961035.230213883 1941065.54807064, 961135.230213883 1941065.54807064, 961135.230213883 1940965.54807064, 961035.230213883 1940965.54807064))",32564
37618,11650,"POLYGON ((961035.230213883 1941065.54807064, 961035.230213883 1941165.54807064, 961135.230213883 1941165.54807064, 961135.230213883 1941065.54807064, 961035.230213883 1941065.54807064))",32565
37621,11650,"POLYGON ((961135.230213883 1936865.54807064, 961135.230213883 1936965.54807064, 961235.230213883 1936965.54807064, 961235.230213883 1936865.54807064, 961135.230213883 1936865.54807064))",32566
37622,11650,"POLYGON ((961135.230213883 1936965.54807064, 961135.230213883 1937065.54807064, 961235.230213883 1937065.54807064, 961235.230213883 1936965.54807064, 961135.230213883 1936965.54807064))",32567
37623,11650,"POLYGON ((961135.230213883 1937065.54807064, 961135.230213883 1937165.54807064, 961235.230213883 1937165.54807064, 961235.230213883 1937065.54807064, 961135.230213883 1937065.54807064))",32568
37624,11650,"POLYGON ((961135.230213883 1937165.54807064, 961135.230213883 1937265.54807064, 961235.230213883 1937265.54807064, 961235.230213883 1937165.54807064, 961135.230213883 1937165.54807064))",32569
37625,11650,"POLYGON ((961135.230213883 1937265.54807064, 961135.230213883 1937365.54807064, 961235.230213883 1937365.54807064, 961235.230213883 1937265.54807064, 961135.230213883 1937265.54807064))",32570
37626,11650,"POLYGON ((961135.230213883 1937365.54807064, 961135.230213883 1937465.54807064, 961235.230213883 1937465.54807064, 961235.230213883 1937365.54807064, 961135.230213883 1937365.54807064))",32571
37627,11650,"POLYGON ((961135.230213883 1937465.54807064, 961135.230213883 1937565.54807064, 961235.230213883 1937565.54807064, 961235.230213883 1937465.54807064, 961135.230213883 1937465.54807064))",32572
37628,11650,"POLYGON ((961135.230213883 1937565.54807064, 961135.230213883 1937665.54807064, 961235.230213883 1937665.54807064, 961235.230213883 1937565.54807064, 961135.230213883 1937565.54807064))",32573
37629,11650,"POLYGON ((961135.230213883 1937665.54807064, 961135.230213883 1937765.54807064, 961235.230213883 1937765.54807064, 961235.230213883 1937665.54807064, 961135.230213883 1937665.54807064))",32574
37630,11650,"POLYGON ((961135.230213883 1937765.54807064, 961135.230213883 1937865.54807064, 961235.230213883 1937865.54807064, 961235.230213883 1937765.54807064, 961135.230213883 1937765.54807064))",32575
37631,11650,"POLYGON ((961135.230213883 1937865.54807064, 961135.230213883 1937965.54807064, 961235.230213883 1937965.54807064, 961235.230213883 1937865.54807064, 961135.230213883 1937865.54807064))",32576
37632,11650,"POLYGON ((961135.230213883 1937965.54807064, 961135.230213883 1938065.54807064, 961235.230213883 1938065.54807064, 961235.230213883 1937965.54807064, 961135.230213883 1937965.54807064))",32577
37633,11650,"POLYGON ((961135.230213883 1938065.54807064, 961135.230213883 1938165.54807064, 961235.230213883 1938165.54807064, 961235.230213883 1938065.54807064, 961135.230213883 1938065.54807064))",32578
37634,11650,"POLYGON ((961135.230213883 1938165.54807064, 961135.230213883 1938265.54807064, 961235.230213883 1938265.54807064, 961235.230213883 1938165.54807064, 961135.230213883 1938165.54807064))",32579
37635,11650,"POLYGON ((961135.230213883 1938265.54807064, 961135.230213883 1938365.54807064, 961235.230213883 1938365.54807064, 961235.230213883 1938265.54807064, 961135.230213883 1938265.54807064))",32580
37636,11650,"POLYGON ((961135.230213883 1938365.54807064, 961135.230213883 1938465.54807064, 961235.230213883 1938465.54807064, 961235.230213883 1938365.54807064, 961135.230213883 1938365.54807064))",32581
37637,11650,"POLYGON ((961135.230213883 1938465.54807064, 961135.230213883 1938565.54807064, 961235.230213883 1938565.54807064, 961235.230213883 1938465.54807064, 961135.230213883 1938465.54807064))",32582
37638,11650,"POLYGON ((961135.230213883 1938565.54807064, 961135.230213883 1938665.54807064, 961235.230213883 1938665.54807064, 961235.230213883 1938565.54807064, 961135.230213883 1938565.54807064))",32583
37639,11650,"POLYGON ((961135.230213883 1938665.54807064, 961135.230213883 1938765.54807064, 961235.230213883 1938765.54807064, 961235.230213883 1938665.54807064, 961135.230213883 1938665.54807064))",32584
37640,11650,"POLYGON ((961135.230213883 1938765.54807064, 961135.230213883 1938865.54807064, 961235.230213883 1938865.54807064, 961235.230213883 1938765.54807064, 961135.230213883 1938765.54807064))",32585
37641,11650,"POLYGON ((961135.230213883 1938865.54807064, 961135.230213883 1938965.54807064, 961235.230213883 1938965.54807064, 961235.230213883 1938865.54807064, 961135.230213883 1938865.54807064))",32586
