,사용월,호선명,지하철역,0405O,0405D,0506O,0506D,0607O,0607D,0708O,0708D,0809O,0809D,0910O,0910D,1011O,1011D,1112O,1112D,1213O,1213D,1314O,1314D,1415O,1415D,1516O,1516D,1617O,1617D,1718O,1718D,1819O,1819D,1920O,1920D,2021O,2021D,2122O,2122D,2223O,2223D,2324O,2324D,0001O,0001D,0102O,0102D,0203O,0203D,0304O,0304D,code,y,x,year,x_5179,y_5179
70,202201,2호선,구의,31,0,11098,889,21649,9436,56886,12889,102951,36446,60792,22409,31957,17880,27509,18272,28575,21755,28697,24934,27298,25465,27296,32996,29791,37010,32359,50887,38510,85911,19566,61022,17073,40278,20984,56581,10410,26961,3739,9978,4,606,0,0,0,0,0,0,213.0,37.537077,127.085916,2022,963417.1068195573,1948720.2987651955
71,202101,2호선,구의,29,0,11039,883,20895,8077,52867,11707,91632,33680,52706,19589,26482,15682,22104,15981,23003,18353,23505,20906,22616,22330,22220,28143,24029,32018,28910,44994,35171,78224,17431,57568,16225,37725,16875,45171,7683,19710,3025,7599,5,554,0,0,0,0,0,0,213.0,37.537077,127.085916,2021,963417.1068195573,1948720.2987651955
72,202001,2호선,구의,26,3,12239,1586,24595,9473,63129,14430,117404,39318,69053,26412,36958,20870,33169,21016,35381,23999,34774,27501,31979,29912,30765,35338,32580,40990,37219,53525,45799,87963,26483,73813,20204,46848,19094,45527,16849,44125,10169,27567,1805,8506,16,178,0,16,0,0,213.0,37.537077,127.085916,2020,963417.1068195573,1948720.2987651955
73,201901,2호선,구의,62,4,13416,1341,25792,10991,70814,15815,130380,44549,74902,27832,39077,22363,33621,22904,35166,25148,36565,28805,33320,31070,31829,37483,34321,42848,40288,55287,50891,93956,28104,78902,21545,50684,20481,50758,17260,49446,10919,28978,1951,10126,9,153,0,0,0,0,213.0,37.537077,127.085916,2019,963417.1068195573,1948720.2987651955
74,201801,2호선,구의,45,39,12272,1697,24503,10561,71933,15319,125167,42947,67696,28919,36272,21900,32241,21734,33284,23232,35073,27059,31324,29785,30569,34698,32692,40589,37360,50330,50246,86567,28320,79681,20950,51394,19458,48723,16085,48293,10108,28623,1823,9154,3,50,1,0,0,0,213.0,37.537077,127.085916,2018,963417.1068195573,1948720.2987651955
75,202201,2호선,낙성대,20,1,9502,1596,22554,8055,67266,12534,114495,32840,72536,27530,38641,21756,33552,21066,36275,24395,36410,26231,32751,28796,32684,32419,35991,40039,41380,54460,42981,89698,22234,78674,19818,50813,20898,70107,10686,39253,3324,13673,3,776,1,1,0,0,0,0,227.0,37.47693,126.963693,2022,952581.0226086085,1942101.9129321566
76,202101,2호선,낙성대,59,15,9693,1544,21070,6964,61348,13594,102281,30386,64900,24299,32575,19030,27249,17580,29807,21592,30024,23206,27836,25093,28141,30182,29926,34405,35411,49421,37741,82941,21494,74232,18214,48597,17779,57373,9620,26367,3109,11097,4,706,0,0,0,0,0,0,227.0,37.47693,126.963693,2021,952581.0226086085,1942101.9129321566
77,202001,2호선,낙성대,42,2,11169,1992,24611,9896,78292,16471,128037,41593,83960,36370,45119,27694,38839,25415,43257,28945,43815,32504,38687,34654,38434,38568,41751,43372,49346,57708,56891,91095,32054,95086,24927,58232,22887,57276,19902,58242,10721,38248,1831,11528,19,375,1,12,0,0,227.0,37.47693,126.963693,2020,952581.0226086085,1942101.9129321566
78,201901,2호선,낙성대,104,0,11594,2324,27126,11041,89675,18889,143983,46982,92385,39180,47609,30014,41947,26983,45246,31142,46119,34354,40925,35945,40788,40964,43469,46426,52236,59550,64598,101640,36830,104861,27538,65841,24659,63127,21239,66236,12124,43189,2100,13814,3,264,0,0,0,0,227.0,37.47693,126.963693,2019,952581.0226086085,1942101.9129321566
79,201801,2호선,낙성대,104,14,11483,2072,26899,10465,91669,19248,146020,46426,87929,39014,45492,28223,39853,26420,43939,31276,45525,33335,39408,34959,40482,39868,41919,44117,49775,55949,63724,96341,38998,107640,27410,67109,28316,64220,21762,66099,11357,43959,1974,13953,7,266,0,0,0,0,227.0,37.47693,126.963693,2018,952581.0226086085,1942101.9129321566
80,202201,2호선,당산,20,0,5401,2382,14146,10075,38004,22965,48315,66397,29789,31356,19798,16589,20075,15994,20883,18044,21323,19531,20448,19677,21206,22395,23500,26980,34710,38543,52524,63502,22541,41963,20261,28259,24586,42560,8570,17956,2307,7943,0,211,0,0,0,0,0,0,237.0,37.53438,126.902281,2022,947191.5564659641,1948508.360832567
81,202101,2호선,당산,19,1,4792,2138,13516,9641,35071,21563,42891,64173,25738,31172,16216,15874,15537,14023,17031,15344,17639,16789,17103,17379,17593,18963,20736,22882,30118,32747,49418,54310,21964,37766,18626,24476,20165,30772,7108,11361,2284,5877,2,227,0,0,0,0,0,0,237.0,37.53438,126.902281,2021,947191.5564659641,1948508.360832567
82,202001,2호선,당산,25,1,5944,3125,16394,13688,44121,25327,60965,83949,36644,41036,25842,22919,25892,21786,26252,22066,26807,25139,25029,25407,25922,27734,28828,32495,42618,42750,66782,71652,33742,56955,22931,35666,22909,34686,19895,33703,10639,22345,1640,5963,17,266,0,3,0,0,237.0,37.53438,126.902281,2020,947191.5564659641,1948508.360832567
83,201901,2호선,당산,8,2,6908,3800,19543,15855,56578,30265,73654,89744,46725,42277,31238,23062,31188,23084,30507,24613,31156,27333,27997,27136,28332,30145,31691,36366,47102,48533,73670,78256,39638,67121,24979,42098,25398,41393,21337,40022,11424,26004,1764,7075,6,309,0,0,0,0,237.0,37.53438,126.902281,2019,947191.5564659641,1948508.360832567
84,201801,2호선,당산,37,25,6653,3223,16715,13736,53367,29759,67541,89886,41410,41870,27700,22297,27295,22452,27304,23558,28112,26329,25902,26583,26621,28195,27690,33462,41947,42563,71941,70366,38762,66583,24539,39991,23754,38634,19777,37456,10172,25802,1712,7389,1,191,0,0,0,0,237.0,37.53438,126.902281,2018,947191.5564659641,1948508.360832567
85,202201,2호선,대림,461,23,26376,2961,27526,10131,56174,18797,84458,50062,54160,30251,32146,26832,28383,28543,31105,28196,31263,29505,29088,30806,29480,36402,32254,41041,39288,53450,47371,64094,22892,47364,16983,35049,16171,60396,7679,29694,2415,10286,1,313,0,0,0,0,0,0,233.0,37.49297,126.895801,2022,946589.5402550821,1943917.8072563638
86,202101,2호선,대림,278,4,26679,2690,25802,8910,52499,19302,77458,48404,48077,29840,27579,23279,22826,24441,25841,24396,26406,25933,25947,26937,25781,32800,27314,35563,35561,49828,46182,59641,23590,44069,16312,32330,14537,51905,6058,21753,2214,7978,4,248,0,0,0,0,0,0,233.0,37.49297,126.895801,2021,946589.5402550821,1943917.8072563638
87,202001,2호선,대림,538,14,30554,3376,30118,11371,65619,20838,99292,57694,73724,39259,46138,37336,38939,42196,41634,38423,43237,41048,39918,40911,40935,48201,44191,50969,51040,68204,64188,77163,36440,64188,25468,44726,21204,57177,15679,58820,8564,30699,1214,7854,28,403,9,4,0,0,233.0,37.49297,126.895801,2020,946589.5402550821,1943917.8072563638
88,201901,2호선,대림,424,14,34868,3671,33459,13112,77272,23262,110136,67338,78235,43054,46932,37331,40888,41126,43023,40390,44606,42119,41170,41939,41004,50049,43951,53444,54369,73473,73010,86057,40336,74151,27849,50363,23477,61314,17040,64193,9289,33657,1559,9629,8,406,0,0,0,0,233.0,37.49297,126.895801,2019,946589.5402550821,1943917.8072563638
89,201801,2호선,대림,335,19,33062,3436,34763,12756,77211,23481,111661,71569,78634,44572,46675,37584,39909,41125,42450,40052,45458,41586,40971,41816,40500,47841,43316,51081,53070,69965,73596,84676,40922,75569,29139,50940,23718,61453,17108,65387,9251,34242,1288,8863,5,315,0,0,0,0,233.0,37.49297,126.895801,2018,946589.5402550821,1943917.8072563638
90,202201,2호선,도림천,0,0,274,346,984,693,2923,2538,3202,5470,1805,2396,1768,1477,1614,1233,2545,1885,1621,1448,1944,1819,2088,1512,2650,1938,2769,2162,3798,2789,1767,2336,740,1539,973,2078,262,1101,120,440,0,24,0,2,0,0,0,0,247.0,37.514287,126.882768,2022,945452.9389209803,1946290.2837792065
91,202101,2호선,도림천,0,0,271,283,907,628,2520,2345,2964,5219,1507,2249,1725,1356,1368,1184,2301,1828,1440,1414,1817,1720,1892,1389,2534,1574,2666,2009,3439,2454,1849,2374,859,1411,873,1702,241,711,98,330,0,23,0,0,0,0,0,0,247.0,37.514287,126.882768,2021,945452.9389209803,1946290.2837792065
92,202001,2호선,도림천,0,0,339,347,984,788,2674,2711,3437,5376,2069,2085,1838,1456,1683,1426,2278,2178,1814,1316,1819,1748,2241,1548,2320,1828,2864,2059,3327,2829,1859,2573,871,1639,819,1463,412,1274,215,1064,23,348,2,6,0,0,0,0,247.0,37.514287,126.882768,2020,945452.9389209803,1946290.2837792065
93,201901,2호선,도림천,0,0,452,411,1103,716,3160,2946,3417,6015,2126,2223,1804,1383,1593,1214,2131,1925,1615,1279,2104,1584,2089,1588,2127,1884,2765,2192,3789,3082,1968,2986,1228,1800,844,1640,439,1389,215,1169,37,406,1,8,0,0,0,0,247.0,37.514287,126.882768,2019,945452.9389209803,1946290.2837792065
94,201801,2호선,도림천,2,1,376,440,1222,886,3437,3020,3225,6229,1957,2207,1567,1587,1358,1237,2196,1822,1563,1346,1744,1532,2073,1485,2046,1557,2557,1924,3745,2978,1993,2911,1224,1855,1168,1673,471,1506,176,1069,29,386,1,7,0,0,0,0,247.0,37.514287,126.882768,2018,945452.9389209803,1946290.2837792065
95,202201,2호선,동대문역사문화공원,347,6,5089,897,3807,6649,5518,14350,8939,40187,8493,26661,8302,22633,11641,22854,14946,22882,16040,23781,19468,24462,23888,20966,27526,18464,35783,18281,38183,20098,21863,18658,19167,12075,20817,12850,9450,6728,2909,3655,1,188,1,1,0,0,0,0,205.0,37.565138,127.007896,2022,956540.5652524179,1951866.7283941314
96,202101,2호선,동대문역사문화공원,345,3,6154,770,3699,5698,5189,13837,7526,37533,7598,24028,6887,18541,9002,18850,11153,16274,11999,18030,14833,17873,17648,15567,21626,13337,28326,13273,32479,14756,20046,17449,17718,10229,15197,9159,6025,4741,2249,3634,1,185,0,0,0,0,0,0,205.0,37.565138,127.007896,2021,956540.5652524179,1951866.7283941314
97,202001,2호선,동대문역사문화공원,349,3,8392,880,4521,8037,6808,18223,12708,50941,13360,38741,15083,31977,18224,30981,22554,31519,24355,35149,28522,34070,34222,31685,39289,31056,48224,32755,59193,39209,38991,42367,29587,29749,27382,23070,25851,17732,15509,11642,2992,3937,20,135,0,3,0,0,205.0,37.565138,127.007896,2020,956540.5652524179,1951866.7283941314
98,201901,2호선,동대문역사문화공원,387,4,10806,869,5926,8238,7973,19653,14495,60112,14614,42387,15258,35933,18466,33436,23351,35869,26314,41920,32047,39338,38846,35100,43535,32181,54629,34736,65233,41212,44621,48951,32824,32730,29950,24345,28345,18959,18917,12673,2926,4548,3,134,0,0,0,0,205.0,37.565138,127.007896,2019,956540.5652524179,1951866.7283941314
99,201801,2호선,동대문역사문화공원,378,18,11355,949,6099,10553,8060,20625,13508,60605,14244,40526,15052,34192,17406,31791,23267,33717,25681,39403,30416,36549,35355,32867,40156,30952,50620,33026,61141,39361,43838,47987,31718,32330,30148,23949,27123,18745,19417,13174,2918,4290,2,88,0,0,0,0,205.0,37.565138,127.007896,2018,956540.5652524179,1951866.7283941314
100,202201,2호선,뚝섬,12,7,2907,1593,6673,12384,14653,31254,23151,122340,14640,81065,12310,36077,13447,25829,16731,26901,20200,30008,24985,25880,29267,26586,36314,27722,57385,30026,113421,35962,53717,19848,42406,12058,45294,15502,10764,8002,2313,3337,0,65,0,0,0,0,0,0,210.0,37.547184,127.047367,2022,960016.8158561931,1949857.3077979821
101,202101,2호선,뚝섬,10,0,2833,1895,6441,10928,14571,28378,21655,113554,13285,69541,10460,26549,10687,17041,13139,17703,16053,19736,17961,18392,20378,18090,25542,18553,45036,21724,100514,29088,48622,18587,29624,11345,27154,12854,8235,5566,1886,3022,1,50,0,0,0,0,0,0,210.0,37.547184,127.047367,2021,960016.8158561931,1949857.3077979821
102,202001,2호선,뚝섬,30,0,3703,1721,7878,12965,19267,25576,31399,124010,19432,69798,15530,29590,16472,24061,19465,25225,24572,28013,26290,26027,29858,26530,35363,27575,47289,30694,108265,40414,54065,29146,30849,15529,27489,14577,19708,14029,8208,9187,1261,3302,6,93,0,0,0,0,210.0,37.547184,127.047367,2020,960016.8158561931,1949857.3077979821
103,201901,2호선,뚝섬,18,0,4142,1797,9130,13242,23263,27099,35147,133396,22016,65516,16907,26965,18425,20990,19838,20586,22968,23182,24109,22146,25943,22818,29558,23585,42648,28796,109907,40235,51606,31500,27860,17980,25547,16495,18465,17113,7922,11005,1329,4310,3,113,1,1,0,0,210.0,37.547184,127.047367,2019,960016.8158561931,1949857.3077979821
104,201801,2호선,뚝섬,48,34,4084,1898,8905,12781,24271,27359,35454,121432,21825,57960,16556,24384,16341,18263,18438,18752,21423,19826,21768,19926,22864,21287,26490,22795,36976,25917,98073,36809,48101,30384,25164,18306,23737,16975,16616,16959,7116,10947,1121,3911,3,96,1,0,0,0,210.0,37.547184,127.047367,2018,960016.8158561931,1949857.3077979821
105,202201,2호선,문래,1,0,3054,2213,10393,11633,35653,29914,41820,115012,23150,51830,16687,20400,16461,18219,19327,20366,21187,20561,21485,21170,23678,21310,30720,24544,51873,30499,93928,47106,33019,32058,27201,17655,34960,24736,8265,11275,2069,4423,1,191,0,0,0,0,0,0,235.0,37.517933,126.89476,2022,946515.3286956314,1946687.902551426
106,202101,2호선,문래,13,0,2986,1602,9964,8132,33418,29947,37298,103191,20696,49622,14132,18982,13356,15464,15785,15547,17036,16894,17692,16314,19397,16034,24257,18335,46487,24342,87393,40815,30471,30045,24147,16985,23175,19357,6196,8200,1806,3572,1,101,0,0,0,0,0,0,235.0,37.517933,126.89476,2021,946515.3286956314,1946687.902551426
107,202001,2호선,문래,5,1,3582,1812,10776,10449,41022,29860,46229,123099,27486,57778,20796,24398,20701,21868,23974,22185,25936,24440,25937,23394,27232,23899,32161,26363,50157,31396,101142,49225,40383,42407,27197,23002,26299,20452,21125,18666,9920,12686,1557,4246,14,117,1,1,0,0,235.0,37.517933,126.89476,2020,946515.3286956314,1946687.902551426
108,201901,2호선,문래,11,1,3761,2523,12212,12241,46364,31910,51444,122378,29116,61675,22770,25402,22776,23260,25836,23981,28218,25118,27404,24777,28813,25103,33210,27143,49246,32634,104606,52788,45535,46812,27803,25671,26795,23316,22821,21061,9675,14886,1736,4537,4,156,0,1,0,0,235.0,37.517933,126.89476,2019,946515.3286956314,1946687.902551426
109,201801,2호선,문래,25,18,3819,2010,13762,9758,45206,31297,48699,120842,27174,55311,20888,23546,21260,22400,24417,23119,26781,24823,25702,23928,27394,23135,29791,24815,42755,28028,100122,46326,42840,44911,26308,25095,24910,22525,20295,20587,9218,14245,1544,4416,4,114,0,0,0,0,235.0,37.517933,126.89476,2018,946515.3286956314,1946687.902551426
110,202201,2호선,방배,2,0,1922,2644,7852,9639,18322,22446,27633,66552,22374,41982,16485,20455,16364,17018,18727,17729,21678,20054,21871,19279,23149,19729,27422,20690,36365,26250,59824,33722,23645,24124,19184,15503,22341,22099,9452,11636,2252,3496,0,24,0,0,0,0,0,0,225.0,37.481426,126.997596,2022,955581.326706614,1942584.1812602011
111,202101,2호선,방배,3,0,2120,2803,7776,12777,17787,23548,25560,59160,20090,40045,13888,17914,13843,13443,15147,14621,18110,16517,17759,16278,19383,16337,25724,17591,35334,22857,55232,30687,23585,22462,17724,14899,19974,19435,6417,6969,2076,3313,1,39,0,1,0,0,0,0,225.0,37.481426,126.997596,2021,955581.326706614,1942584.1812602011
112,202001,2호선,방배,13,1,2868,3496,9277,12768,22320,24352,35180,72282,29077,47818,20847,26568,22479,21796,23940,22496,27211,25830,27127,25318,29388,24405,33351,26006,43997,31313,69831,39629,31184,34496,22431,21105,22694,20146,19167,21184,8857,12882,1840,3883,14,51,0,7,0,0,225.0,37.481426,126.997596,2020,955581.326706614,1942584.1812602011
113,201901,2호선,방배,6,2,3153,2781,10143,11427,26301,27125,41197,80348,31970,52946,23275,30342,24887,24557,26541,25890,29614,28937,29727,27692,32174,27388,36099,28400,47261,34740,80942,45978,37560,37953,26084,24255,27061,22684,21262,24702,9733,14535,2124,4741,2,59,0,0,0,0,225.0,37.481426,126.997596,2019,955581.326706614,1942584.1812602011
114,201801,2호선,방배,19,8,3443,3190,10274,14081,26768,28984,44055,81793,32643,51307,23085,29898,25021,23460,26631,24055,29389,28827,29169,27248,32452,26905,37428,28057,46822,32773,80608,45824,38857,39756,25999,24598,26735,22955,22560,24779,9550,15045,1988,4809,0,35,0,0,0,0,225.0,37.481426,126.997596,2018,955581.326706614,1942584.1812602011
115,202201,2호선,봉천,46,0,13131,1025,24037,6040,67426,8414,109467,23093,64752,17925,35575,17641,30067,19021,32004,21267,31824,23994,27735,26223,26556,32544,28211,37105,28443,48694,29144,78454,15857,66208,14224,41435,14367,56697,7904,29645,2021,10979,1,146,0,1,0,0,0,0,229.0,37.482362,126.941892,2022,950656.9869025358,1942715.7603891192
116,202101,2호선,봉천,70,1,12888,1158,23325,5641,64508,8378,100646,21105,57687,15808,30200,15207,24646,16144,25683,18602,26739,20663,23844,23357,23328,29801,23042,32903,23867,44946,26663,74508,15271,64516,13525,40823,13194,48751,5615,20508,2014,9073,3,129,0,0,0,1,0,0,229.0,37.482362,126.941892,2021,950656.9869025358,1942715.7603891192
117,202001,2호선,봉천,81,1,14248,1824,26561,8107,80680,10699,122201,25860,74665,23003,42805,21695,35425,23026,38313,25076,38659,28009,33165,30404,32451,37183,32795,43613,35085,52277,37565,80789,23309,77616,17724,47834,16272,47160,12417,45610,5629,28301,1039,8937,10,271,0,0,0,0,229.0,37.482362,126.941892,2020,950656.9869025358,1942715.7603891192
118,201901,2호선,봉천,92,4,15721,2211,28582,11899,84974,11725,126010,28776,76313,24751,42766,23482,36481,25497,39542,26797,41356,29697,34928,32166,33626,39930,35382,44916,40655,54599,42057,84384,25352,82225,18827,50341,17877,49105,14316,48114,6348,30057,1121,9458,5,379,0,0,0,0,229.0,37.482362,126.941892,2019,950656.9869025358,1942715.7603891192
119,201801,2호선,봉천,58,3,15041,1893,28515,9707,80108,10936,115838,29101,68637,24251,37173,21678,33229,22675,35582,24482,37430,27600,31364,29431,31535,36642,33107,40308,35534,48550,39608,75646,23814,76512,17798,47628,17118,46262,13318,45122,5908,27131,982,8155,2,298,0,0,0,0,229.0,37.482362,126.941892,2018,950656.9869025358,1942715.7603891192
120,202201,2호선,사당,96,3,9688,3041,21223,25268,60337,34477,90473,56676,65531,44434,40459,37427,38532,42009,44626,43602,45888,45784,48169,46777,49247,55352,53906,70519,63623,97810,81100,133358,52632,89073,58890,57074,80850,80586,23633,39106,5863,15039,4,909,0,0,0,0,0,0,226.0,37.47653,126.981685,2022,954171.5993666354,1942048.627229427
121,202101,2호선,사당,241,6,10062,2787,20452,23575,56743,31462,80653,52433,56143,39065,34321,30985,31567,31577,35449,33583,37127,35496,36995,36945,38010,44770,42071,59181,53076,78640,71777,112363,47610,79285,48165,48828,53571,60327,15943,23811,4948,10872,24,730,0,0,0,0,0,0,226.0,37.47653,126.981685,2021,954171.5993666354,1942048.627229427
122,202001,2호선,사당,239,4,12823,3514,22446,31975,72384,42302,100259,71762,75294,55750,49472,45009,47161,55767,55923,57217,61078,56147,65596,57350,65902,67343,67458,88361,79066,114516,101028,170163,71703,139733,64500,75066,74192,71740,75212,70138,45656,44082,8289,14197,60,1041,1,27,0,0,226.0,37.47653,126.981685,2020,954171.5993666354,1942048.627229427
123,201901,2호선,사당,90,13,14820,3720,24998,32033,78413,50282,110378,82457,80376,62807,51806,49486,50832,60301,58239,63171,66298,60097,70653,61999,70777,70068,71302,93599,83565,125744,111586,192982,80441,157292,71523,85775,84690,80098,85287,79338,50307,51426,9385,16793,10,950,0,0,0,0,226.0,37.47653,126.981685,2019,954171.5993666354,1942048.627229427
124,201801,2호선,사당,153,39,12499,3953,25494,31877,73146,50323,103943,84189,71441,58696,48710,47657,47851,59022,55635,61024,62051,58537,66753,59013,65384,67452,66783,85574,77310,118695,102099,186167,77565,162091,70523,87535,80024,79589,80848,79184,47178,51639,8299,15862,7,979,0,0,0,0,226.0,37.47653,126.981685,2018,954171.5993666354,1942048.627229427
125,202201,2호선,삼성,124,3,3940,4334,6236,33682,12323,110652,17833,293268,19065,211133,21193,87496,30583,67126,37080,61131,48399,67228,60270,58844,78720,53165,97133,48711,173477,50759,264377,51321,137821,27311,119035,14738,108923,17911,32602,7801,6368,2795,1,1124,0,0,0,0,0,0,219.0,37.508844,127.06316,2022,961392.1368673297,1945597.115142667
126,202101,2호선,삼성,121,0,3637,4276,5395,30018,11858,101072,15965,255575,15575,175480,16247,71261,23205,49704,28470,44924,36225,50856,45684,44369,58856,40072,73902,35609,142313,36123,227196,38660,120362,21491,104334,11783,84363,13282,21730,4397,4351,2178,1,952,0,0,0,0,0,0,219.0,37.508844,127.06316,2021,961392.1368673297,1945597.115142667
127,202001,2호선,삼성,146,1,5371,4807,8324,40223,16923,121432,24317,335521,24217,251880,25582,119755,37144,100992,48701,89509,64900,98010,82064,87745,106979,77630,126245,72886,194795,73287,312970,81382,195051,51248,144552,23902,123356,18962,87390,16139,24838,9108,3443,5464,10,1568,0,27,0,0,219.0,37.508844,127.06316,2020,961392.1368673297,1945597.115142667
128,201901,2호선,삼성,216,1,5602,5719,8587,39100,17974,127493,26821,378832,27266,278283,27914,131650,42708,114866,55075,102170,76005,112552,92068,100302,117335,86738,136431,80251,203382,79991,348450,93026,220595,58650,159141,27026,141063,21377,99081,18278,29233,10688,4195,5281,5,1742,0,1,0,0,219.0,37.508844,127.06316,2019,961392.1368673297,1945597.115142667
