grid_idx,pp_pop,pp_od,pp_drr,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry,gwr_const,gwr_bs_ebit,gwr_bs_elct,gwr_bd_height,gwr_bd_totflrcnt,gwr_pp_od,gwr_pp_drr,gwr_r2,cbdness,sim,cbdi
25119,-0.9105866120577946,1.0387327273914788,-0.1297801189922437,1.6701399802126344,"POLYGON ((954035.230213883 1952665.54807064, 954035.230213883 1952765.54807064, 954135.230213883 1952765.54807064, 954135.230213883 1952665.54807064, 954035.230213883 1952665.54807064))",종로구,서울특별시 종로구 수송동 80-6번지,126.980335393,37.572915315,954111.3460448424,1952742.6859113325,"석탄회관빌딩, 호수빌딩",0.7645502767219234,0.2654332480795367,0.4409075133214089,0.1826713415711417,-0.0808517345562449,0.3286377705549429,0.5895801414497016,0.9248696629872905,0.6998111642672461,0.0856587084618262,10,"POLYGON ((954035.230213883 1952665.54807064, 954035.230213883 1952765.54807064, 954135.230213883 1952765.54807064, 954135.230213883 1952665.54807064, 954035.230213883 1952665.54807064))",0.0850302361016867,0.3200516657416802,0.0707119922936785,0.3371201098804948,-0.2438272855535724,-0.1345793543187143,0.6140873190127843,0.770457369777546,0.19523432324275208,0.8319083607490112,0.16241706581082047
25171,-0.9937845998588276,1.512967799310301,1.227029214940334,2.408872729955194,"POLYGON ((954135.230213883 1952365.54807064, 954135.230213883 1952465.54807064, 954235.230213883 1952465.54807064, 954235.230213883 1952365.54807064, 954135.230213883 1952365.54807064))",종로구,서울특별시 종로구 서린동 63번지,126.981480333,37.569823988,954210.55736082,1952399.1595752744,서울글로벌센터,-0.3857067303342658,-0.3387094213606241,-0.052256032279771,-0.3234485486856228,0.2674075879189264,-0.3203054302025702,-0.4186546552138261,2.608226427305272,2.8750362373906944,-1.3103507745928549,6,"POLYGON ((954135.230213883 1952365.54807064, 954135.230213883 1952465.54807064, 954235.230213883 1952465.54807064, 954235.230213883 1952365.54807064, 954135.230213883 1952365.54807064))",-0.4116610947833538,-0.0310289821052925,0.0247291648415368,0.3699484984587982,-0.2700459534386749,0.9326544036171316,0.3922799667399959,0.7458665682327498,0.8389325333191385,0.5794225570962068,0.48609643368697397
25172,-0.9843840740658548,1.4074790744560974,1.1395244985418107,2.2410397906231685,"POLYGON ((954135.230213883 1952465.54807064, 954135.230213883 1952565.54807064, 954235.230213883 1952565.54807064, 954235.230213883 1952465.54807064, 954135.230213883 1952465.54807064))",종로구,서울특별시 종로구 청진동 70번지,126.981435735,37.571014181,954207.3476900448,1952531.2274442485,그랑서울,3.8529765525073634,4.7224899282092645,6.497113451817631,0.1826713415711417,8.277372004847868,-0.3203054302025702,-0.4241504103811608,3.766177508930343,3.175737692456769,-1.3924689794784242,6,"POLYGON ((954135.230213883 1952465.54807064, 954135.230213883 1952565.54807064, 954235.230213883 1952565.54807064, 954235.230213883 1952465.54807064, 954135.230213883 1952465.54807064))",-0.2114991150059326,0.1228948968818913,0.0391278597365609,0.3588024101112038,-0.255970161583594,0.4595697966773029,0.496555441360132,0.7762832983184814,0.9024945765926771,0.5001408081920917,0.45137436692604116
25173,-0.9751105946415858,1.2279210386643724,1.235124997113449,2.00188814838721,"POLYGON ((954135.230213883 1952565.54807064, 954135.230213883 1952665.54807064, 954235.230213883 1952665.54807064, 954235.230213883 1952565.54807064, 954135.230213883 1952565.54807064))",종로구,서울특별시 종로구 청진동 21-1번지,126.980855606,37.571721515,954156.5516741172,1952609.9856129389,NoData,-0.7451721833925813,-0.712132301429379,-0.5072067767815069,-0.9139217539851816,-0.4291110570314162,-0.3203054302025702,-0.3973972081786308,-0.5474826820123448,0.1985340619103305,1.7280228061732157,6,"POLYGON ((954135.230213883 1952565.54807064, 954135.230213883 1952665.54807064, 954235.230213883 1952665.54807064, 954235.230213883 1952565.54807064, 954135.230213883 1952565.54807064))",-0.0991577478435382,0.2134478406182159,0.0539499598434978,0.341889759372808,-0.2266329140947132,0.1957704535056637,0.5756689269598748,0.7845181410489265,0.2601059656919476,0.5670467752002547,0.14749224905596697
25174,-0.9663956554954982,1.075524450300816,-0.158433181458432,1.6984384385486335,"POLYGON ((954135.230213883 1952665.54807064, 954135.230213883 1952765.54807064, 954235.230213883 1952765.54807064, 954235.230213883 1952665.54807064, 954135.230213883 1952665.54807064))",종로구,서울특별시 종로구 수송동 156번지,126.981154756,37.572757058,954183.602934522,1952724.728207224,"광화문G타워, 패미리스, 삼성빌딩, 두산위브파빌리온",2.916200822300179,3.354381139729268,2.9794024205389613,1.110557807041877,0.4415372491565121,1.7311260858099349,0.8281710776987466,0.6163166373987111,0.4736370094869442,-0.2838732135232364,8,"POLYGON ((954135.230213883 1952665.54807064, 954135.230213883 1952765.54807064, 954235.230213883 1952765.54807064, 954235.230213883 1952665.54807064, 954135.230213883 1952665.54807064))",-0.1841861748661334,0.4635226735987571,0.0463033538424755,0.322116770248143,-0.1700725319955537,-0.0984035093760373,0.5898008247130216,0.7756917531095069,0.11152959670506113,0.5447957565273043,0.06076085101211892
25226,-1.0667585686438843,1.2808107499607495,0.2029809297362832,1.9743309658117316,"POLYGON ((954235.230213883 1952565.54807064, 954235.230213883 1952665.54807064, 954335.230213883 1952665.54807064, 954335.230213883 1952565.54807064, 954235.230213883 1952565.54807064))",종로구,서울특별시 종로구 공평동 144번지,126.982246013,37.571783075,954279.3711429568,1952616.1379363493,94빌딩,-0.0570618711753545,-0.0722598518735487,0.1992905815502103,-0.3656252062070199,0.963926232869269,-0.3203054302025702,-0.4241504103811608,1.8456162200128012,0.6061659912994707,-1.6388235941351326,3,"POLYGON ((954235.230213883 1952565.54807064, 954235.230213883 1952665.54807064, 954335.230213883 1952665.54807064, 954335.230213883 1952565.54807064, 954235.230213883 1952565.54807064))",-0.6599294798072878,0.2941761813794461,0.0129038369470698,0.3289801820401018,-0.1676124392227272,0.5628978786335295,0.5153815795551071,0.7856344004094375,0.5378752275315002,0.6574785761914674,0.35364143876607235
25227,-1.0577130728097082,1.1212568029468273,-0.2496047151132725,1.688799251025502,"POLYGON ((954235.230213883 1952665.54807064, 954235.230213883 1952765.54807064, 954335.230213883 1952765.54807064, 954335.230213883 1952665.54807064, 954235.230213883 1952665.54807064))",종로구,서울특별시 종로구 견지동 110-44번지,126.98236598,37.572923653,954290.662105894,1952742.621197407,우정에쉐르,-0.329305043498356,-0.2481929496877598,-0.2299746282638705,0.0983180265283476,-0.0808517345562449,-0.1089823826236412,-0.246496496728894,0.2026512846700241,0.0272292818331772,-0.7765824428366532,3,"POLYGON ((954235.230213883 1952665.54807064, 954235.230213883 1952765.54807064, 954335.230213883 1952765.54807064, 954335.230213883 1952665.54807064, 954235.230213883 1952665.54807064))",-0.487447199960367,0.472696567596769,0.0197947508577363,0.3084536642468039,-0.0969881197234873,0.1481258834093819,0.5831558318729322,0.7709161380575511,0.13354605444899914,0.6734464015745287,0.08993610981315456
25275,-1.0103159849438152,1.4602329275608847,1.1085276180513222,2.1464554495133013,"POLYGON ((954335.230213883 1952465.54807064, 954335.230213883 1952565.54807064, 954435.230213883 1952565.54807064, 954435.230213883 1952465.54807064, 954335.230213883 1952465.54807064))",종로구,서울특별시 종로구 종로2가 6번지,126.983608868,37.570742697,954399.0855210288,1952500.0507679232,종로타워,1.2110028007200049,0.7087726186272804,1.9010870138626743,0.1404946840497447,1.6604448778196117,1.627394952632781,-0.4231532117455172,5.090218543677393,3.661785303016157,-0.1606959061948822,7,"POLYGON ((954335.230213883 1952465.54807064, 954335.230213883 1952565.54807064, 954435.230213883 1952565.54807064, 954435.230213883 1952465.54807064, 954335.230213883 1952465.54807064))",-2.0773410427719,0.7681570954152813,-0.0940470294571042,0.3105617315210699,-0.1522133402163144,1.079588786993385,0.2969203511895465,0.772290530518241,0.9845594962313298,0.5337334966172217,0.525492382551238
25276,-0.9993878661183117,1.3060929338339304,0.1961012180840157,1.9003169257352823,"POLYGON ((954335.230213883 1952565.54807064, 954335.230213883 1952665.54807064, 954435.230213883 1952665.54807064, 954435.230213883 1952565.54807064, 954335.230213883 1952565.54807064))",종로구,서울특별시 종로구 공평동 17번지,126.983530241,37.571680806,954392.7142285458,1952604.167573064,센트로폴리스,2.3839291656574666,3.190159941335395,5.135076334360016,0.3092013141353328,7.929112682372696,-0.3203054302025702,-0.4241504103811608,4.1685362686061245,1.4810516903063693,-1.720941799020702,7,"POLYGON ((954335.230213883 1952565.54807064, 954335.230213883 1952665.54807064, 954435.230213883 1952665.54807064, 954435.230213883 1952565.54807064, 954335.230213883 1952565.54807064))",-1.2761066040778424,0.4715259692419744,-0.0284307269054913,0.3099841509456829,-0.1257516823869938,0.8064669762922425,0.4849288358056524,0.7771144561024814,0.8784570341227592,0.5006926074425838,0.4398369429412031
25277,-0.9891288561873136,1.2540123836596433,-0.2528850365174441,1.6433353901056469,"POLYGON ((954335.230213883 1952665.54807064, 954335.230213883 1952765.54807064, 954435.230213883 1952765.54807064, 954435.230213883 1952665.54807064, 954335.230213883 1952665.54807064))",종로구,서울특별시 종로구 견지동 111번지,126.983448189,37.572330797,954385.8649474952,1952676.3207619465,"농협종로지점, 천마빌딩, 종로빌딩",0.3852542046941227,0.2809796758344653,-0.0344880114759714,0.1826713415711417,-0.0808517345562449,-0.1334195642192331,0.3121803180000462,0.4428189164144832,0.4823858664770131,1.3995499866309378,7,"POLYGON ((954335.230213883 1952665.54807064, 954335.230213883 1952765.54807064, 954435.230213883 1952765.54807064, 954435.230213883 1952665.54807064, 954335.230213883 1952665.54807064))",-0.8649696294196297,0.4916381995088839,0.0193268657911392,0.2969998755322717,-0.0616556903214755,0.4185101551050514,0.6027482772353971,0.7590517554525427,0.2622386323523448,0.8153321352113811,0.21381158405074965
25278,-0.980174241285499,1.1026051538936086,-0.3736546079512131,1.4428638353118517,"POLYGON ((954335.230213883 1952765.54807064, 954335.230213883 1952865.54807064, 954435.230213883 1952865.54807064, 954435.230213883 1952765.54807064, 954335.230213883 1952765.54807064))",종로구,서울특별시 종로구 견지동 81번지,126.983537075,37.573875544,954394.6561106764,1952847.6598586289,"다연, S&S빌딩, 견지센터",0.0458626910834456,0.3232675023976232,0.0953076324166809,0.5200846017423181,-0.2201554635463134,0.182192685847823,-0.1945454245242035,-0.0458442376816777,0.0195389285283265,0.1185059904160539,9,"POLYGON ((954335.230213883 1952765.54807064, 954335.230213883 1952865.54807064, 954435.230213883 1952865.54807064, 954435.230213883 1952765.54807064, 954335.230213883 1952765.54807064))",-0.7353820736883698,0.7447936232381639,0.021274327510935,0.2873296336417405,-0.0364103324590263,-0.026032165828525,0.543562568330713,0.7318032340512819,0.11435603093499719,0.7713526936360113,0.08820883249523312
25316,-1.0325134799849214,1.5322775504647157,1.0458746821705338,2.227702551850728,"POLYGON ((954435.230213883 1952365.54807064, 954435.230213883 1952465.54807064, 954535.230213883 1952465.54807064, 954535.230213883 1952365.54807064, 954435.230213883 1952365.54807064))",종로구,서울특별시 종로구 종로2가 84-10번지,126.984542059,37.56995859,954481.0161205108,1952412.6054457847,"백합빌딩, 대한기독교서회",-0.2006209532857378,0.0120766254411528,-0.1466987770576931,0.435731286699524,-0.2201554635463134,-0.1628312601902244,0.2418629306254408,-0.1858276573270197,1.9072182352448408,1.07107716708866,9,"POLYGON ((954435.230213883 1952365.54807064, 954435.230213883 1952465.54807064, 954535.230213883 1952465.54807064, 954535.230213883 1952365.54807064, 954435.230213883 1952365.54807064))",-3.4759307029388653,1.7527840555690846,-0.1162865503809573,0.2689376791587514,-0.2002599081366924,0.8759834799893972,0.0888051977847335,0.7212344658882452,0.3391553981087981,0.7755105683894511,0.2630185955597046
25317,-1.022207546567156,1.5357009487020756,0.6855814949876655,2.0690370998674403,"POLYGON ((954435.230213883 1952465.54807064, 954435.230213883 1952565.54807064, 954535.230213883 1952565.54807064, 954535.230213883 1952465.54807064, 954435.230213883 1952465.54807064))",종로구,서울특별시 종로구 종로2가 8-4번지,126.984704214,37.570497715,954495.6637876512,1952472.3401986824,NoData,-0.01517019551998,0.3018574095837636,-0.3424165212710907,-0.7452151238995933,-0.4291110570314162,-0.2248779834973114,-0.3380824938099893,-0.5911495241477009,1.996262157499321,0.4141315280041041,9,"POLYGON ((954435.230213883 1952465.54807064, 954435.230213883 1952565.54807064, 954535.230213883 1952565.54807064, 954535.230213883 1952465.54807064, 954435.230213883 1952465.54807064))",-2.191238166453229,1.3117935309807454,-0.102987874092322,0.2706077192330194,-0.168371937324142,0.4673337336317015,0.2620086408694517,0.7530109887724684,0.38594092021712595,0.686210816575966,0.26483683401227376
25318,-0.9619605938805617,1.410646415119171,0.6007231287661138,1.81247186943854,"POLYGON ((954435.230213883 1952565.54807064, 954435.230213883 1952665.54807064, 954535.230213883 1952665.54807064, 954535.230213883 1952565.54807064, 954435.230213883 1952565.54807064))",종로구,서울특별시 종로구 인사동 194-27번지,126.984841914,37.571987461,954508.7299263905,1952637.553610307,태화빌딩,0.6296290715859786,0.2755326396086688,0.4518812675393203,-0.492155178771211,0.963926232869269,0.539943979835696,0.2804485644001608,1.183595702639276,0.6904142437964312,1.235313576859799,9,"POLYGON ((954435.230213883 1952565.54807064, 954435.230213883 1952665.54807064, 954535.230213883 1952665.54807064, 954535.230213883 1952565.54807064, 954435.230213883 1952565.54807064))",-1.5182214217610348,1.02459490216462,-0.0349565677848247,0.2804496670759108,-0.1455580172733863,0.2853709821986429,0.4063242511474778,0.7605201866760073,0.6796974611840616,0.8260908320218902,0.5614918412327078
25321,-0.921021688518059,0.9851519281594076,0.6948059091798618,1.2076752349818456,"POLYGON ((954435.230213883 1952865.54807064, 954435.230213883 1952965.54807064, 954535.230213883 1952965.54807064, 954535.230213883 1952865.54807064, 954435.230213883 1952865.54807064))",종로구,서울특별시 종로구 관훈동 186번지,126.984498754,37.574137611,954479.7355861688,1952876.26858668,"토포하우스, 쌈지길",0.2203234739192842,0.4403556352059584,-0.2472428060194469,-0.0703886035572405,-0.196938175381302,-0.307123448201995,0.1876942077235725,-0.4754323924890071,0.7551125812908918,-0.9134461176459356,6,"POLYGON ((954435.230213883 1952865.54807064, 954435.230213883 1952965.54807064, 954535.230213883 1952965.54807064, 954535.230213883 1952865.54807064, 954435.230213883 1952865.54807064))",-0.7830119973507412,0.8293479331384518,0.0407165383356694,0.2527694376653153,-0.0358620529315989,-0.105371080404341,0.4260823390293726,0.6222083250464823,0.2044310877920973,0.7037961815662146,0.14387781898150565
25356,-1.0827558763890646,1.5434386047216762,2.130386338099286,2.2746275812859604,"POLYGON ((954535.230213883 1952265.54807064, 954535.230213883 1952365.54807064, 954635.230213883 1952365.54807064, 954635.230213883 1952265.54807064, 954535.230213883 1952265.54807064))",종로구,서울특별시 종로구 관철동 32-4번지,126.985475951,37.568763343,954562.7605998174,1952279.5466527825,"계원빌딩, 대성빌딩, 해덕빌딩, 평구빌딩, 포인트23",0.6686941743534736,0.8989636809532076,0.3443538313822304,2.502387505247979,-0.1758315497767461,0.2480184043598193,0.8234529886315967,-0.054827130920951,1.6504908330904662,1.07107716708866,4,"POLYGON ((954535.230213883 1952265.54807064, 954535.230213883 1952365.54807064, 954635.230213883 1952365.54807064, 954635.230213883 1952265.54807064, 954535.230213883 1952265.54807064))",-0.6830394539383607,2.2053529864754084,-0.0988193180805001,0.2224073869160344,-0.2058603084019155,-1.609618292712507,0.2170516375404422,0.7232038427282048,0.31290389960101606,0.7623961868471762,0.2385567399054263
25357,-1.0762722763585164,1.5911995885672556,1.7533243455259109,2.130010196139211,"POLYGON ((954535.230213883 1952365.54807064, 954535.230213883 1952465.54807064, 954635.230213883 1952465.54807064, 954635.230213883 1952365.54807064, 954535.230213883 1952365.54807064))",종로구,서울특별시 종로구 종로2가 84-1번지,126.985614296,37.569945072,954575.6955174204,1952410.586816868,"영안빌딩, 미려빌딩, 청문학원",-0.0211721006477587,0.3865410775927443,-0.0859326577479799,0.2670246566139358,-0.1505035990512791,-0.2788808112186459,0.0797139674012605,-0.2111856163670516,2.3814710904546543,1.344804516707225,4,"POLYGON ((954535.230213883 1952365.54807064, 954535.230213883 1952465.54807064, 954635.230213883 1952465.54807064, 954635.230213883 1952365.54807064, 954535.230213883 1952365.54807064))",-1.768926184597742,2.011727597324604,-0.1134361223488906,0.2287455862923663,-0.1903094419334711,-0.651105330266092,0.1933022649304901,0.733113083526468,0.5539076560583516,0.7552539986778126,0.41834097213632454
25358,-1.008800741615778,1.5113074896108936,1.2980680939959317,1.9060111214185127,"POLYGON ((954535.230213883 1952465.54807064, 954535.230213883 1952565.54807064, 954635.230213883 1952565.54807064, 954635.230213883 1952465.54807064, 954535.230213883 1952465.54807064))",종로구,서울특별시 종로구 종로2가 9번지,126.985539982,37.570629905,954569.548942582,1952486.6016261952,서울 YMCA,0.4429130473338242,1.0353556163634443,0.024385901990388,-0.7452151238995933,0.2674075879189264,0.7737293171812983,-0.0115334286505676,0.2665920177967957,2.803101191027905,2.63132305991448,4,"POLYGON ((954535.230213883 1952465.54807064, 954535.230213883 1952565.54807064, 954635.230213883 1952565.54807064, 954635.230213883 1952465.54807064, 954535.230213883 1952465.54807064))",-1.6809405035157776,1.7162619909017531,-0.0937271951437863,0.2377788014917956,-0.1734284364683586,-0.3777632351508538,0.2597563972295487,0.7312821387704845,0.6924779551618488,0.709700111871707,0.49145168224705504
25360,-0.9863337192901758,1.2761186637375916,-0.1932517262872723,1.548988603976595,"POLYGON ((954535.230213883 1952665.54807064, 954535.230213883 1952765.54807064, 954635.230213883 1952765.54807064, 954635.230213883 1952665.54807064, 954535.230213883 1952665.54807064))",종로구,서울특별시 종로구 인사동 186번지,126.985659298,37.572847584,954581.4322571856,1952732.5846770569,"선빌딩, 오원빌딩, 백상빌딩",0.465233645863077,0.3366304864529761,0.4584108172468695,0.9418511769562886,-0.2201554635463134,0.3601133607880681,0.5226636479294929,0.1252985928873933,0.4293742737520026,-0.3249323159660211,4,"POLYGON ((954535.230213883 1952665.54807064, 954535.230213883 1952765.54807064, 954635.230213883 1952765.54807064, 954635.230213883 1952665.54807064, 954535.230213883 1952665.54807064))",-1.311781638308633,1.2037869089685724,0.0478135851340515,0.2570037192660266,-0.1131542376518153,-0.0818427741025163,0.427114954585062,0.7143564816063791,0.2029352071220581,0.8093403311638954,0.1642436477369802
25361,-0.8833251505846241,1.1398689317636412,-0.0007922238540283,1.371950017621604,"POLYGON ((954535.230213883 1952765.54807064, 954535.230213883 1952865.54807064, 954635.230213883 1952865.54807064, 954635.230213883 1952765.54807064, 954535.230213883 1952765.54807064))",종로구,서울특별시 종로구 관훈동 197-4번지,126.985815125,37.57324964,954595.43667077,1952777.1155375647,인사유리,-0.6240715814157376,-0.4436844566130101,-0.4132574770607906,-0.2390952336428287,-0.2549813957938305,-0.2682173575309542,-0.2111405958487214,-0.4129732129346851,0.9877133655885904,-0.3454618671874135,4,"POLYGON ((954535.230213883 1952765.54807064, 954535.230213883 1952865.54807064, 954635.230213883 1952865.54807064, 954635.230213883 1952765.54807064, 954535.230213883 1952765.54807064))",-1.151134350488284,1.1035440716029956,0.0219205691039794,0.2372010890472681,-0.0567631785846456,-0.0931952259103209,0.4550233555118306,0.6821412344166287,0.1956597926578001,0.6481819384140776,0.12682314367462935
25390,-1.068723349910623,1.7237963646206316,1.7636860779936216,2.201196339676041,"POLYGON ((954635.230213883 1952265.54807064, 954635.230213883 1952365.54807064, 954735.230213883 1952365.54807064, 954735.230213883 1952265.54807064, 954635.230213883 1952265.54807064))",종로구,서울특별시 종로구 관철동 13-12번지,126.986310712,37.569274467,954636.788233634,1952335.850044384,"이안빌딩, 헤리티지호텔, 위드션샤, Lee's빌딩, 예지빌딩",0.166448264714865,0.385900703645519,-0.0560800315358977,2.502387505247979,-0.1441716113699124,-0.1249907932466025,0.0714721950954742,-0.1999910259287146,1.0757174405307826,0.0774468879732691,10,"POLYGON ((954635.230213883 1952265.54807064, 954635.230213883 1952365.54807064, 954735.230213883 1952365.54807064, 954735.230213883 1952265.54807064, 954635.230213883 1952265.54807064))",0.8849802746849117,1.998429974156486,-0.074091566512268,0.2196731570368074,-0.1506232255517468,-2.3244926995522825,0.1940688864389382,0.7593077029058242,0.3970621798675613,0.6943594033756725,0.27570385831588384
25391,-1.0608915634680238,1.6561588973493846,1.4706304018465457,2.048330170303243,"POLYGON ((954635.230213883 1952365.54807064, 954635.230213883 1952465.54807064, 954735.230213883 1952465.54807064, 954735.230213883 1952365.54807064, 954635.230213883 1952365.54807064))",종로구,서울특별시 종로구 종로2가 75-5번지,126.986546218,37.569946333,954657.9928974902,1952410.276624287,"거상빌딩, 종로빌딩",-0.080501743904112,0.1380296939767401,-0.1619271953020803,0.5200846017423181,-0.196938175381302,-0.2512804350371496,0.1941015810466263,-0.1954187672960355,1.9421488568570424,1.8758355749672404,10,"POLYGON ((954635.230213883 1952365.54807064, 954635.230213883 1952465.54807064, 954735.230213883 1952465.54807064, 954735.230213883 1952365.54807064, 954635.230213883 1952365.54807064))",-0.3240055935873686,1.864436641395381,-0.0937515646730696,0.2192784472925112,-0.169562627949162,-1.4129605531185063,0.2205765490498869,0.7410862141840614,0.5754910559969171,0.7470892363741907,0.4299431735649134
25393,-0.9822383343070656,1.3934016146810382,0.612269389336397,1.6664115245614288,"POLYGON ((954635.230213883 1952565.54807064, 954635.230213883 1952665.54807064, 954735.230213883 1952665.54807064, 954735.230213883 1952565.54807064, 954635.230213883 1952565.54807064))",종로구,서울특별시 종로구 인사동 143번지,126.986731949,37.571719665,954675.469195187,1952606.9295666048,"신라빌딩, 대일빌딩",0.1014938630718703,0.0733133485631717,0.4327628707564409,-0.0282119460358435,0.2674075879189264,-0.3203054302025702,-0.3923814478769603,0.8596033292956958,1.4839679759697255,-0.5712869306227295,10,"POLYGON ((954635.230213883 1952565.54807064, 954635.230213883 1952665.54807064, 954735.230213883 1952665.54807064, 954735.230213883 1952565.54807064, 954635.230213883 1952565.54807064))",-1.4114707859896298,1.616558506781973,-0.0132359399885355,0.2347951402133058,-0.1285109745266353,-0.3857664525502688,0.1820818161339005,0.7184159235591575,0.5973533252726875,0.8110908228636321,0.48450780013575095
25394,-0.876281751038823,1.2736800094481018,0.01310606732901,1.4977965408580571,"POLYGON ((954635.230213883 1952665.54807064, 954635.230213883 1952765.54807064, 954735.230213883 1952765.54807064, 954735.230213883 1952665.54807064, 954635.230213883 1952665.54807064))",종로구,서울특별시 종로구 낙원동 272번지,126.987334039,37.573062052,954729.4501733592,1952755.5706417155,로담코 인사빌딩,0.8237866471283182,0.7964498419558202,1.518711080716315,1.237087779606068,0.6156669103940978,2.1660112182705165,0.7465086953984785,1.4069204095600978,0.8621510661940818,-1.2556053046691418,10,"POLYGON ((954635.230213883 1952665.54807064, 954635.230213883 1952765.54807064, 954735.230213883 1952765.54807064, 954735.230213883 1952665.54807064, 954635.230213883 1952665.54807064))",-1.3449535827170729,1.4802797587562029,-0.0381536112949854,0.2308166263438396,-0.0868393916622262,-0.2951823446898035,0.2101079649899011,0.7139953154480808,0.44165300766753324,0.7201986227929214,0.31807788787450897
25416,-1.0280780530544904,1.7988469161416307,1.830536911582349,2.052661148274398,"POLYGON ((954735.230213883 1952265.54807064, 954735.230213883 1952365.54807064, 954835.230213883 1952365.54807064, 954835.230213883 1952265.54807064, 954735.230213883 1952265.54807064))",종로구,서울특별시 종로구 관철동 34-1번지,126.988485227,37.568863891,954828.5701027792,1952289.251118488,"해운빌딩, 코원빌딩, 대진빌딩, 부티크호텔 K (종로점)",-0.0714623881407209,0.0478989897419634,-0.1715873619892611,0.7309678893493033,-0.3296083934670816,0.312970936837836,-0.0782787612109271,-0.2838107041184977,0.4540562343186944,0.5920543052561711,6,"POLYGON ((954735.230213883 1952265.54807064, 954735.230213883 1952365.54807064, 954835.230213883 1952365.54807064, 954835.230213883 1952265.54807064, 954735.230213883 1952265.54807064))",1.6144751321047008,1.5047593827755918,0.0265381919071575,0.1991089335799743,-0.1477356190639118,-2.143849159373312,0.1162350523686854,0.7663763992782129,0.7073479045386268,0.7429685180974197,0.5255372244143787
25421,-0.8322335774768344,1.2658809594646578,-0.5834520013249385,1.2075175104663154,"POLYGON ((954735.230213883 1952765.54807064, 954735.230213883 1952865.54807064, 954835.230213883 1952865.54807064, 954835.230213883 1952765.54807064, 954735.230213883 1952765.54807064))",종로구,서울특별시 종로구 낙원동 56번지,126.988411855,37.573720605,954825.0243062278,1952828.115159492,"각연빌딩, 종로 크라운 호텔",-0.0668757971275333,-0.0871118982399196,-0.2270443483779668,0.3092013141353328,-0.2549813957938305,0.0186350792516352,-0.228680873342842,-0.0869924387438696,0.0123778270660849,-0.8381710965008303,10,"POLYGON ((954735.230213883 1952765.54807064, 954735.230213883 1952865.54807064, 954835.230213883 1952865.54807064, 954835.230213883 1952765.54807064, 954735.230213883 1952765.54807064))",-1.1328993135738916,1.139386147148758,-0.0185067747188708,0.2651986771574498,-0.0934867375122975,-0.0388296534218893,0.0355790836478324,0.6447306949169945,0.25990122091374934,0.6800885806904992,0.17675585245095968
25441,-1.014414517380152,1.744232594214549,2.6217083756096597,1.8265505516883012,"POLYGON ((954835.230213883 1952265.54807064, 954835.230213883 1952365.54807064, 954935.230213883 1952365.54807064, 954935.230213883 1952265.54807064, 954835.230213883 1952265.54807064))",종로구,서울특별시 종로구 관수동 154-1번지,126.989362453,37.568748709,954905.968267025,1952276.050913398,"에덴빌딩, 송암빌딩, 한일타워, 금용빌딩",0.0098228729276553,0.2197969601537786,-0.0628259692971393,1.237087779606068,-0.1803543981205795,-0.0898324266552874,-0.1158560336787089,-0.1431856492417789,0.3010206723654243,-0.5028550932180887,10,"POLYGON ((954835.230213883 1952265.54807064, 954835.230213883 1952365.54807064, 954935.230213883 1952365.54807064, 954935.230213883 1952265.54807064, 954835.230213883 1952265.54807064))",2.3998680279956397,1.0199108282711185,0.2640389409685036,0.0441256487490136,-0.2043325923157255,-2.0983990215913124,0.1135685587141688,0.735652761603282,0.8125777835164862,0.6879655446080705,0.5590255173733383
25442,-0.9613166177316406,1.7167380629096842,1.8318407553880849,1.6543949035467809,"POLYGON ((954835.230213883 1952365.54807064, 954835.230213883 1952465.54807064, 954935.230213883 1952465.54807064, 954935.230213883 1952365.54807064, 954835.230213883 1952365.54807064))",종로구,서울특별시 종로구 관수동 4-3번지,126.988872857,37.569585456,954863.2370535198,1952369.118945438,"봉산빌딩, 금용빌딩, 미투리빌딩, YBM",-0.0250692836395123,0.2170194345995483,0.0945318760058385,0.5200846017423181,0.0062130960625479,0.1971186344451896,0.2890066123926252,0.1314977249405375,0.8890457006450345,0.8452521036533438,10,"POLYGON ((954835.230213883 1952365.54807064, 954835.230213883 1952465.54807064, 954935.230213883 1952465.54807064, 954935.230213883 1952365.54807064, 954835.230213883 1952365.54807064))",0.9721559027100722,1.0507503196198185,0.2458531253122736,0.0516553783266713,-0.242120641155451,-1.2581004410204362,0.1480412824671169,0.6995534568433204,0.8484054277941909,0.8237992820176153,0.6989157822767023
