,0
gwr_const,1.3849533382619361
gwr_bs_ebit,0.4815420084608886
gwr_bs_elct,0.03371566575147748
gwr_bd_height,0.15494240028520154
gwr_bd_vintage,0.09669977178452314
gwr_pp_od,0.9423987609713298
gwr_pp_pop,0.26298935600391843
