grid_idx,pp_pop,pp_od,pp_drr,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry,gwr_const,gwr_bs_ebit,gwr_bs_elct,gwr_bd_height,gwr_bd_totarea,gwr_pp_od,gwr_pp_pop,gwr_r2,cbdness,sim,cbdi
26096,-0.3867756734715478,0.5329244098779313,0.4719290535996636,1.003546384357605,"POLYGON ((953935.230213883 1951165.54807064, 953935.230213883 1951265.54807064, 954035.230213883 1951265.54807064, 954035.230213883 1951165.54807064, 953935.230213883 1951165.54807064))",중구,서울특별시 중구 회현동1가 194-38번지,126.979453504,37.559029491,954024.9373513964,1951202.5532444147,금오빌딩,-0.5876301828616299,-0.4494761722364652,-0.3175366280650651,-0.2469181938435916,-0.2578138706212712,-0.2761203498954717,-0.1450963172926068,0.356996332167746,0.769388469071498,0.4941166210759504,5.0,"POLYGON ((953935.230213883 1951165.54807064, 953935.230213883 1951265.54807064, 954035.230213883 1951265.54807064, 954035.230213883 1951165.54807064, 953935.230213883 1951165.54807064))",-3.0681137319259566,3.73666052127627,0.0230731234339273,0.2891922308118194,0.0325430340875892,0.2544624885625648,1.1072184316262097,0.7068217737339544,0.21214144823104958,0.693670160808367,0.14715619250855203
26097,-0.6315836743654746,0.7111621695993379,0.8903415979456728,1.0592041812186357,"POLYGON ((953935.230213883 1951265.54807064, 953935.230213883 1951365.54807064, 954035.230213883 1951365.54807064, 954035.230213883 1951265.54807064, 953935.230213883 1951265.54807064))",중구,서울특별시 중구 회현동1가 210번지,126.9795405,37.559740306,954033.0576494952,1951281.372026826,AK타워,-0.6261331671102154,0.6190877439618614,1.518862660564381,0.6799509762967905,0.9376383472482376,-0.3295636084783251,-0.2574328876192187,1.3561960764213647,1.1849824548305496,0.6578745894561124,5.0,"POLYGON ((953935.230213883 1951265.54807064, 953935.230213883 1951365.54807064, 954035.230213883 1951365.54807064, 954035.230213883 1951265.54807064, 953935.230213883 1951265.54807064))",-3.74101734238667,4.66247095476819,0.0665682718665613,0.1923182411620484,0.118033196253254,-0.061597955309903,1.334737031251228,0.6666611402963586,0.2981557399458485,0.8145774920246713,0.24287095487784938
26098,-0.5745664160833445,0.8430638656911525,0.8562443077961006,1.1135773454352254,"POLYGON ((953935.230213883 1951365.54807064, 953935.230213883 1951465.54807064, 954035.230213883 1951465.54807064, 954035.230213883 1951365.54807064, 953935.230213883 1951365.54807064))",중구,서울특별시 중구 회현동1가 199-6번지,126.979439952,37.560738902,954024.7908141868,1951392.210404664,good&good상동교회,0.3608440604039913,0.8325595156370728,0.4112902641771334,-0.1586449395445075,0.2545227941799468,-0.3007397426948383,0.2757034885677017,0.5368226087695436,1.0057636031628934,1.926998844402369,5.0,"POLYGON ((953935.230213883 1951365.54807064, 953935.230213883 1951465.54807064, 954035.230213883 1951465.54807064, 954035.230213883 1951365.54807064, 953935.230213883 1951365.54807064))",-4.101592352179921,5.509026268682114,-0.0611078521847361,0.1645232236777023,0.1886421303412686,-0.5533700916203365,1.723178357282115,0.6168213202054131,0.30701701315450425,0.813560416002561,0.24977688894184222
26099,-0.6141982870289934,0.9454063481619408,0.7520176903302432,1.2166269423304688,"POLYGON ((953935.230213883 1951465.54807064, 953935.230213883 1951565.54807064, 954035.230213883 1951565.54807064, 954035.230213883 1951465.54807064, 953935.230213883 1951465.54807064))",중구,서울특별시 중구 북창동 93-42번지,126.978756933,37.561997343,953965.2413275308,1951532.1624608776,SOTETSU HOTELS THE SPLAISIR,-0.1000193969397642,-0.0115028958248724,0.2281138303061352,-0.1586449395445075,0.9376383472482376,-0.3295636084783251,-0.4168692668422455,1.395379470884624,-0.0256328152632222,-1.5119184915810355,5.0,"POLYGON ((953935.230213883 1951465.54807064, 953935.230213883 1951565.54807064, 954035.230213883 1951565.54807064, 954035.230213883 1951465.54807064, 953935.230213883 1951465.54807064))",-4.170906759554483,5.787780647527822,-0.1119385382898783,0.0835399437692456,0.2646035317186324,-0.6644459679610256,1.8108509083749096,0.5939197799602474,0.5950956747034374,0.7083875197442804,0.4215583490137171
26102,-0.8763360087790013,1.3458890530682777,0.06424653547226,1.3306874565078557,"POLYGON ((953935.230213883 1951765.54807064, 953935.230213883 1951865.54807064, 954035.230213883 1951865.54807064, 954035.230213883 1951765.54807064, 953935.230213883 1951765.54807064))",중구,서울특별시 중구 소공동 110번지,126.978551635,37.564195309,953948.4628457344,1951776.1164257503,"소공동한화빌딩, 서울센타빌딩",1.11681944206558,0.8340715945605595,1.9012867915423903,0.8564974848949585,1.4499750120494557,3.122203897426953,1.7144946163856554,2.090710831803642,1.8976599424531035,0.9853905262164367,5.0,"POLYGON ((953935.230213883 1951765.54807064, 953935.230213883 1951865.54807064, 954035.230213883 1951865.54807064, 954035.230213883 1951765.54807064, 953935.230213883 1951765.54807064))",-1.5701057819083728,2.380036449811798,-0.0811223350451466,0.1455839109824627,0.2108136615311946,-0.3308521618511993,-0.394715240379856,0.5228390746208136,0.8230425170844344,0.6555534938485068,0.5395483976605704
26103,-0.8919144172803458,1.408027584194245,0.0793641461428814,1.3200686289885315,"POLYGON ((953935.230213883 1951865.54807064, 953935.230213883 1951965.54807064, 954035.230213883 1951965.54807064, 954035.230213883 1951865.54807064, 953935.230213883 1951865.54807064))",중구,서울특별시 중구 을지로1가 192-11번지,126.97917826,37.565461538,954004.5819657132,1951916.291390448,"재능빌딩, 프레지던트호텔",0.3460772224408739,0.99205697771858,1.368853813222611,0.8564974848949585,1.279196123782383,2.1634411287874675,0.8612250854649149,2.219853735448821,2.366212291587823,2.3773332574478148,5.0,"POLYGON ((953935.230213883 1951865.54807064, 953935.230213883 1951965.54807064, 954035.230213883 1951965.54807064, 954035.230213883 1951865.54807064, 953935.230213883 1951865.54807064))",-1.0517300090877253,1.4385286609496188,-0.046138921915797,0.2917319867527607,0.0837750015697607,-0.0187943023809788,-0.6880709803500413,0.5021390695702418,0.8672390540747962,0.6909136418038411,0.5991872931653357
26104,-0.9057354697186792,1.422710097475687,0.4623578818264164,1.2793377678538531,"POLYGON ((953935.230213883 1951965.54807064, 953935.230213883 1952065.54807064, 954035.230213883 1952065.54807064, 954035.230213883 1951965.54807064, 953935.230213883 1951965.54807064))",중구,서울특별시 중구 을지로1가 16번지,126.97947702,37.566456161,954031.577810775,1952026.493726508,금세기빌딩,0.0429113892176537,-0.0984512716891321,0.2299653325459077,-0.3793280752922175,0.2545227941799468,0.2174156964478646,0.2425843253989818,1.0536260777553696,2.8205562993290707,0.7806930657412341,5.0,"POLYGON ((953935.230213883 1951965.54807064, 953935.230213883 1952065.54807064, 954035.230213883 1952065.54807064, 954035.230213883 1951965.54807064, 953935.230213883 1951965.54807064))",-0.2940102904051249,0.7387773969094465,-0.0130377597620149,0.3743155840089253,-0.0278301594604166,-0.4858016228589064,-1.6471785059743176,0.4934437008738844,0.629176328780616,0.8211609219514333,0.5166550142115087
26105,-0.9852756387013802,1.4087246978600896,0.4648585190918211,1.1716133399966515,"POLYGON ((953935.230213883 1952065.54807064, 953935.230213883 1952165.54807064, 954035.230213883 1952165.54807064, 954035.230213883 1952065.54807064, 953935.230213883 1952065.54807064))",중구,서울특별시 중구 태평로1가 31-25번지,126.978445625,37.567167452,953940.9305868836,1952105.912993432,"유성빌딩, 더익스체인지서울몰, 남강건설회관빌딩, 원창빌딩, 휘닉스빌딩",-0.0312841424730508,0.4177433057846668,0.229258780428507,1.6509567735867146,-0.3147401667102954,1.4592859983852244,1.1848918512197943,0.4732172169682372,1.660423696762103,2.459212241637896,5.0,"POLYGON ((953935.230213883 1952065.54807064, 953935.230213883 1952165.54807064, 954035.230213883 1952165.54807064, 954035.230213883 1952065.54807064, 953935.230213883 1952065.54807064))",-0.1368332375126255,0.3546112044517625,0.0036261044167524,0.408332323955817,-0.0541038721520145,-0.2983058120972837,-1.6951801327024758,0.4854189386044591,0.3802726475662598,0.7037104089672654,0.26760182033791746
26113,-0.734626620775824,0.7354321486717504,1.4023821251267072,1.0864667131190515,"POLYGON ((954035.230213883 1951265.54807064, 954035.230213883 1951365.54807064, 954135.230213883 1951365.54807064, 954135.230213883 1951265.54807064, 954035.230213883 1951265.54807064))",중구,서울특별시 중구 회현동1가 204번지,126.9795833,37.560405265,954037.246260581,1951355.1249453768,MESA,0.2213741264282501,0.3530079065933563,1.3547123804022811,0.2827213319509125,1.279196123782383,1.0519833356255432,0.8547993151049628,3.2585614703328507,1.238263735056069,-0.2837337287298196,11.0,"POLYGON ((954035.230213883 1951265.54807064, 954035.230213883 1951365.54807064, 954135.230213883 1951365.54807064, 954135.230213883 1951265.54807064, 954035.230213883 1951265.54807064))",-4.880586451498571,5.821257131553229,0.081418678017534,0.0745969008650639,0.1907253116898185,-0.3404668346004075,1.168824465490466,0.6790356809215795,0.7661793809535,0.7596119606467437,0.5819990217731965
26114,-0.7308465454795167,0.8772053493816284,1.3457605014621252,1.2108879166832751,"POLYGON ((954035.230213883 1951365.54807064, 954035.230213883 1951465.54807064, 954135.230213883 1951465.54807064, 954135.230213883 1951365.54807064, 954035.230213883 1951365.54807064))",중구,서울특별시 중구 충무로1가 53-1번지,126.980503873,37.561044434,954118.9430114544,1951425.58773396,제일은행구본점,0.1232898818825838,0.3479113563131771,-0.1643119295418902,-0.6882844653390117,0.0837439059128741,-0.3295636084783251,-0.3760564346669512,-0.1863312807624399,1.0374094544483534,5.07933973572049,11.0,"POLYGON ((954035.230213883 1951365.54807064, 954035.230213883 1951465.54807064, 954135.230213883 1951465.54807064, 954135.230213883 1951365.54807064, 954035.230213883 1951365.54807064))",-5.570651165424411,7.21108419604075,-0.1064211864976979,0.0368925639861852,0.2902327950164539,-1.142948825123856,1.6830230811985432,0.6233829169111599,0.09064367140191298,0.6054963105531584,0.05488440860885115
26117,-0.8627061440359215,1.2687661304082798,0.7528537003230814,1.4212691282099288,"POLYGON ((954035.230213883 1951665.54807064, 954035.230213883 1951765.54807064, 954135.230213883 1951765.54807064, 954135.230213883 1951665.54807064, 954035.230213883 1951665.54807064))",중구,서울특별시 중구 소공동 79-2번지,126.980081197,37.563553969,954083.1529233484,1951704.214518104,"지에스지빌딩, 소공동롯데 주차타워, OCI주식회사",0.9936339819284478,0.921726118957615,0.7259417402153006,0.8564974848949585,0.2545227941799468,0.7321027431458769,0.7140850724064667,1.1027792116382744,1.3715207550948432,-0.5293706813000628,11.0,"POLYGON ((954035.230213883 1951665.54807064, 954035.230213883 1951765.54807064, 954135.230213883 1951765.54807064, 954135.230213883 1951665.54807064, 954035.230213883 1951665.54807064))",-1.811771802106118,3.2232944271043307,-0.0515075816192096,-0.0331186568653078,0.1352784441471941,-1.3046733558681234,-1.1393458803201353,0.4790861530842999,0.5613822786681075,0.8289954389612615,0.465383348529541
26120,-0.9212544626411552,1.5649223644557564,0.9376183985349092,1.393852651292657,"POLYGON ((954035.230213883 1951965.54807064, 954035.230213883 1952065.54807064, 954135.230213883 1952065.54807064, 954135.230213883 1951965.54807064, 954035.230213883 1951965.54807064))",중구,서울특별시 중구 을지로1가 47-3번지,126.979882638,37.566450462,954067.395500788,1952025.6631138984,서광빌딩,-0.7063309888375868,-0.6624413590946706,-0.4345361437636313,-0.2910548209931335,-0.0870349823541985,-0.2456480448456895,-0.4167417267416977,0.2560469241837045,1.3761492299427165,0.1256611922205856,11.0,"POLYGON ((954035.230213883 1951965.54807064, 954035.230213883 1952065.54807064, 954135.230213883 1952065.54807064, 954135.230213883 1951965.54807064, 954035.230213883 1951965.54807064))",0.8099449258899591,0.9206592557592076,-0.0035813103010961,0.303938717099146,-0.1061360679261872,-2.111302720786676,-2.9288858614358744,0.4318494726353193,0.5332471477679218,0.7055989422590127,0.37625862342768107
26121,-0.9999155318685048,1.5601437586340974,1.7106932831383237,1.3351023401725073,"POLYGON ((954035.230213883 1952065.54807064, 954035.230213883 1952165.54807064, 954135.230213883 1952165.54807064, 954135.230213883 1952065.54807064, 954035.230213883 1952065.54807064))",중구,서울특별시 중구 다동 164-2번지,126.980446957,37.567479309,954117.8630768466,1952139.532952208,"센터플레이스(Center Place), 어린이재단, 대한체육회 체육회관",1.4368117619400849,1.6328253670106114,1.962190944648654,1.4302736378390046,0.5106911265805558,1.674269158652011,2.045468679666038,1.1176178935651893,1.715857755986634,0.2280099224581869,11.0,"POLYGON ((954035.230213883 1952065.54807064, 954035.230213883 1952165.54807064, 954135.230213883 1952165.54807064, 954135.230213883 1952065.54807064, 954035.230213883 1952065.54807064))",0.3202406656007525,0.5510251663623239,-0.0043821723177583,0.3740123029133058,-0.091856513478611,-0.5762246505266108,-1.4734986579612874,0.4368293950412028,0.6484067662502797,0.6767951381944985,0.438838546970606
26122,-0.9981128465136822,1.530232158798681,3.0695982910262614,1.2153057355360186,"POLYGON ((954035.230213883 1952165.54807064, 954035.230213883 1952265.54807064, 954135.230213883 1952265.54807064, 954135.230213883 1952165.54807064, 954035.230213883 1952165.54807064))",중구,서울특별시 중구 다동 39번지,126.980207811,37.56850364,954097.3723719436,1952253.2942550213,"케이스퀘어시티, 광일빌딩",0.5400656155523337,0.5020129225408205,1.4074108578147726,0.8123608577454166,1.1084172355153104,-0.0130108623209341,-0.1646737227266933,2.351547037550189,1.9037953626002848,1.1082090025015583,11.0,"POLYGON ((954035.230213883 1952165.54807064, 954035.230213883 1952265.54807064, 954135.230213883 1952265.54807064, 954135.230213883 1952165.54807064, 954035.230213883 1952165.54807064))",-0.2430609268982853,0.1612839159210483,0.0086345674211001,0.4128238404735643,-0.0760904736383731,1.109485712987886,0.0704857826584314,0.5003549720144921,0.862460563241762,0.8130463177762779,0.7012203851709693
26129,-0.7538640757818058,0.7443912178167745,1.397426182890306,1.2355149452451335,"POLYGON ((954135.230213883 1951265.54807064, 954135.230213883 1951365.54807064, 954235.230213883 1951365.54807064, 954235.230213883 1951265.54807064, 954135.230213883 1951265.54807064))",중구,서울특별시 중구 충무로1가 54번지,126.980807963,37.560329196,954145.361588238,1951346.087272385,신세계백화점,2.6532450950633533,3.143829716643218,4.211464442641488,0.0179015690536604,4.011658336055546,-0.3295636084783251,-0.4168692668422455,3.0267070652248083,1.806597390794943,-0.6931286496802249,10.0,"POLYGON ((954135.230213883 1951265.54807064, 954135.230213883 1951365.54807064, 954235.230213883 1951365.54807064, 954235.230213883 1951265.54807064, 954135.230213883 1951265.54807064))",-5.817882091482303,6.472588588723204,0.0490316654343631,-0.0096390017618707,0.2743928614694626,-0.3323308222881453,0.848964948932592,0.6643781018174665,0.5690366327237841,0.5092688255881731,0.28979261766389014
26130,-0.7957358648776238,0.8943644949902165,1.3645797882447392,1.3840255313904426,"POLYGON ((954135.230213883 1951365.54807064, 954135.230213883 1951465.54807064, 954235.230213883 1951465.54807064, 954235.230213883 1951365.54807064, 954135.230213883 1951365.54807064))",중구,서울특별시 중구 충무로1가 52-5번지,126.980981049,37.560925287,954161.0137242876,1951412.1361351667,신세계백화점건물,0.1655267321740455,0.8311548940990111,0.0226426399161592,-0.8206943467876376,0.5960805707140922,2.0606471241354822,-0.4147761087214905,0.0752004881994316,1.806597390794943,5.447795164575854,10.0,"POLYGON ((954135.230213883 1951365.54807064, 954135.230213883 1951465.54807064, 954235.230213883 1951465.54807064, 954235.230213883 1951365.54807064, 954135.230213883 1951365.54807064))",-6.449739140755003,7.662480861579162,-0.1338354450546494,-0.0213936492800068,0.3447787199865549,-1.269074237650777,1.0539426296171994,0.5863509934709281,0.10351557974058284,0.586553659183101,0.06071744207929894
26132,-0.7538255027445083,1.1548813334020591,0.3223760741542875,1.5896632267813358,"POLYGON ((954135.230213883 1951565.54807064, 954135.230213883 1951665.54807064, 954235.230213883 1951665.54807064, 954235.230213883 1951565.54807064, 954135.230213883 1951565.54807064))",중구,서울특별시 중구 남대문로2가 111-1번지,126.981050783,37.562525751,954168.1530184108,1951589.6655805472,프리즈마111,-0.3360679843148507,-0.0025148530867855,0.0563409398005389,-0.5117379567408437,0.5960805707140922,-0.0353672243356468,0.2392570292464555,1.31886751719897,3.157035656874472,2.582030717923017,10.0,"POLYGON ((954135.230213883 1951565.54807064, 954135.230213883 1951665.54807064, 954235.230213883 1951665.54807064, 954235.230213883 1951565.54807064, 954135.230213883 1951565.54807064))",-3.178985613437232,4.184526774867116,-0.0234701462816001,-0.1263911832775876,0.0226676068205599,-2.0788743776351524,-2.416265240501968,0.4275709213021658,0.6688871251685373,0.7331404900720007,0.4903882347489131
26133,-0.917451018315406,1.36171489850596,0.7190993530958282,1.672332872334108,"POLYGON ((954135.230213883 1951665.54807064, 954135.230213883 1951765.54807064, 954235.230213883 1951765.54807064, 954235.230213883 1951665.54807064, 954135.230213883 1951665.54807064))",중구,서울특별시 중구 소공동 70번지,126.980781486,37.56378664,954145.1422942284,1951729.686288236,삼영빌딩,-0.5314615958295434,-0.3366228909571387,-0.1052301054262076,-0.3351914481426756,0.5960805707140922,-0.1084607365423005,-0.2090689312556094,1.5637057689930622,1.4817430398442004,2.090756812782531,10.0,"POLYGON ((954135.230213883 1951665.54807064, 954135.230213883 1951765.54807064, 954235.230213883 1951765.54807064, 954235.230213883 1951665.54807064, 954135.230213883 1951665.54807064))",-1.1911976961107484,2.365789158674099,0.0346313820574035,-0.0916833427234046,-0.1358892157176269,-2.5136078474853933,-4.014013742987572,0.3904386027048687,0.7392570761835868,0.7557902358598352,0.5587232799698453
